site_id,site_name,cpt_name,borehole_id,latitude,longitude,qc10_mpa,qc50_mpa,ic_median,theta_z_m,n_profile_points,data_source
Canterbury_00000,100 Osbourne St - CPT01 TabulatedData.xls,100 Osbourne St - CPT01 TabulatedData,CPT01,-43.54312348,172.66165055,0.83256,5.60448,1.3232026610038807,1.1991473671687558,1064,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00001,115 Paparoa Street - CPT01 TabulatedData.xls,115 Paparoa Street - CPT01 TabulatedData,CPT01,-43.49902208,172.61920072,0.36316000000000004,2.1329000000000002,1.3510282961483324,1.1960502145867302,960,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00002,151103.ps.34668_17Slater_CPT02_TabulatedData.xls,151103.ps.34668_17Slater_CPT02_TabulatedData,CPT02,-43.51651748,172.65263346,0.631018,9.9139,1.2080081616354679,1.1920713729449162,1037,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00003,186 Woodham Road - CPT01 TabulatedData.xls,186 Woodham Road - CPT01 TabulatedData,CPT01,-43.52528329,172.67385946,1.71842,11.47429,1.2738492432661905,1.194605145082459,1045,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00004,195 Hereford st - CPT01 TabulatedData.xls,195 Hereford st - CPT01 TabulatedData,CPT05,-43.53183004,172.64162255,0.9719000000000001,3.34908,1.3696267299614593,1.1965906803127169,1319,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00005,195 Hereford st - CPT02 TabulatedData.xls,195 Hereford st - CPT02 TabulatedData,CPT04,-43.53164995,172.64159886,1.01738,2.84402,1.4636400346004794,1.1986380695327181,1031,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00006,"21 Francis Ave, Christchurch - CPT01 TabulatedData.xls","21 Francis Ave, Christchurch - CPT01 TabulatedData",CPT01,-43.50745828,172.64529012,0.6065920000000001,5.71843,1.2876938376664584,1.1997828569751867,1038,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00007,23 Sydney Street - CPT01 TabulatedData.xls,23 Sydney Street - CPT01 TabulatedData,CPT01,-43.55133706,172.61990102,0.749652,3.35634,1.2567240708302985,0.519584719791776,483,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00008,258 Lichfield Street - CPT01 TabulatedData.xls,258 Lichfield Street - CPT01 TabulatedData,CPT01,-43.53427502,172.6493528,2.682108,13.537660000000002,1.2718075253695127,0.6997601274828735,1035,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00009,258 Lichfield Street - CPT02 TabulatedData.xls,258 Lichfield Street - CPT02 TabulatedData,CPT02,-43.5347429,172.64930062,1.627796,16.92686,1.3284217040086452,1.1769653811155845,1038,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00010,258 Lichfield Street - CPT03 TabulatedData.xls,258 Lichfield Street - CPT03 TabulatedData,CPT03,-43.53475989,172.64896649,2.019832,6.215700000000001,1.271484874094786,0.6394888858975492,1038,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00011,282 Kilmore St - CPT01 TabulatedData.xls,282 Kilmore St - CPT01 TabulatedData,CPT01,-43.52714649,172.64936904,1.897816,14.222000000000001,1.4399373507025712,1.177470481639098,1060,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00012,282 Kilmore St - CPT02 TabulatedData.xls,282 Kilmore St - CPT02 TabulatedData,CPT02,-43.52715677,172.64978957,1.3105799999999999,8.115540000000001,1.3010078425312959,1.1987694250207248,801,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00013,282 Kilmore St - CPT03 TabulatedData.xls,282 Kilmore St - CPT03 TabulatedData,CPT03,-43.52736337,172.64965231,0.93444,11.86482,1.4109343952727809,1.199290756029221,876,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00014,"344 River Rd, Lincoln - CPT01 TabulatedData.xls","344 River Rd, Lincoln - CPT01 TabulatedData",CPT01,-43.67878493,172.5138331,0.5583400000000001,3.7887000000000004,1.2338647533332567,0.7599295759771308,791,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00015,"344 River Rd, Lincoln - CPT02 TabulatedData.xls","344 River Rd, Lincoln - CPT02 TabulatedData",CPT02,-43.67898367,172.51400514,0.58728,3.985,1.285973236610642,0.8190829432595539,864,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00016,44 Clissold Street - CPT01 TabulatedData.xls,44 Clissold Street - CPT01 TabulatedData,CPT01,-43.51839297,172.61952497,1.6556920000000002,6.90062,1.2983900728674518,1.1592430343359064,223,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00017,452b Bower Ave - CPT01 TabulatedData.xls,452b Bower Ave - CPT01 TabulatedData,CPT01,-43.48223648,172.71237159,5.1628,14.744000000000002,1.3492098705527096,0.9994843879471915,1017,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00018,53 Lagan Street - CPT01 TabulatedData.xls,53 Lagan Street - CPT01 TabulatedData,CPT01,-43.45215318,172.62160623,0.608076,1.76034,1.450852315591848,0.5183177302792643,982,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00019,"58 Ferry Rd, Woodend Beach - CPT01 TabulatedData.xls","58 Ferry Rd, Woodend Beach - CPT01 TabulatedData",CPT01,-43.34039091,172.70210364,0.5472800000000001,9.03491,1.3310621721949143,1.1980342193126248,817,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00020,6 Moyna Ave - CPT02 TabulatedData (revised).xls,6 Moyna Ave - CPT02 TabulatedData (revised),CPT02,-43.51262118,172.67773626,1.781126,12.40552,1.3738133430982575,1.1973199567009019,851,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00021,67 Mays Road - CPT01 TabulatedData.Finalised.xls,67 Mays Road - CPT01 TabulatedData.Finalised,CPT01,-43.50335337,172.6197672,0.620952,1.73258,1.06450540149761,0.8599203096583299,523,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00022,7 Nautilus Pl - CPT01 TabulatedData.xls,7 Nautilus Pl - CPT01 TabulatedData,CPT01,-43.43080194,172.69696648,8.845559999999999,16.93374,1.3333029897994253,1.1992093487557653,1016,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00023,79 Warrington Street - CPT01 TabulatedData.xls,79 Warrington Street - CPT01 TabulatedData,CPT01,-43.50791561,172.64766178,0.33008000000000004,4.54554,1.203452502325308,1.1985468296455792,1078,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00024,7B Arosa Place - CPT01 TabulatedData.xls,7B Arosa Place - CPT01 TabulatedData,CPT01,-43.47632782,172.70366117,0.6086600000000001,8.539259999999999,1.1692746505250327,1.1989821856052352,785,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00025,ARA-POD01-CPT01TT.xls,ARA-POD01-CPT01TT,ARA-POD01-CPT01,-43.50624171,172.70963952,1.75304,10.6684,1.1666931940025407,1.079999999999989,751,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00026,ARA-POD01-CPT02TT.xls,ARA-POD01-CPT02TT,ARA-POD01-CPT02,-43.50634476,172.70988684,2.4298200000000003,14.27606,1.2574220665847484,0.93999999999998,1002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00027,ARA-POD01-CPT04TT.xls,ARA-POD01-CPT04TT,ARA-POD01-CPT04,-43.50684407,172.71044031,8.647459999999999,14.362200000000001,1.2577928987759075,0.25999999999999446,1002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00028,ARA-POD01-CPT05TT.xls,ARA-POD01-CPT05TT,ARA-POD01-CPT05,-43.50711761,172.71022817,6.4302,13.1208,1.1423449895911073,0.5999999999999872,2004,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00029,ARA-POD01-CPT07TT.xls,ARA-POD01-CPT07TT,ARA-POD01-CPT07,-43.50848379,172.71024901,5.668100000000001,13.6959,1.2815224053291434,1.1999999999999744,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00030,ARA-POD01-CPT08TT.xls,ARA-POD01-CPT08TT,ARA-POD01-CPT08,-43.50846556,172.71026307,3.3731199999999997,12.2482,1.2047635607040772,0.5999999999999872,2020,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00031,ARA-POD01-CPT10TT.xls,ARA-POD01-CPT10TT,ARA-POD01-CPT10,-43.50635469,172.71071889,6.91376,12.07604,1.2046014811794417,1.1999999999999744,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00032,ARA-POD01-CPT11TT.xls,ARA-POD01-CPT11TT,ARA-POD01-CPT11,-43.50649483,172.70971771,4.39838,10.692120000000001,1.2367940463049445,0.47999999999998977,1002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00033,ARA-POD01-CPT188TT.xls,ARA-POD01-CPT188TT,ARA-P0D01-CPT188,-43.50823473,172.70903039,5.001939999999999,12.38982,1.1496133780211535,1.1999999999999744,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00034,ARA-POD01-CPT198TT.xls,ARA-POD01-CPT198TT,ARA-POD01-CPT198,-43.50691642,172.7101098,8.621459999999999,13.74564,1.3274276736888546,0.7399999999999842,1002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00035,ARA-POD01-CPT245TT.xls,ARA-POD01-CPT245TT,ARA-POD01-CPT245,-43.50862669,172.70831016,6.18914,12.79658,1.3084295021122558,1.1999999999999744,1004,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00036,ARA-POD01-CPT246TT.xls,ARA-POD01-CPT246TT,ARA-POD01-CPT246,-43.50918534,172.7096924,9.2075,13.80408,1.343467428040992,0.4399999999999906,1002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00037,ARA-POD01-CPTB002TT.xls,ARA-POD01-CPTB002TT,ARA-POD01-CPTB002,-43.50684381,172.71033545,7.47692,14.0756,1.277013631188163,0.5199999999999889,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00038,ARA-POD01-CPTB01TT.xls,ARA-POD01-CPTB01TT,ARA-POD01-CPTB001,-43.50632793,172.70963849,8.1768,13.0122,1.2304489993588892,0.49999999999998934,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00039,ARA-POD02-CPT05TT.xls,ARA-POD02-CPT05TT,ARA-POD02-CPT05,-43.50992117,172.71275035,5.3212,12.9122,1.2366219233575697,0.3699999999999921,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00040,ARA-POD02-CPT06TT.xls,ARA-POD02-CPT06TT,ARA-POD02-CPT06,-43.50802842,172.71073827,8.7594,13.820799999999998,1.2374818572270598,0.5499999999999883,2005,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00041,ARA-POD03-CPT02TT.xls,ARA-POD03-CPT02TT,ARA-POD03-CPT02,-43.50877573,172.707704,2.16426,13.31992,1.1374159668831838,0.5999999999999872,2016,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00042,ARA-POD03-CPT03RTT.xls,ARA-POD03-CPT03RTT,ARA-POD03-CPT03,-43.51088015,172.70712269,1.44428,12.40412,1.3478550991976805,0.5999999999999872,2008,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00043,ARA-POD03-CPT05TT.xls,ARA-POD03-CPT05TT,ARA-POD03-CPT05,-43.51115967,172.70661171,1.82184,13.79182,1.149243190339746,1.1999999999999744,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00044,ARA-POD03-CPT06TT.xls,ARA-POD03-CPT06TT,ARA-POD03-CPT06,-43.5112537,172.70639175,3.22618,13.309479999999999,1.1658694061530668,1.1999999999999744,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00045,ARA-POD03-CPT07TT.xls,ARA-POD03-CPT07TT,ARA-POD03-CPT07,-43.51136606,172.70594415,1.48452,12.2146,1.3045778738235119,1.1999999999999744,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00046,ARA-POD03-CPT09TT.xls,ARA-POD03-CPT09TT,ARA-POD03-CPT09,-43.51071247,172.70603053,2.5403000000000002,13.79166,1.2225301464205387,1.1999999999999744,1002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00047,ARA-POD03-CPT12TT.xls,ARA-POD03-CPT12TT,ARA-POD03-CPT12,-43.51005118,172.70507865,4.8996,14.0006,1.1951327351864172,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00048,ARA-POD03-CPT13TT.xls,ARA-POD03-CPT13TT,ARA-POD03-CPT13,-43.51003318,172.70497386,4.8898,13.089799999999999,1.2182744859142816,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00049,ARA-POD03-CPT165TT.xls,ARA-POD03-CPT165TT,ARA-POD03-CPT165,-43.51065206,172.70391698,3.94688,12.2419,1.1219630155181832,0.5999999999999872,2051,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00050,ARA-POD03-CPT256TT.xls,ARA-POD03-CPT256TT,ARA-P0D03-CPT256,-43.51049762,172.70567652,5.8259,13.599879999999999,1.1686680956679893,0.5999999999999872,2010,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00051,ARA-POD03-CPT260TT.xls,ARA-POD03-CPT260TT,ARA-POD03-CPT260,-43.51051528,172.7038944,6.7238,13.9816,1.1823334393720126,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00052,ARA-POD03-CPT262TT.xls,ARA-POD03-CPT262TT,ARA-POD03-CPT262,-43.50922094,172.70641155,1.5108,12.93,1.196304161479663,0.5999999999999872,2002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00053,ARA-POD03-CPT263TT.xls,ARA-POD03-CPT263TT,ARA-POD03-CPT263,-43.50879558,172.70683863,3.9292,12.8614,1.1915211024036951,0.5999999999999872,2006,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00054,ARA-POD03-CPT264TT.xls,ARA-POD03-CPT264TT,ARA-POD03-CPT264,-43.51175161,172.70459133,7.4875,13.028979999999999,1.270872922697586,1.1999999999999744,981,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00055,ARA-POD03-CPT265TT.xls,ARA-POD03-CPT265TT,ARA-POD03-CPT265,-43.50972551,172.70849486,4.890560000000001,12.8815,1.3002998014252305,1.1999999999999744,982,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00056,ARA-POD03-CPT266TT.xls,ARA-POD03-CPT266TT,ARA-POD03-CPT266,-43.51017763,172.70669509,1.6673600000000002,14.6376,1.3252173328630452,1.1999999999999744,1003,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00057,ARA-POD04-CPT01TT.xls,ARA-POD04-CPT01TT,ARA-POD04-CPT01,-43.5114298,172.70654907,1.22328,12.8249,1.08225225335265,1.1999999999999744,1004,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00058,ARA-POD04-CPT02TT.xls,ARA-POD04-CPT02TT,ARA-POD04-CPT02,-43.5120293,172.70695949,0.43239999999999995,11.010200000000001,1.1346801971427138,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00059,ARA-POD04-CPT03TT.xls,ARA-POD04-CPT03TT,ARA-POD04-CPT03,-43.51182217,172.70691473,1.6981100000000002,12.57086,1.2591785384983576,1.1999999999999744,985,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00060,ARA-POD04-CPT04TT.xls,ARA-POD04-CPT04TT,ARA-POD04-CPT04,-43.51127383,172.70761646,1.2821599999999997,13.16012,1.3274701960572437,1.1999999999999744,1026,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00061,ARA-POD04-CPT07TT.xls,ARA-POD04-CPT07TT,ARA-POD04-CPT07,-43.5113516,172.70673112,0.47635999999999995,12.167179999999998,1.3035064464296209,1.1999999999999744,859,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00062,ARA-POD04-CPT08TT.xls,ARA-POD04-CPT08TT,ARA-POD04-CPT08,-43.51112767,172.70726495,1.6759399999999998,11.798879999999999,1.344677177270419,1.1999999999999744,949,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00063,ARA-POD04-CPT09TT.xls,ARA-POD04-CPT09TT,ARA-POD04-CPT09,-43.51098288,172.70755936,2.3694,13.3994,1.1959384759247282,0.5999999999999872,1501,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00064,ARA-POD04-CPT10TT.xls,ARA-POD04-CPT10TT,ARA-POD04-CPT10,-43.51034664,172.70852824,6.7202,11.913,1.2174399469296349,0.5999999999999872,2002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00065,ARA-POD04-CPT11TT.xls,ARA-POD04-CPT11TT,ARA-POD04-CPT11,-43.51046557,172.70832548,2.83332,11.951559999999997,1.315901030623749,1.1999999999999744,1008,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00066,ARA-POD04-CPT145TT.xls,ARA-POD04-CPT145TT,ARA-POD04-CPT145,-43.51163029,172.70780347,1.09276,12.84324,1.2706266052174227,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00067,ARA-POD04-CPT246TT.xls,ARA-POD04-CPT246TT,ARA-POD04-CPT246,-43.51060308,172.70799711,2.43666,11.93928,1.2613086523603958,1.1999999999999744,981,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00068,ARA-POD04-CPT247TT.xls,ARA-POD04-CPT247TT,ARA-POD04-CPT247,-43.50914666,172.70799283,6.032559999999999,13.954139999999999,1.3338712471151812,1.0399999999999778,1002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00069,ARA-POD05-CPT02TT.xls,ARA-POD05-CPT02TT,ARA-POD05-CPT02,-43.51145939,172.71073658,2.3661,12.54988,1.2613087764656574,1.1999999999999744,1004,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00070,ARA-POD05-CPT06TT.xls,ARA-POD05-CPT06TT,ARA-POD05-CPT06,-43.51302797,172.70875015,3.0545,14.16794,1.2908856985794033,1.1999999999999744,981,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00071,ARA-POD05-CPT09TT.xls,ARA-POD05-CPT09TT,ARA-POD05-CPT09,-43.51102171,172.70996005,7.83,12.8566,1.234446513363346,0.5999999999999872,2002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00072,ARA-POD06-CPT01TT.xls,ARA-POD06-CPT01TT,ARA-POD06-CPT01,-43.51120786,172.70356987,4.18768,14.21384,1.1510429133345703,1.0999999999999766,1011,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00073,ARA-POD06-CPT02TT.xls,ARA-POD06-CPT02TT,ARA-POD06-CPT02,-43.51137757,172.70337946,3.1710599999999998,11.736780000000001,1.0772749012689438,0.6799999999999855,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00074,ARA-POD06-CPT03TT.xls,ARA-POD06-CPT03TT,ARA-POD06-CPT03,-43.51215891,172.70386329,4.4648,13.16216,0.9710737280426723,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00075,ARA-POD06-CPT04TT.xls,ARA-POD06-CPT04TT,ARA-POD06-CPT04,-43.51232049,172.70365919,3.43446,14.50402,1.1376639668463244,1.1399999999999757,1000,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00076,ARA-POD06-CPT06TT.xls,ARA-POD06-CPT06TT,ARA-POD06-CPT06,-43.51281442,172.70462983,4.76422,13.64048,1.1782402461088881,1.1999999999999744,1004,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00077,ARA-POD06-CPT07TT.xls,ARA-POD06-CPT07TT,ARA-POD06-CPT07,-43.51297785,172.70441212,4.24998,13.61366,1.137794101799869,1.1999999999999744,1000,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00078,ARA-POD06-CPT08TT.xls,ARA-POD06-CPT08TT,ARA-POD06-CPT08,-43.51362748,172.7057664,3.81754,14.588940000000001,1.1759098511569217,1.1199999999999761,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00079,ARA-POD06-CPT09TT.xls,ARA-POD06-CPT09TT,ARA-POD06-CPT09,-43.5138596,172.70551732,4.0915799999999996,13.305620000000001,1.181179979241254,1.1999999999999744,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00080,ARA-POD06-CPT11TT.xls,ARA-POD06-CPT11TT,ARA-POD06-CPT11,-43.51411522,172.70583219,4.4,13.271799999999999,1.1543740787178898,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00081,ARA-POD06-CPT12RTT.xls,ARA-POD06-CPT12RTT,ARA-POD06-CPT12,-43.513916,172.70659572,2.2441199999999997,13.94808,1.172784466858669,0.5999999999999872,2004,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00082,ARA-POD06-CPT13TT.xls,ARA-POD06-CPT13TT,ARA-POD06-CPT13,-43.51295319,172.70624122,3.5668,12.15118,1.1309600807110303,1.1999999999999744,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00083,ARA-POD06-CPT14TT.xls,ARA-POD06-CPT14TT,ARA-POD06-CPT14,-43.51307637,172.70640041,4.71048,13.37984,1.1145953951180958,1.1999999999999744,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00084,ARA-POD06-CPT15TT.xls,ARA-POD06-CPT15TT,ARA-POD06-CPT15,-43.51334658,172.70703837,3.3698,13.222,1.0939758751654531,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00085,ARA-POD06-CPT18TT.xls,ARA-POD06-CPT18TT,ARA-POD06-CPT18,-43.51353398,172.70799766,0.6367200000000001,8.47512,1.2500405316559693,1.1999999999999744,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00086,ARA-POD06-CPT19TT.xls,ARA-POD06-CPT19TT,ARA-POD06-CPT19,-43.51282401,172.70764526,0.5016,10.2938,1.0771210438550294,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00087,ARA-POD06-CPT20TT.xls,ARA-POD06-CPT20TT,ARA-POD06-CPT20,-43.51388001,172.70908371,3.01268,12.60488,1.21190446737837,1.1999999999999744,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00088,ARA-POD06-CPT215TT.xls,ARA-POD06-CPT215TT,ARA-POD06-CPT215,-43.51233085,172.70517088,6.0792,12.7568,1.230583754982229,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00089,ARA-POD06-CPT217TT.xls,ARA-POD06-CPT217TT,ARA-POD06-CPT217,-43.51435116,172.70785783,5.719600000000001,13.1848,1.2398557111409494,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00090,ARA-POD06-CPT21TT.xls,ARA-POD06-CPT21TT,ARA-POD06-CPT21,-43.51366071,172.70881614,1.9995600000000002,13.21022,1.1954148794414121,1.1999999999999744,1000,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00091,ARA-POD06-CPT22TT.xls,ARA-POD06-CPT22TT,ARA-POD06-CPT22,-43.51405804,172.70911538,2.61778,12.6381,1.1793763583963135,1.1999999999999744,1002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00092,ARA-POD06-CPT23TT.xls,ARA-POD06-CPT23TT,ARA-POD06-CPT23,-43.51263997,172.70691327,2.72524,11.36224,1.260247046883366,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00093,ARA-POD06-CPT24RTT.xls,ARA-POD06-CPT24RTT,ARA-POD06-CPT24,-43.51237432,172.70678988,0.85794,10.60074,1.21066403645365,1.1999999999999744,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00094,ARA-POD06-CPT25TT.xls,ARA-POD06-CPT25TT,ARA-POD06-CPT25,-43.513099,172.70754698,0.66574,11.577639999999999,1.2206158135035472,1.1999999999999744,1000,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00095,ARA-POD06-CPTB001TT.xls,ARA-POD06-CPTB001TT,ARA-POD06-CPTB001,-43.51398581,172.70920688,3.2296,12.44346,1.2540438175665305,1.1999999999999744,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00096,ARA-POD06-CPTB004TT.xls,ARA-POD06-CPTB004TT,ARA-POD06-CPTB004,-43.51229444,172.7034372,5.29654,13.78492,1.1736188473855982,1.1999999999999744,1002,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00097,ARA-POD07-CPT01TT.xls,ARA-POD07-CPT01TT,ARA-POD07-CPT01,-43.51349773,172.71043195,2.84784,13.52722,1.2136202717975888,1.1999999999999744,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00098,ARA-POD07-CPT03TT.xls,ARA-POD07-CPT03TT,ARA-POD07-CPT03,-43.51260404,172.7096384,6.058400000000001,12.621220000000001,1.3044856889641958,1.1999999999999744,1004,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00099,ARA-POD07-CPT06TT.xls,ARA-POD07-CPT06TT,ARA-POD07-CPT06,-43.51228485,172.71077558,4.213160000000001,10.536059999999999,1.2589225507785462,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00100,ARA-POD07-CPT08TT.xls,ARA-POD07-CPT08TT,ARA-POD07-CPT08,-43.51074882,172.71218599,3.09892,12.959200000000001,1.2320866330423772,1.1999999999999744,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00101,ARA-POD07-CPT10TT.xls,ARA-POD07-CPT10TT,ARA-POD07-CPT10,-43.51088209,172.71213726,2.7725999999999997,13.3408,1.2899725020338713,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00102,ARA-POD07-CPT11TT.xls,ARA-POD07-CPT11TT,ARA-POD07-CPT11,-43.51148943,172.71209308,3.7899000000000003,12.453700000000001,1.1838364498285652,1.1999999999999744,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00103,ARA-POD07-CPT13TT.xls,ARA-POD07-CPT13TT,ARA-POD07-CPT13,-43.51214373,172.7118544,3.79,8.5094,1.2620337060699385,0.5999999999999872,2001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_00104,ARA-POD07-CPT14TT.xls,ARA-POD07-CPT14TT,ARA-POD07-CPT14,-43.51162936,172.71208067,1.54998,11.012379999999999,1.126795600929628,1.1999999999999744,1001,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
