sample_size,replicates,mean_pf,std_pf,min_pf,max_pf
1000,5,0.9662000000000001,0.012597618822618832,0.944,0.975
3000,5,0.9642666666666667,0.00217817456702726,0.9626666666666667,0.968
6000,5,0.9631666666666666,0.001833333333333361,0.961,0.9653333333333334
12000,5,0.96265,0.0015749779539903322,0.9608333333333333,0.9641666666666666
