scenario,gradation,year,layer,z_mid_m,gw_depth_m,fc_pct,pga_g,n160,n1_60cs,csr,pf_nonstationary,fs_deterministic_nonstationary,crr_benchmark_module,crr_bi14_spt_style,fs_bi14_spt_style,delta_fs_bi14_minus_benchmark,pf_bi14_spt_style_diagnostic,delta_pf_bi14_minus_benchmark,method_status
rising,fines_washout,44,L4,12.5,1.6600000000000001,24.48,0.28,24.0,30.900044353835774,0.2871464683772479,0.09175,1.7101774970335617,0.49107142857142855,0.4886949726070079,1.7019013863160914,-0.008276110717470253,0.027585606206032676,-0.06416439379396732,direct_spt_model_form_check_not_site_validation
rising,fines_washout,46,L4,12.5,1.59,24.32,0.28,24.0,30.853911377547366,0.28878321390121764,0.09675,1.70048467131267,0.49107142857142855,0.4855463487840287,1.6813523965770276,-0.019132274735642385,0.03048451415915887,-0.06626548584084113,direct_spt_model_form_check_not_site_validation
rising,fines_washout,48,L4,12.5,1.52,24.16,0.28,24.0,30.80759547500948,0.2904387254124432,0.10575,1.6907918455917783,0.49107142857142855,0.4824195767017016,1.6610029396618244,-0.02978890592995387,0.03363924549314162,-0.07211075450685837,direct_spt_model_form_check_not_site_validation
rising,fines_washout,50,L4,12.5,1.45,24.0,0.28,24.0,30.76109179319628,0.29211332751187036,0.09866666666666667,1.6810990198708866,0.49107142857142855,0.47931427413903666,1.6408504131656203,-0.04024860670526631,0.0370666568136801,-0.06160000985298657,direct_spt_model_form_check_not_site_validation
seasonal,constant,0,L1,2.0,3.2,8.0,0.28,10.0,10.42484444292229,0.17921540000000002,0.7406666666666667,0.7603740083287055,0.1362707320522323,0.10807279200743383,0.6030329536827406,-0.15734105464596493,0.9659165335920221,0.22524986692535542,direct_spt_model_form_check_not_site_validation
seasonal,constant,2,L1,2.0,3.607975432332819,8.0,0.28,10.0,10.42484444292229,0.17921540000000002,0.7414166666666666,0.7603740083287055,0.1362707320522323,0.10807279200743383,0.6030329536827406,-0.15734105464596493,0.9659165335920221,0.2244998669253555,direct_spt_model_form_check_not_site_validation
seasonal,constant,4,L1,2.0,3.4245033635316133,8.0,0.28,10.0,10.42484444292229,0.17921540000000002,0.7439166666666667,0.7603740083287055,0.1362707320522323,0.10807279200743383,0.6030329536827406,-0.15734105464596493,0.9659165335920221,0.22199986692535545,direct_spt_model_form_check_not_site_validation
seasonal,constant,6,L1,2.0,2.8754966364683874,8.0,0.28,10.0,10.42484444292229,0.17921540000000002,0.74275,0.7603740083287055,0.1362707320522323,0.10807279200743383,0.6030329536827406,-0.15734105464596493,0.9659165335920221,0.2231665335920221,direct_spt_model_form_check_not_site_validation
seasonal,constant,8,L1,2.0,2.692024567667181,8.0,0.28,10.0,10.42484444292229,0.17921540000000002,0.7410833333333333,0.7603740083287055,0.1362707320522323,0.10807279200743383,0.6030329536827406,-0.15734105464596493,0.9659165335920221,0.2248332002586888,direct_spt_model_form_check_not_site_validation
seasonal,constant,10,L1,2.0,3.1,8.0,0.28,10.0,10.42484444292229,0.17921540000000002,0.7453333333333333,0.7603740083287055,0.1362707320522323,0.10807279200743383,0.6030329536827406,-0.15734105464596493,0.9659165335920221,0.22058320025868883,direct_spt_model_form_check_not_site_validation
seasonal,constant,12,L1,2.0,3.5079754323328194,8.0,0.28,10.0,10.42484444292229,0.17921540000000002,0.74275,0.7603740083287055,0.1362707320522323,0.10807279200743383,0.6030329536827406,-0.15734105464596493,0.9659165335920221,0.2231665335920221,direct_spt_model_form_check_not_site_validation
seasonal,constant,14,L1,2.0,3.3245033635316132,8.0,0.28,10.0,10.42484444292229,0.17921540000000002,0.7411666666666666,0.7603740083287055,0.1362707320522323,0.10807279200743383,0.6030329536827406,-0.15734105464596493,0.9659165335920221,0.22474986692535548,direct_spt_model_form_check_not_site_validation
seasonal,constant,16,L1,2.0,2.7754966364683873,8.0,0.28,10.0,10.42484444292229,0.17921540000000002,0.7325,0.7603740083287055,0.1362707320522323,0.10807279200743383,0.6030329536827406,-0.15734105464596493,0.9659165335920221,0.23341653359202208,direct_spt_model_form_check_not_site_validation
seasonal,constant,18,L1,2.0,2.5920245676671807,8.0,0.28,10.0,10.42484444292229,0.17921540000000002,0.7516666666666667,0.7603740083287055,0.1362707320522323,0.10807279200743383,0.6030329536827406,-0.15734105464596493,0.9659165335920221,0.21424986692535541,direct_spt_model_form_check_not_site_validation
seasonal,constant,20,L1,2.0,3.0,8.0,0.28,10.0,10.42484444292229,0.17921540000000002,0.7404166666666666,0.7603740083287055,0.1362707320522323,0.10807279200743383,0.6030329536827406,-0.15734105464596493,0.9659165335920221,0.2254998669253555,direct_spt_model_form_check_not_site_validation
seasonal,constant,22,L1,2.0,3.407975432332819,8.0,0.28,10.0,10.42484444292229,0.17921540000000002,0.7430833333333333,0.7603740083287055,0.1362707320522323,0.10807279200743383,0.6030329536827406,-0.15734105464596493,0.9659165335920221,0.2228332002586888,direct_spt_model_form_check_not_site_validation
seasonal,constant,24,L1,2.0,3.224503363531613,8.0,0.28,10.0,10.42484444292229,0.17921540000000002,0.7451666666666666,0.7603740083287055,0.1362707320522323,0.10807279200743383,0.6030329536827406,-0.15734105464596493,0.9659165335920221,0.22074986692535548,direct_spt_model_form_check_not_site_validation
seasonal,constant,26,L1,2.0,2.6754966364683876,8.0,0.28,10.0,10.42484444292229,0.17921540000000002,0.7380833333333333,0.7603740083287055,0.1362707320522323,0.10807279200743383,0.6030329536827406,-0.15734105464596493,0.9659165335920221,0.2278332002586888,direct_spt_model_form_check_not_site_validation
seasonal,constant,28,L1,2.0,2.4920245676671806,8.0,0.28,10.0,10.42484444292229,0.17921540000000002,0.75175,0.7603740083287055,0.1362707320522323,0.10807279200743383,0.6030329536827406,-0.15734105464596493,0.9659165335920221,0.2141665335920221,direct_spt_model_form_check_not_site_validation
seasonal,constant,30,L1,2.0,2.9,8.0,0.28,10.0,10.42484444292229,0.17921540000000002,0.74975,0.7603740083287055,0.1362707320522323,0.10807279200743383,0.6030329536827406,-0.15734105464596493,0.9659165335920221,0.2161665335920221,direct_spt_model_form_check_not_site_validation
seasonal,constant,32,L1,2.0,3.307975432332819,8.0,0.28,10.0,10.42484444292229,0.17921540000000002,0.7368333333333333,0.7603740083287055,0.1362707320522323,0.10807279200743383,0.6030329536827406,-0.15734105464596493,0.9659165335920221,0.22908320025868878,direct_spt_model_form_check_not_site_validation
seasonal,constant,34,L1,2.0,3.1245033635316135,8.0,0.28,10.0,10.42484444292229,0.17921540000000002,0.7365,0.7603740083287055,0.1362707320522323,0.10807279200743383,0.6030329536827406,-0.15734105464596493,0.9659165335920221,0.22941653359202208,direct_spt_model_form_check_not_site_validation
seasonal,constant,36,L1,2.0,2.5754966364683876,8.0,0.28,10.0,10.42484444292229,0.17921540000000002,0.7455833333333334,0.7603740083287055,0.1362707320522323,0.10807279200743383,0.6030329536827406,-0.15734105464596493,0.9659165335920221,0.22033320025868874,direct_spt_model_form_check_not_site_validation
seasonal,constant,38,L1,2.0,2.392024567667181,8.0,0.28,10.0,10.42484444292229,0.17921540000000002,0.7474166666666666,0.7603740083287055,0.1362707320522323,0.10807279200743383,0.6030329536827406,-0.15734105464596493,0.9659165335920221,0.2184998669253555,direct_spt_model_form_check_not_site_validation
seasonal,constant,40,L1,2.0,2.8,8.0,0.28,10.0,10.42484444292229,0.17921540000000002,0.7445833333333334,0.7603740083287055,0.1362707320522323,0.10807279200743383,0.6030329536827406,-0.15734105464596493,0.9659165335920221,0.22133320025868874,direct_spt_model_form_check_not_site_validation
seasonal,constant,42,L1,2.0,3.207975432332819,8.0,0.28,10.0,10.42484444292229,0.17921540000000002,0.741,0.7603740083287055,0.1362707320522323,0.10807279200743383,0.6030329536827406,-0.15734105464596493,0.9659165335920221,0.22491653359202213,direct_spt_model_form_check_not_site_validation
seasonal,constant,44,L1,2.0,3.0245033635316148,8.0,0.28,10.0,10.42484444292229,0.17921540000000002,0.7406666666666667,0.7603740083287055,0.1362707320522323,0.10807279200743383,0.6030329536827406,-0.15734105464596493,0.9659165335920221,0.22524986692535542,direct_spt_model_form_check_not_site_validation
seasonal,constant,46,L1,2.0,2.475496636468388,8.0,0.28,10.0,10.42484444292229,0.17921540000000002,0.74,0.7603740083287055,0.1362707320522323,0.10807279200743383,0.6030329536827406,-0.15734105464596493,0.9659165335920221,0.22591653359202213,direct_spt_model_form_check_not_site_validation
seasonal,constant,48,L1,2.0,2.292024567667181,8.0,0.28,10.0,10.42484444292229,0.17921540000000002,0.7469166666666667,0.7603740083287055,0.1362707320522323,0.10807279200743383,0.6030329536827406,-0.15734105464596493,0.9659165335920221,0.21899986692535545,direct_spt_model_form_check_not_site_validation
seasonal,constant,50,L1,2.0,2.6999999999999997,8.0,0.28,10.0,10.42484444292229,0.17921540000000002,0.7449166666666667,0.7603740083287055,0.1362707320522323,0.10807279200743383,0.6030329536827406,-0.15734105464596493,0.9659165335920221,0.22099986692535545,direct_spt_model_form_check_not_site_validation
seasonal,constant,0,L2,4.5,3.2,14.0,0.28,13.0,15.75572751282236,0.20814594754653132,0.5025833333333334,0.9994752004414753,0.2080367126451502,0.14518092735655755,0.6974958151616291,-0.30197938527984625,0.9030497113756941,0.40046637804236074,direct_spt_model_form_check_not_site_validation
seasonal,constant,2,L2,4.5,3.607975432332819,14.0,0.28,13.0,15.75572751282236,0.19675758809649993,0.42783333333333334,1.0573249787099364,0.2080367126451502,0.14518092735655755,0.7378669801814883,-0.31945799852844803,0.8635092176592776,0.43567588432594423,direct_spt_model_form_check_not_site_validation
seasonal,constant,4,L2,4.5,3.4245033635316133,14.0,0.28,13.0,15.75572751282236,0.20172099938639182,0.4695,1.0313091511442534,0.2080367126451502,0.14518092735655755,0.7197115213496782,-0.31159762979457517,0.882200911852834,0.41270091185283403,direct_spt_model_form_check_not_site_validation
seasonal,constant,6,L2,4.5,2.8754966364683874,14.0,0.28,13.0,15.75572751282236,0.2181909876656064,0.541,0.9534615286859677,0.2080367126451502,0.14518092735655755,0.6653846197307558,-0.2880769089552119,0.9290952706682944,0.3880952706682944,direct_spt_model_form_check_not_site_validation
seasonal,constant,8,L2,4.5,2.692024567667181,14.0,0.28,13.0,15.75572751282236,0.22431147440098914,0.5724166666666667,0.9274457011202848,0.2080367126451502,0.14518092735655755,0.6472291608989458,-0.280216540221339,0.9416583126221956,0.3692416459555289,direct_spt_model_form_check_not_site_validation
seasonal,constant,10,L2,4.5,3.1,14.0,0.28,13.0,15.75572751282236,0.2111414463955638,0.5095,0.9852954793887458,0.2080367126451502,0.14518092735655755,0.6876003259188049,-0.2976951534699409,0.9115966835825822,0.4020966835825822,direct_spt_model_form_check_not_site_validation
seasonal,constant,12,L2,4.5,3.5079754323328194,14.0,0.28,13.0,15.75572751282236,0.1994321606871688,0.4498333333333333,1.043145257657207,0.2080367126451502,0.14518092735655755,0.7279714909386643,-0.3151737667185426,0.8738768737311272,0.4240435403977939,direct_spt_model_form_check_not_site_validation
seasonal,constant,14,L2,4.5,3.3245033635316132,14.0,0.28,13.0,15.75572751282236,0.204533175907053,0.471,1.0171294300915237,0.2080367126451502,0.14518092735655755,0.709816032106854,-0.3073133979846697,0.8917681415352892,0.4207681415352892,direct_spt_model_form_check_not_site_validation
seasonal,constant,16,L2,4.5,2.7754966364683873,14.0,0.28,13.0,15.75572751282236,0.2214848738200861,0.5509166666666667,0.9392818076332384,0.2080367126451502,0.14518092735655755,0.6554891304879319,-0.28379267714530654,0.9361354075284947,0.38521874086182795,direct_spt_model_form_check_not_site_validation
seasonal,constant,18,L2,4.5,2.5920245676671807,14.0,0.28,13.0,15.75572751282236,0.2277942211640923,0.58375,0.9132659800675553,0.2080367126451502,0.14518092735655755,0.6373336716561216,-0.2759323084114337,0.947855546348141,0.36410554634814096,direct_spt_model_form_check_not_site_validation
seasonal,constant,20,L2,4.5,3.0,14.0,0.28,13.0,15.75572751282236,0.21422442263898195,0.5168333333333334,0.9711157583360163,0.2080367126451502,0.14518092735655755,0.6777048366759808,-0.29341092166003546,0.9196806196592981,0.4028472863259648,direct_spt_model_form_check_not_site_validation
seasonal,constant,22,L2,4.5,3.407975432332819,14.0,0.28,13.0,15.75572751282236,0.20218044749259392,0.461,1.028965536604477,0.2080367126451502,0.14518092735655755,0.71807600169584,-0.310889534908637,0.8838128639528298,0.42281286395282974,direct_spt_model_form_check_not_site_validation
seasonal,constant,24,L2,4.5,3.224503363531613,14.0,0.28,13.0,15.75572751282236,0.207424869632325,0.49191666666666667,1.0029497090387942,0.2080367126451502,0.14518092735655755,0.6999205428640299,-0.3030291661747643,0.9008852371320486,0.40896857046538193,direct_spt_model_form_check_not_site_validation
seasonal,constant,26,L2,4.5,2.6754966364683876,14.0,0.28,13.0,15.75572751282236,0.22487973561288185,0.5756666666666667,0.925102086580509,0.2080367126451502,0.14518092735655755,0.6455936412451079,-0.2795084453354011,0.9427139683775612,0.3670473017108945,direct_spt_model_form_check_not_site_validation
seasonal,constant,28,L2,4.5,2.4920245676671806,14.0,0.28,13.0,15.75572751282236,0.23138682252035142,0.6064166666666667,0.8990862590148258,0.2080367126451502,0.14518092735655755,0.6274381824132975,-0.27164807660152823,0.9536026234058078,0.3471859567391411,direct_spt_model_form_check_not_site_validation
seasonal,constant,30,L2,4.5,2.9,14.0,0.28,13.0,15.75572751282236,0.21739876495377922,0.5404166666666667,0.9569360372832869,0.2080367126451502,0.14518092735655755,0.6678093474331569,-0.28912668985013,0.9272993981575383,0.3868827314908716,direct_spt_model_form_check_not_site_validation
seasonal,constant,32,L2,4.5,3.307975432332819,14.0,0.28,13.0,15.75572751282236,0.20500553856484374,0.47475,1.0147858155517475,0.2080367126451502,0.14518092735655755,0.7081805124530158,-0.3066053030987317,0.8933062764931889,0.41855627649318894,direct_spt_model_form_check_not_site_validation
seasonal,constant,34,L2,4.5,3.1245033635316135,14.0,0.28,13.0,15.75572751282236,0.21039950157556986,0.5080833333333333,0.9887699879860646,0.2080367126451502,0.14518092735655755,0.6900250536212057,-0.29874493436485894,0.9095450865475088,0.40146175321417543,direct_spt_model_form_check_not_site_validation
seasonal,constant,36,L2,4.5,2.5754966364683876,14.0,0.28,13.0,15.75572751282236,0.22838028850528422,0.5905,0.9109223655277793,0.2080367126451502,0.14518092735655755,0.6356981520022836,-0.27522421352549564,0.9488362480532567,0.3583362480532567,direct_spt_model_form_check_not_site_validation
seasonal,constant,38,L2,4.5,2.392024567667181,14.0,0.28,13.0,15.75572751282236,0.23509455939183166,0.6155833333333334,0.8849065379620964,0.2080367126451502,0.14518092735655755,0.6175426931704735,-0.2673638447916229,0.9589088605174585,0.3433255271841251,direct_spt_model_form_check_not_site_validation
seasonal,constant,40,L2,4.5,2.8,14.0,0.28,13.0,15.75572751282236,0.22066859597074656,0.5535,0.9427563162305571,0.2080367126451502,0.14518092735655755,0.6579138581903325,-0.28484245804022457,0.9344531857509661,0.38095318575096615,direct_spt_model_form_check_not_site_validation
seasonal,constant,42,L2,4.5,3.207975432332819,14.0,0.28,13.0,15.75572751282236,0.2079106991141301,0.49866666666666665,1.0006060944990183,0.2080367126451502,0.14518092735655755,0.6982850232101918,-0.30232107128882646,0.9023482315861924,0.4036815649195257,direct_spt_model_form_check_not_site_validation
seasonal,constant,44,L2,4.5,3.0245033635316148,14.0,0.28,13.0,15.75572751282236,0.21346069184516128,0.5205,0.9745902669333355,0.2080367126451502,0.14518092735655755,0.6801295643783818,-0.2944607025549537,0.9177427656093822,0.3972427656093822,direct_spt_model_form_check_not_site_validation
seasonal,constant,46,L2,4.5,2.475496636468388,14.0,0.28,13.0,15.75572751282236,0.2319915462110472,0.6143333333333333,0.8967426444750498,0.2080367126451502,0.14518092735655755,0.6258026627594595,-0.2709399817155903,0.9545097640378217,0.34017643070448844,direct_spt_model_form_check_not_site_validation
seasonal,constant,48,L2,4.5,2.292024567667181,14.0,0.28,13.0,15.75572751282236,0.2389230566982808,0.6344166666666666,0.8707268169093668,0.2080367126451502,0.14518092735655755,0.6076472039276494,-0.26307961298171745,0.9637856401961354,0.3293689735294688,direct_spt_model_form_check_not_site_validation
seasonal,constant,50,L2,4.5,2.6999999999999997,14.0,0.28,13.0,15.75572751282236,0.2240382901372934,0.5715,0.9285765951778276,0.2080367126451502,0.14518092735655755,0.6480183689475085,-0.2805582262303191,0.9411444450594424,0.3696444450594424,direct_spt_model_form_check_not_site_validation
seasonal,constant,0,L3,8.0,3.2,21.0,0.28,18.0,23.330086030389968,0.2525321682637648,0.21908333333333332,1.3381792659509093,0.33793331155619627,0.227921610561754,0.9025448604381143,-0.435634405512795,0.6442183919894867,0.4251350586561534,direct_spt_model_form_check_not_site_validation
seasonal,constant,2,L3,8.0,3.607975432332819,21.0,0.28,18.0,23.330086030389968,0.24267310770496164,0.18983333333333333,1.392545365871568,0.33793331155619627,0.227921610561754,0.9392124768882826,-0.4533328889832855,0.5894579436024965,0.3996246102691632,direct_spt_model_form_check_not_site_validation
seasonal,constant,4,L3,8.0,3.4245033635316133,21.0,0.28,18.0,23.330086030389968,0.24700990518878538,0.19758333333333333,1.368096195567217,0.33793331155619627,0.227921610561754,0.9227225539298008,-0.4453736416374162,0.6141018381988818,0.4165185048655484,direct_spt_model_form_check_not_site_validation
seasonal,constant,6,L3,8.0,2.8754966364683874,21.0,0.28,18.0,23.330086030389968,0.26096515859654523,0.24325,1.2949365094313015,0.33793331155619627,0.227921610561754,0.8733794648584607,-0.4215570445728407,0.6872999224894576,0.4440499224894576,direct_spt_model_form_check_not_site_validation
seasonal,constant,8,L3,8.0,2.692024567667181,21.0,0.28,18.0,23.330086030389968,0.26598715402265743,0.26608333333333334,1.27048733912695,0.33793331155619627,0.227921610561754,0.8568895418999787,-0.4135977972269713,0.7112183333883361,0.4451350000550027,direct_spt_model_form_check_not_site_validation
seasonal,constant,10,L3,8.0,3.1,21.0,0.28,18.0,23.330086030389968,0.25507222278044933,0.22725,1.3248534390476094,0.33793331155619627,0.227921610561754,0.8935571583501473,-0.4312962806974622,0.6575726946687492,0.43032269466874923,direct_spt_model_form_check_not_site_validation
seasonal,constant,12,L3,8.0,3.5079754323328194,21.0,0.28,18.0,23.330086030389968,0.24501778143963124,0.19658333333333333,1.3792195389682689,0.33793331155619627,0.227921610561754,0.930224774800316,-0.4489947641679529,0.6028863250469191,0.40630299171358575,direct_spt_model_form_check_not_site_validation
seasonal,constant,14,L3,8.0,3.3245033635316132,21.0,0.28,18.0,23.330086030389968,0.24943955032723963,0.20783333333333334,1.3547703686639176,0.33793331155619627,0.227921610561754,0.913734851841834,-0.44103551682208364,0.6275317083122531,0.4196983749789198,direct_spt_model_form_check_not_site_validation
seasonal,constant,16,L3,8.0,2.7754966364683873,21.0,0.28,18.0,23.330086030389968,0.2636786008131707,0.24366666666666667,1.281610682528002,0.33793331155619627,0.227921610561754,0.8643917627704939,-0.41721891975750813,0.7003866481317067,0.45671998146504,direct_spt_model_form_check_not_site_validation
seasonal,constant,18,L3,8.0,2.5920245676671807,21.0,0.28,18.0,23.330086030389968,0.2688065998444896,0.2725,1.2571615122236506,0.33793331155619627,0.227921610561754,0.8479018398120118,-0.40925967241163874,0.72406844394095,0.45156844394095,direct_spt_model_form_check_not_site_validation
seasonal,constant,20,L3,8.0,3.0,21.0,0.28,18.0,23.330086030389968,0.2576638939409633,0.23783333333333334,1.3115276121443098,0.33793331155619627,0.227921610561754,0.8845694562621803,-0.4269581558821295,0.6708648427972815,0.4330315094639482,direct_spt_model_form_check_not_site_validation
seasonal,constant,22,L3,8.0,3.407975432332819,21.0,0.28,18.0,23.330086030389968,0.24740820502446415,0.19816666666666666,1.365893712064969,0.33793331155619627,0.227921610561754,0.9212370727123489,-0.4446566393526201,0.6163223806500331,0.41815571398336643,direct_spt_model_form_check_not_site_validation
seasonal,constant,24,L3,8.0,3.224503363531613,21.0,0.28,18.0,23.330086030389968,0.25191746735401066,0.21341666666666667,1.341444541760618,0.33793331155619627,0.227921610561754,0.904747149753867,-0.43669739200675095,0.6409386861627407,0.42752201949607405,direct_spt_model_form_check_not_site_validation
seasonal,constant,26,L3,8.0,2.6754966364683876,21.0,0.28,18.0,23.330086030389968,0.26644906312450195,0.2614166666666667,1.2682848556247028,0.33793331155619627,0.227921610561754,0.8554040606825273,-0.41288079494217556,0.7133521132676908,0.4519354466010241,direct_spt_model_form_check_not_site_validation
seasonal,constant,28,L3,8.0,2.4920245676671806,21.0,0.28,18.0,23.330086030389968,0.27168645790152035,0.28041666666666665,1.2438356853203512,0.33793331155619627,0.227921610561754,0.838914137724045,-0.40492154759630616,0.7367634348863873,0.45634676821972064,direct_spt_model_form_check_not_site_validation
seasonal,constant,30,L3,8.0,2.9,21.0,0.28,18.0,23.330086030389968,0.2603087712542771,0.23558333333333334,1.2982017852410102,0.33793331155619627,0.227921610561754,0.8755817541742135,-0.4226200310667967,0.6840768405062398,0.4484935071729065,direct_spt_model_form_check_not_site_validation
seasonal,constant,32,L3,8.0,3.307975432332819,21.0,0.28,18.0,23.330086030389968,0.24984573067532487,0.20441666666666666,1.3525678851616698,0.33793331155619627,0.227921610561754,0.9122493706243822,-0.44031851453728765,0.6297496413321496,0.4253329746654829,direct_spt_model_form_check_not_site_validation
seasonal,constant,34,L3,8.0,3.1245033635316135,21.0,0.28,18.0,23.330086030389968,0.2544451092931861,0.22625,1.3281187148573186,0.33793331155619627,0.227921610561754,0.8957594476659003,-0.43235926719141826,0.6543055053227833,0.4280555053227833,direct_spt_model_form_check_not_site_validation
seasonal,constant,36,L3,8.0,2.5754966364683876,21.0,0.28,18.0,23.330086030389968,0.26927836194022586,0.26508333333333334,1.254959028721403,0.33793331155619627,0.227921610561754,0.8464163585945602,-0.40854267012684276,0.7261778571433186,0.4610945238099853,direct_spt_model_form_check_not_site_validation
seasonal,constant,38,L3,8.0,2.392024567667181,21.0,0.28,18.0,23.330086030389968,0.2746286908996563,0.2901666666666667,1.2305098584170515,0.33793331155619627,0.227921610561754,0.8299264356360782,-0.40058342278097336,0.749284945015046,0.45911827834837926,direct_spt_model_form_check_not_site_validation
seasonal,constant,40,L3,8.0,2.8,21.0,0.28,18.0,23.330086030389968,0.2630085101704233,0.25433333333333336,1.284875958337711,0.33793331155619627,0.227921610561754,0.8665940520862468,-0.4182819062514641,0.6971904683647073,0.44285713503137397,direct_spt_model_form_check_not_site_validation
seasonal,constant,42,L3,8.0,3.207975432332819,21.0,0.28,18.0,23.330086030389968,0.2523317644277576,0.212,1.33924205825837,0.33793331155619627,0.227921610561754,0.9032616685364152,-0.43598038972195474,0.6431511832015219,0.4311511832015219,direct_spt_model_form_check_not_site_validation
seasonal,constant,44,L3,8.0,3.0245033635316148,21.0,0.28,18.0,23.330086030389968,0.25702398807622273,0.23125,1.3147928879540192,0.33793331155619627,0.227921610561754,0.8867717455779335,-0.4280211423760857,0.6676145379426575,0.43636453794265745,direct_spt_model_form_check_not_site_validation
seasonal,constant,46,L3,8.0,2.475496636468388,21.0,0.28,18.0,23.330086030389968,0.27216839164848844,0.277,1.2416332018181035,0.33793331155619627,0.227921610561754,0.8374286565065934,-0.4042045453115102,0.738845438237148,0.46184543823714796,direct_spt_model_form_check_not_site_validation
seasonal,constant,48,L3,8.0,2.292024567667181,21.0,0.28,18.0,23.330086030389968,0.27763534749624114,0.30733333333333335,1.217184031513752,0.33793331155619627,0.227921610561754,0.8209387335481113,-0.3962452979656408,0.7616147896075982,0.45428145627426486,direct_spt_model_form_check_not_site_validation
seasonal,constant,50,L3,8.0,2.6999999999999997,21.0,0.28,18.0,23.330086030389968,0.265764835535804,0.2658333333333333,1.2715501314344113,0.33793331155619627,0.227921610561754,0.8576063499982799,-0.4139437814361314,0.7101873529330961,0.4443540195997628,direct_spt_model_form_check_not_site_validation
seasonal,constant,0,L4,12.5,3.2,28.0,0.28,24.0,31.877396808363123,0.25531164001555773,0.03933333333333333,1.9234196628931783,0.49107142857142855,0.5643423913928823,2.2104060408624275,0.2869863779692492,0.002116424803914052,-0.03721690852941928,direct_spt_model_form_check_not_site_validation
seasonal,constant,2,L4,12.5,3.607975432332819,28.0,0.28,24.0,31.877396808363123,0.248026948033748,0.033666666666666664,1.9799115880932845,0.49107142857142855,0.5643423913928823,2.2753269185737617,0.2954153304804772,0.001515117466639293,-0.03215154920002737,direct_spt_model_form_check_not_site_validation
seasonal,constant,4,L4,12.5,3.4245033635316133,28.0,0.28,24.0,31.877396808363123,0.2512508668230128,0.03675,1.9545064054141201,0.49107142857142855,0.5643423913928823,2.246131121969099,0.2916247165549788,0.0017609521934447425,-0.034989047806555255,direct_spt_model_form_check_not_site_validation
seasonal,constant,6,L4,12.5,2.8754966364683874,28.0,0.28,24.0,31.877396808363123,0.26141872851205095,0.04591666666666667,1.8784860264852485,0.49107142857142855,0.5643423913928823,2.158768021729044,0.2802819952437956,0.002759882431289107,-0.04315678423537756,direct_spt_model_form_check_not_site_validation
seasonal,constant,8,L4,12.5,2.692024567667181,28.0,0.28,24.0,31.877396808363123,0.26500270088746164,0.049416666666666664,1.8530808438060835,0.49107142857142855,0.5643423913928823,2.1295722251243805,0.276491381318297,0.0032061142713401547,-0.04621055239532651,direct_spt_model_form_check_not_site_validation
seasonal,constant,10,L4,12.5,3.1,28.0,0.28,24.0,31.877396808363123,0.25716298249634106,0.04075,1.9095727690061908,0.49107142857142855,0.5643423913928823,2.1944931028357155,0.28492033382952475,0.0022969414669837263,-0.038453058533016275,direct_spt_model_form_check_not_site_validation
seasonal,constant,12,L4,12.5,3.5079754323328194,28.0,0.28,24.0,31.877396808363123,0.2497737892443436,0.03875,1.9660646942062974,0.49107142857142855,0.5643423913928823,2.25941398054705,0.29334928634075275,0.0016445308456389807,-0.03710546915436102,direct_spt_model_form_check_not_site_validation
seasonal,constant,14,L4,12.5,3.3245033635316132,28.0,0.28,24.0,31.877396808363123,0.2530435790794634,0.03825,1.9406595115271317,0.49107142857142855,0.5643423913928823,2.2302181839423856,0.2895586724152539,0.0019112836205106287,-0.03633871637948937,direct_spt_model_form_check_not_site_validation
seasonal,constant,16,L4,12.5,2.7754966364683873,28.0,0.28,24.0,31.877396808363123,0.2633600357229179,0.048666666666666664,1.8646391325982608,0.49107142857142855,0.5643423913928823,2.142855083702332,0.2782159511040714,0.002994857837885556,-0.04567180882878111,direct_spt_model_form_check_not_site_validation
seasonal,constant,18,L4,12.5,2.5920245676671807,28.0,0.28,24.0,31.877396808363123,0.26699780557716973,0.051083333333333335,1.8392339499190953,0.49107142857142855,0.5643423913928823,2.113659287097668,0.27442533717857276,0.0034787247098980734,-0.04760460862343526,direct_spt_model_form_check_not_site_validation
seasonal,constant,20,L4,12.5,3.0,28.0,0.28,24.0,31.877396808363123,0.2590413703882953,0.0455,1.8957258751192025,0.49107142857142855,0.5643423913928823,2.178580164809003,0.28285428968980053,0.002492759276824852,-0.04300724072317515,direct_spt_model_form_check_not_site_validation
seasonal,constant,22,L4,12.5,3.407975432332819,28.0,0.28,24.0,31.877396808363123,0.25154541080975085,0.04275,1.9522178003193082,0.49107142857142855,0.5643423913928823,2.2435010425203363,0.2912832422010281,0.0017849603879007137,-0.04096503961209929,direct_spt_model_form_check_not_site_validation
seasonal,constant,24,L4,12.5,3.224503363531613,28.0,0.28,24.0,31.877396808363123,0.2548620577193782,0.03891666666666667,1.9268126176401439,0.49107142857142855,0.5643423913928823,2.2143052459156736,0.2874926282755297,0.002074389424273959,-0.03684227724239271,direct_spt_model_form_check_not_site_validation
seasonal,constant,26,L4,12.5,2.6754966364683876,28.0,0.28,24.0,31.877396808363123,0.26533039111584295,0.050333333333333334,1.8507922387112727,0.49107142857142855,0.5643423913928823,2.1269421456756197,0.27614990696434694,0.003249664085301418,-0.047083669248031916,direct_spt_model_form_check_not_site_validation
