scenario,gradation,year,stationary,nonstationary,max_layer_pf,frechet_lower,frechet_upper,psys_independent_layers,delta
seasonal,fines_washout,4,0.3713125,0.3635625,0.742,0.742,1.0,0.8952220651924132,-0.007749999999999979
seasonal,fines_washout,6,0.3713125,0.4061666666666666,0.7583333333333333,0.7583333333333333,1.0,0.9254333695184895,0.03485416666666663
seasonal,fines_washout,8,0.3713125,0.41375,0.74925,0.74925,1.0,0.9283419729340567,0.04243750000000002
seasonal,fines_washout,10,0.3713125,0.3908125,0.7501666666666666,0.7501666666666666,1.0,0.9146729212995232,0.019500000000000017
seasonal,fines_washout,12,0.3713125,0.3710833333333333,0.7579166666666667,0.7579166666666667,1.0,0.9039313006272386,-0.00022916666666666918
seasonal,fines_washout,14,0.3713125,0.38435416666666666,0.7563333333333333,0.7563333333333333,1.0,0.9120567614441976,0.013041666666666674
seasonal,fines_washout,16,0.3713125,0.420625,0.7646666666666667,0.7646666666666667,1.0,0.9341237668446528,0.04931250000000004
seasonal,fines_washout,18,0.3713125,0.4385,0.7758333333333334,0.7758333333333334,1.0,0.9446190482196856,0.06718750000000001
seasonal,fines_washout,20,0.3713125,0.40835416666666663,0.7735,0.7735,1.0,0.9295773369322708,0.03704166666666664
seasonal,fines_washout,22,0.3713125,0.3877083333333333,0.7676666666666667,0.7676666666666667,1.0,0.9163730237085262,0.01639583333333333
seasonal,fines_washout,24,0.3713125,0.39891666666666664,0.7679166666666667,0.7679166666666667,1.0,0.9230268908082407,0.027604166666666652
seasonal,fines_washout,26,0.3713125,0.43683333333333335,0.77025,0.77025,1.0,0.9432012295970775,0.06552083333333336
seasonal,fines_washout,28,0.3713125,0.45245833333333335,0.7731666666666667,0.7731666666666667,1.0,0.9511113278493353,0.08114583333333336
seasonal,fines_washout,30,0.3713125,0.425875,0.7740833333333333,0.7740833333333333,1.0,0.9381477284951497,0.054562500000000014
seasonal,fines_washout,32,0.3713125,0.4013541666666667,0.7655833333333333,0.7655833333333333,1.0,0.9236082681239957,0.03004166666666669
seasonal,fines_washout,34,0.3713125,0.4183541666666667,0.7709166666666667,0.7709166666666667,1.0,0.9339836857646641,0.047041666666666704
seasonal,fines_washout,36,0.3713125,0.45625,0.78,0.78,1.0,0.9531307656833333,0.0849375
seasonal,fines_washout,38,0.3713125,0.46920833333333334,0.78,0.78,1.0,0.9582061942130555,0.09789583333333335
seasonal,fines_washout,40,0.3713125,0.4465208333333333,0.7784166666666666,0.7784166666666666,1.0,0.9489398297344054,0.07520833333333332
seasonal,fines_washout,42,0.3713125,0.41889583333333336,0.7810833333333334,0.7810833333333334,1.0,0.9362515979330527,0.047583333333333366
seasonal,fines_washout,44,0.3713125,0.4315,0.786,0.786,1.0,0.9429335292874861,0.060187500000000005
seasonal,fines_washout,46,0.3713125,0.473375,0.7831666666666667,0.7831666666666667,1.0,0.9605695152434688,0.1020625
seasonal,fines_washout,48,0.3713125,0.49141666666666667,0.79575,0.79575,1.0,0.9677816872720891,0.12010416666666668
seasonal,fines_washout,50,0.3713125,0.4625625,0.7865,0.7865,1.0,0.9560894462702222,0.09125
stationary,constant,0,0.37677083333333333,0.3738958333333333,0.7445833333333334,0.7445833333333334,1.0,0.903006104296347,-0.0028750000000000164
stationary,constant,2,0.37677083333333333,0.37014583333333334,0.7408333333333333,0.7408333333333333,1.0,0.899091999023276,-0.006624999999999992
stationary,constant,4,0.37677083333333333,0.37197916666666664,0.7434166666666666,0.7434166666666666,1.0,0.9013475046960846,-0.004791666666666694
stationary,constant,6,0.37677083333333333,0.3761875,0.7464166666666666,0.7464166666666666,1.0,0.9049096519888852,-0.0005833333333333246
stationary,constant,8,0.37677083333333333,0.3730625,0.7333333333333333,0.7333333333333333,1.0,0.9000953957777778,-0.0037083333333333135
stationary,constant,10,0.37677083333333333,0.37664583333333335,0.7461666666666666,0.7461666666666666,1.0,0.9049025218158342,-0.00012499999999998623
stationary,constant,12,0.37677083333333333,0.37135416666666665,0.7379166666666667,0.7379166666666667,1.0,0.8997192260096123,-0.005416666666666681
stationary,constant,14,0.37677083333333333,0.3715625,0.7334166666666667,0.7334166666666667,1.0,0.8989951505739505,-0.005208333333333315
stationary,constant,16,0.37677083333333333,0.37504166666666666,0.7439166666666667,0.7439166666666667,1.0,0.9032799446969328,-0.0017291666666666705
stationary,constant,18,0.37677083333333333,0.3747083333333333,0.7418333333333333,0.7418333333333333,1.0,0.9022773764444445,-0.0020625000000000226
stationary,constant,20,0.37677083333333333,0.372,0.7414166666666666,0.7414166666666666,1.0,0.9007356997613605,-0.004770833333333335
stationary,constant,22,0.37677083333333333,0.37512500000000004,0.7425,0.7425,1.0,0.903120669130842,-0.0016458333333332908
stationary,constant,24,0.37677083333333333,0.37356249999999996,0.7461666666666666,0.7461666666666666,1.0,0.9028123115670278,-0.0032083333333333686
stationary,constant,26,0.37677083333333333,0.373,0.7393333333333333,0.7393333333333333,1.0,0.9014759438573958,-0.0037708333333333344
stationary,constant,28,0.37677083333333333,0.37175,0.7391666666666666,0.7391666666666666,1.0,0.9000214455837674,-0.005020833333333308
stationary,constant,30,0.37677083333333333,0.37233333333333335,0.74,0.74,1.0,0.9009005334606944,-0.004437499999999983
stationary,constant,32,0.37677083333333333,0.3744375,0.742,0.742,1.0,0.9025095855172917,-0.002333333333333354
stationary,constant,34,0.37677083333333333,0.37675000000000003,0.7385833333333334,0.7385833333333334,1.0,0.903385627703997,-2.0833333333303283e-05
stationary,constant,36,0.37677083333333333,0.37070833333333336,0.7415833333333334,0.7415833333333334,1.0,0.9002725525588344,-0.006062499999999971
stationary,constant,38,0.37677083333333333,0.372875,0.7430833333333333,0.7430833333333333,1.0,0.9013547714721094,-0.0038958333333333206
stationary,constant,40,0.37677083333333333,0.37754166666666666,0.7438333333333333,0.7438333333333333,1.0,0.9051633711739584,0.0007708333333333317
stationary,constant,42,0.37677083333333333,0.37583333333333335,0.7543333333333333,0.7543333333333333,1.0,0.9062891960081482,-0.00093749999999998
stationary,constant,44,0.37677083333333333,0.3725,0.7328333333333333,0.7328333333333333,1.0,0.8997099674612813,-0.004270833333333335
stationary,constant,46,0.37677083333333333,0.37566666666666665,0.742,0.742,1.0,0.903649989612,-0.0011041666666666838
stationary,constant,48,0.37677083333333333,0.3719166666666667,0.73875,0.73875,1.0,0.9003982312032118,-0.004854166666666659
stationary,constant,50,0.37677083333333333,0.3754166666666667,0.7465,0.7465,1.0,0.9037441534239062,-0.0013541666666666563
stationary,fines_accumulation,0,0.3746666666666667,0.3738125,0.7440833333333333,0.7440833333333333,1.0,0.9025337388446277,-0.0008541666666667114
stationary,fines_accumulation,2,0.3746666666666667,0.3669375,0.7314166666666667,0.7314166666666667,1.0,0.8953885868375657,-0.007729166666666676
stationary,fines_accumulation,4,0.3746666666666667,0.3656875,0.7295833333333334,0.7295833333333334,1.0,0.8938018121035108,-0.008979166666666705
stationary,fines_accumulation,6,0.3746666666666667,0.363875,0.7330833333333333,0.7330833333333333,1.0,0.8933589290122087,-0.0107916666666667
stationary,fines_accumulation,8,0.3746666666666667,0.36110416666666667,0.7254166666666667,0.7254166666666667,1.0,0.8899469340046586,-0.013562500000000033
stationary,fines_accumulation,10,0.3746666666666667,0.36010416666666667,0.7231666666666666,0.7231666666666666,1.0,0.8886271224807253,-0.014562500000000034
stationary,fines_accumulation,12,0.3746666666666667,0.3560416666666667,0.7243333333333334,0.7243333333333334,1.0,0.885761458885198,-0.018625000000000003
stationary,fines_accumulation,14,0.3746666666666667,0.3528958333333333,0.7140833333333333,0.7140833333333333,1.0,0.8806488725139698,-0.021770833333333406
stationary,fines_accumulation,16,0.3746666666666667,0.3486458333333333,0.7196666666666667,0.7196666666666667,1.0,0.8789887701683142,-0.026020833333333382
stationary,fines_accumulation,18,0.3746666666666667,0.34402083333333333,0.70475,0.70475,1.0,0.8718189327385857,-0.030645833333333372
stationary,fines_accumulation,20,0.3746666666666667,0.3446666666666667,0.6955,0.6955,1.0,0.8708249410148906,-0.030000000000000027
stationary,fines_accumulation,22,0.3746666666666667,0.33987500000000004,0.6950833333333334,0.6950833333333334,1.0,0.8660549150650765,-0.034791666666666665
stationary,fines_accumulation,24,0.3746666666666667,0.3359583333333333,0.6928333333333333,0.6928333333333333,1.0,0.8617738180767053,-0.0387083333333334
stationary,fines_accumulation,26,0.3746666666666667,0.332,0.67925,0.67925,1.0,0.8559676191397222,-0.042666666666666686
stationary,fines_accumulation,28,0.3746666666666667,0.33197916666666666,0.67675,0.67675,1.0,0.8549854527957421,-0.042687500000000045
stationary,fines_accumulation,30,0.3746666666666667,0.32908333333333334,0.67725,0.67725,1.0,0.8527342380246368,-0.045583333333333365
stationary,fines_accumulation,32,0.3746666666666667,0.326375,0.67525,0.67525,1.0,0.8489709429013889,-0.04829166666666668
stationary,fines_accumulation,34,0.3746666666666667,0.3203333333333333,0.6595,0.6595,1.0,0.8402719230743055,-0.0543333333333334
stationary,fines_accumulation,36,0.3746666666666667,0.316125,0.6545833333333333,0.6545833333333333,1.0,0.835396275297181,-0.058541666666666714
stationary,fines_accumulation,38,0.3746666666666667,0.31616666666666665,0.6555833333333333,0.6555833333333333,1.0,0.8356158810952804,-0.05850000000000005
stationary,fines_accumulation,40,0.3746666666666667,0.31427083333333333,0.6486666666666666,0.6486666666666666,1.0,0.8313465960233797,-0.06039583333333337
stationary,fines_accumulation,42,0.3746666666666667,0.3101041666666667,0.6394166666666666,0.6394166666666666,1.0,0.8253342559140625,-0.06456250000000002
stationary,fines_accumulation,44,0.3746666666666667,0.30745833333333333,0.6388333333333334,0.6388333333333334,1.0,0.8222284137293885,-0.06720833333333337
stationary,fines_accumulation,46,0.3746666666666667,0.30393749999999997,0.6281666666666667,0.6281666666666667,1.0,0.8164417802584182,-0.07072916666666673
stationary,fines_accumulation,48,0.3746666666666667,0.30216666666666664,0.6273333333333333,0.6273333333333333,1.0,0.8142022165752593,-0.07250000000000006
stationary,fines_accumulation,50,0.3746666666666667,0.29910416666666667,0.6176666666666667,0.6176666666666667,1.0,0.8084070823789352,-0.07556250000000003
stationary,fines_washout,0,0.372125,0.3750625,0.7485833333333334,0.7485833333333334,1.0,0.904536372992125,0.0029375000000000373
stationary,fines_washout,2,0.372125,0.37497916666666664,0.739,0.739,1.0,0.9022246529235417,0.0028541666666666576
stationary,fines_washout,4,0.372125,0.3782916666666667,0.7461666666666666,0.7461666666666666,1.0,0.9061089707124712,0.006166666666666709
stationary,fines_washout,6,0.372125,0.37529166666666663,0.7484166666666666,0.7484166666666666,1.0,0.9048128570693685,0.003166666666666651
stationary,fines_washout,8,0.372125,0.3809375,0.7555833333333334,0.7555833333333334,1.0,0.9098711061259006,0.008812500000000001
stationary,fines_washout,10,0.372125,0.38377083333333334,0.74975,0.74975,1.0,0.9105387336292506,0.011645833333333355
stationary,fines_washout,12,0.372125,0.3868333333333333,0.7593333333333333,0.7593333333333333,1.0,0.9139304310798286,0.014708333333333323
stationary,fines_washout,14,0.372125,0.390875,0.76125,0.76125,1.0,0.9173457342696723,0.01874999999999999
stationary,fines_washout,16,0.372125,0.38975,0.7586666666666667,0.7586666666666667,1.0,0.915768217177463,0.017625000000000002
stationary,fines_washout,18,0.372125,0.39122916666666663,0.7593333333333333,0.7593333333333333,1.0,0.9170339259709464,0.019104166666666644
stationary,fines_washout,20,0.372125,0.3985416666666667,0.7719166666666667,0.7719166666666667,1.0,0.9235651692034125,0.0264166666666667
stationary,fines_washout,22,0.372125,0.39975,0.766,0.766,1.0,0.92319850432,0.02762500000000001
stationary,fines_washout,24,0.372125,0.3959166666666667,0.7634166666666666,0.7634166666666666,1.0,0.9205331030312381,0.02379166666666671
stationary,fines_washout,26,0.372125,0.39949999999999997,0.7675,0.7675,1.0,0.9232673299474392,0.027374999999999983
stationary,fines_washout,28,0.372125,0.4071875,0.7716666666666666,0.7716666666666666,1.0,0.9282333752109375,0.035062499999999996
stationary,fines_washout,30,0.372125,0.4064583333333333,0.7794166666666666,0.7794166666666666,1.0,0.9291250972974423,0.03433333333333333
stationary,fines_washout,32,0.372125,0.4081875,0.7748333333333334,0.7748333333333334,1.0,0.9291328990605745,0.0360625
stationary,fines_washout,34,0.372125,0.4129791666666667,0.7763333333333333,0.7763333333333333,1.0,0.9321847552540741,0.04085416666666669
stationary,fines_washout,36,0.372125,0.41241666666666665,0.7759166666666667,0.7759166666666667,1.0,0.9318132373833565,0.04029166666666667
stationary,fines_washout,38,0.372125,0.41675,0.7776666666666666,0.7776666666666666,1.0,0.9345105432345648,0.044625000000000026
stationary,fines_washout,40,0.372125,0.417125,0.777,0.777,1.0,0.9339398066693287,0.04500000000000004
stationary,fines_washout,42,0.372125,0.4229583333333333,0.7884166666666667,0.7884166666666667,1.0,0.9389523543622335,0.05083333333333334
stationary,fines_washout,44,0.372125,0.42270833333333335,0.77125,0.77125,1.0,0.9365593611266667,0.05058333333333337
stationary,fines_washout,46,0.372125,0.4238125,0.7786666666666666,0.7786666666666666,1.0,0.9381084217185416,0.0516875
stationary,fines_washout,48,0.372125,0.425625,0.7873333333333333,0.7873333333333333,1.0,0.9399402328188958,0.05349999999999999
stationary,fines_washout,50,0.372125,0.4298958333333333,0.7836666666666666,0.7836666666666666,1.0,0.9414484397470503,0.05777083333333333
