case_no,earthquake,site,liquefied,mw,pga,csr75,fc_pct,gc_pct,n120,vs1_ms,dw_m,ds_m,hn_m,dn_m,shallow_groundwater_index,demand_index,dpt_resistance_index,vs_resistance_index,capping_index,dpt_screening_score,vs_screening_score,combined_instrument_score,n120_cs,crr_static_benchmark,fs_static_proxy,g_static_proxy,minus_g_static_proxy,pf_static_proxy
26.0,Wenchuan earthquake,"Yongfeng Village, Mianzhu, DY-04",1.0,7.9,0.34,0.3322683926928371,3.8,57.2,14.006251652953178,254.9443279040358,2.8,6.0,4.0,0.0,-0.11693534449424949,0.012843708700123985,0.10989660332924643,-0.7164744460396822,0.460093047575911,0.03836623339377537,-0.2095450814169032,-0.11720268701709811,14.006251652953178,0.18269456552844593,0.5498403385522633,-0.45015966144773667,0.45015966144773667,0.9844933627242347
27.0,Wenchuan earthquake,"Shuangquan Village, Mianzhu, DY-30",1.0,7.9,0.49,0.4047772486632311,5.0,50.0,19.783248887281605,233.006736081424,2.5,3.3,2.9,0.0,0.031426505921371695,0.447569202792228,-0.5433654269179393,-0.3039605176506493,0.460093047575911,0.0676864667441907,0.1395079395243777,0.01647398562663195,19.783248887281605,0.27302534574673926,0.6745076375917868,-0.3254923624082132,0.3254923624082132,0.922193125794031
28.0,Wenchuan earthquake,"Tonglin village, Mianzhu",0.0,7.9,0.48,0.5572808242118806,5.0,50.0,21.40088892721515,228.21306556214256,2.0,10.2,4.2,0.0,0.2786962566140738,1.3619015466685247,-0.7262879338592071,-0.21382045700491978,0.460093047575911,0.4737132195446843,0.6274534626009706,0.36738776686276853,21.40088892721515,0.30173690251101926,0.5414449760365297,-0.45855502396347025,0.45855502396347025,0.9865300477455243
29.0,Wenchuan earthquake,"Wudu Village, Mianzhu, DY-31",1.0,7.9,0.48,0.5518529661043775,0.0,51.0,7.422281569613897,166.86652757678934,1.6,6.3,5.0,0.0,0.47651205716823547,1.3293589245837192,0.8544110092166067,0.9397383101575302,0.460093047575911,0.9728418826400983,0.9984400729223754,0.9424125512915719,7.422281569613897,0.10299836687497745,0.1866409590983268,-0.8133590409016732,0.8133590409016732,0.9999999992894573
30.0,Wenchuan earthquake,"Linfa village, Mianzhu",0.0,7.9,0.47,0.3962489854446859,5.0,60.0,24.359797412950705,343.6923263487535,4.3,6.3,3.2,1.1,-0.8587445965723558,0.39643815966911805,-1.0608808869631459,-2.3852895908888727,-0.4006377500550181,-0.33164790105506275,-0.7289705122327806,-0.7422615465034347,24.359797412950705,0.3581237109524729,0.903784549884898,-0.09621545011510202,0.09621545011510202,0.6423725261818547
31.0,Wenchuan earthquake,"Changning Tianqi Village, Mianzhu, DY-29",0.0,7.9,0.43,0.3420660507743559,5.0,90.0,45.63675952407797,344.9960755439306,4.0,5.0,4.0,0.0,-0.7103827461567347,0.07158538505718685,-3.4668767533993274,-2.409805258172927,0.460093047575911,-1.1269214995966157,-0.8098000510286953,-1.2693534143969871,45.63675952407797,0.49107142857142855,1.4356041105504624,0.43560411055046244,-0.43560411055046244,0.0961318725136538
32.0,Wenchuan earthquake,"Linyan Village, Mianzhu, DY-10",1.0,7.9,0.594,0.4490118511212177,5.0,35.0,17.567324503593014,238.1731957251955,6.0,7.0,4.8,1.2,-1.6994617489275432,0.7127769371049547,-0.29278901099709403,-0.40111049567689977,-0.4788860043851025,-0.13092373160666232,-0.16342017701060405,-0.2531446233528284,17.567324503593014,0.2361219277167195,0.5258701460264458,-0.4741298539735542,0.4741298539735542,0.9897655246479491
33.0,Wenchuan earthquake,"Xinglong village, Mianzhu, DY-08",1.0,7.9,0.42,0.444105419573332,5.0,66.8,9.498785835723488,206.4578305780545,2.4,6.8,4.0,0.0,0.08088045605991216,0.6833605182366911,0.6196002004741326,0.19526443794980097,0.460093047575911,0.5325730369395287,0.4052723081822293,0.4413298526584066,9.498785835723488,0.12545936022525764,0.2824990524677473,-0.7175009475322527,0.7175009475322527,0.999997422629656
34.0,Wenchuan earthquake,"Bayi village, Mianzhu",0.0,7.9,0.43,0.3140761107328219,5.0,50.0,14.49023788115499,236.75048440142996,6.2,6.7,4.1,2.1,-1.7983696492046242,-0.0962277786084008,0.055167509091840684,-0.37435786749985595,-1.1831202933558627,-0.4455821921549461,-0.5744398051324551,-0.5163477387032613,14.49023788115499,0.1895303855683262,0.6034536823768676,-0.3965463176231324,0.3965463176231324,0.9657259494574175
35.0,Wenchuan earthquake,"Pharmaceutical factory, Mianzhu",0.0,7.9,0.37,0.3250905855998405,5.0,50.0,15.578956787227868,296.42084319420786,3.4,5.4,2.1,1.3,-0.4136590453254921,-0.030190699900596835,-0.06794467083502802,-1.4963978030145904,-0.557134258715187,-0.14455773820663476,-0.5730936778605034,-0.43402376173599033,15.578956787227868,0.20539665780311336,0.6318136141165883,-0.3681863858834117,0.3681863858834117,0.9511164402737727
36.0,Wenchuan earthquake,"Xinshi School, Mianzhu, DY-27",1.0,7.9,0.34,0.3768632601023671,5.0,64.1,10.42552643041834,184.52022677336163,1.0,3.0,2.6,0.0,0.7732357579994781,0.2802114048129337,0.5148045050901411,0.6077785916495876,0.460093047575911,0.45818828767155373,0.48608051363938765,0.5002424150111637,10.42552643041834,0.13627887456806725,0.3616135850734028,-0.6383864149265972,0.6383864149265972,0.9998777922802784
38.0,Wenchuan earthquake,"Banqiao School, Mianzhu, DY-09",1.0,7.9,0.37,0.3232835539089171,5.0,49.0,12.185105777829808,173.7847607122536,3.0,4.6,1.5,1.5,-0.21584324477133043,-0.041024724712648925,0.31583152133300785,0.8096480271721406,-0.7136307673753559,-0.0025618570438235497,0.14558309470791625,0.13188706872856865,12.185105777829808,0.15817213001148941,0.48926748081980476,-0.5107325191801952,0.5107325191801952,0.9950284293333151
39.0,Wenchuan earthquake,"Baiyang Village, Mianzhu",1.0,7.9,0.35,0.3680692572303274,5.0,60.0,9.638002284641232,189.9483091949224,1.5,3.8,3.2,0.0,0.5259660073067759,0.22748712455183306,0.6038576241191725,0.5057090654480146,0.460093047575911,0.4117243471242274,0.38227977952288,0.4297316853467298,9.638002284641232,0.1270533602495501,0.34518873215766477,-0.6548112678423352,0.6548112678423352,0.9999373888617044
40.0,Wenchuan earthquake,"Guihua village, Mianzhu, DY-41",1.0,7.9,0.39,0.455491361187325,5.0,48.0,15.990301447584264,214.96969829145343,0.6,2.2,2.8,0.0,0.9710515585536397,0.7516247189002345,-0.11445946685379325,0.035207490187522505,0.460093047575911,0.521108247538491,0.5660083346508858,0.46443322037135143,15.990301447584264,0.2115676219838317,0.4644821834432609,-0.5355178165567391,0.5355178165567391,0.9971561906759205
41.0,Wenchuan earthquake,"Yongning village, Mianzhu",0.0,7.9,0.41,0.5026409477339917,4.0,50.0,36.66372960292265,333.2211720874219,1.4,10.2,3.8,0.0,0.5754199574453164,1.0343091859687437,-2.4522077989240367,-2.1883902678438876,0.460093047575911,-0.13213456212341745,-0.052989302799372764,-0.42802275439666587,36.66372960292265,0.49107142857142855,0.9769825375057067,-0.02301746249429326,0.02301746249429326,0.5334611576070662
42.0,Wenchuan earthquake,"Sangyuan village, Mianzhu, DY-44",1.0,7.9,0.29,0.2332997200077425,5.0,63.7,15.20437395948942,235.9455653371421,2.8,3.5,1.2,1.6,-0.11693534449424949,-0.5805211231796482,-0.025586897649665364,-0.3592221895307564,-0.7918790217054403,-0.33189159470986324,-0.43198218227419055,-0.34312523053308314,15.20437395948942,0.19986130493623133,0.8566718593987106,-0.1433281406012894,0.1433281406012894,0.7115312530686123
44.0,Wenchuan earthquake,"Baihutou Village, Shifang, DY-39",1.0,7.9,0.594,0.5652934113679787,5.0,50.0,22.471157083124712,237.4442520522688,1.2,2.2,1.4,0.0,0.6743278577223972,1.409940863573663,-0.8473137055670016,-0.38740345706825063,0.460093047575911,0.538149500861323,0.6761225754109482,0.4044060936470066,22.471157083124712,0.3215550720235399,0.5688286216628538,-0.43117137833714625,0.43117137833714625,0.9790479345233281
45.0,Wenchuan earthquake,"Siyuan Village, Shifang, DY-11",1.0,7.9,0.41,0.401058570737187,5.0,50.0,14.667211562172549,206.8830539624988,1.5,3.0,1.2,0.3,0.5259660073067759,0.4252739386188557,0.03515535027084237,0.18726854805548776,0.22534828458565764,0.31838049315037587,0.36401445248576947,0.3097912738725036,14.667211562172549,0.19206338202643308,0.47889110479150415,-0.5211088952084959,0.5211088952084959,0.9960357662916517
46.0,Wenchuan earthquake,"Zhenjiang village, Shifang, DY-42",1.0,7.9,0.29,0.3110576685149002,5.0,74.0,15.728840625403857,274.79381600222905,0.9,2.4,0.7,0.2,0.8226897081380186,-0.11432479264914436,-0.08489351405867707,-1.0897237241786448,0.3035965389157421,0.10280355766367273,-0.1986455053723176,-0.09521935650127412,15.728840625403857,0.207634008003928,0.6675096903903592,-0.33249030960964077,0.33249030960964077,0.9275228510304808
47.0,Wenchuan earthquake,"Quezhu village, Shifang",0.0,7.9,0.26,0.2249506780682876,5.0,50.0,19.889669388582025,258.0644163823614,6.0,10.5,2.0,4.0,-1.6994617489275432,-0.6305776484654312,-0.5553994421544929,-0.7751445118118434,-2.6698371256274673,-0.9237639805226739,-0.989687501419879,-0.9601951738230502,19.889669388582025,0.27486825748872373,1.2219045519181888,0.2219045519181888,-0.2219045519181888,0.2349322162584368
48.0,Wenchuan earthquake,"Jiangyou Train Station−1, MY-13",1.0,7.9,0.52,0.4988358173734071,5.0,50.0,19.008721457758195,239.32145201336635,2.4,4.7,1.7,0.7,0.08088045605991216,1.0114955978359308,-0.45578197472481824,-0.42270227822353895,-0.08764473273468017,0.33023228118397185,0.34015619013435566,0.19012046322815276,19.008721457758195,0.25980759913727114,0.5208278758034536,-0.4791721241965464,0.4791721241965464,0.9906732107197794
