case_no,earthquake,site,liquefied,mw,pga,csr75,fc_pct,gc_pct,n120,vs1_ms,dw_m,ds_m,hn_m,dn_m,shallow_groundwater_index,demand_index,dpt_resistance_index,vs_resistance_index,capping_index,dpt_screening_score,vs_screening_score,combined_instrument_score,n120_cs,crr_static_benchmark,fs_static_proxy,g_static_proxy,minus_g_static_proxy,pf_static_proxy
49.0,Wenchuan earthquake,"Jiangyou rail station line−2, MY-12",0.0,7.9,0.52,0.5068554722996818,5.0,50.0,17.776343036990546,240.6786531366126,3.0,6.5,1.1,1.9,-0.21584324477133043,1.059577289425389,-0.3164247971932829,-0.4482230542271863,-1.0266237846956936,0.28738250289438944,0.2478430257842184,0.12342264282574147,17.776343036990546,0.23948301545878622,0.4724877771807705,-0.5275122228192295,0.5275122228192295,0.996570812274854
50.0,Wenchuan earthquake,"Yongshou Village, Dujiangyan, CD-17",1.0,7.9,0.25,0.21151333599417,5.0,85.0,22.024225057007165,320.897330205846,2.1,2.9,1.0,1.1,0.22924230647553334,-0.711140982340683,-0.7967746952609013,-1.9566530530884294,-0.4006377500550181,-0.5332292768392219,-0.8811927841874804,-0.7737683196967494,22.024225057007165,0.3131996289979399,1.4807559415855118,0.4807559415855118,-0.4807559415855118,0.07844905821284792
51.0,Wenchuan earthquake,"Quanshui village, Dujiangyan, CD-03",1.0,7.9,0.24,0.2327058178606368,4.5,4.8,20.341729738397373,315.35449338614404,0.9,1.7,1.0,0.0,0.8226897081380186,-0.5840818524297181,-0.6065183625790682,-1.8524256880520418,0.460093047575911,-0.25724974836069436,-0.6310219460025864,-0.508674864470224,20.341729738397373,0.2827688386136271,1.2151343752951296,0.21513437529512958,-0.21513437529512958,0.2411326141242527
52.0,Wenchuan earthquake,"Fengle valliage, Dujiangyan, CD-04",1.0,7.9,0.25,0.220143510949364,5.0,45.0,11.039308896352656,271.36543520442274,1.4,2.1,1.4,0.0,0.5754199574453164,-0.6593989293005704,0.4453980706463505,-1.025256537335516,0.460093047575911,-0.02502145312349273,-0.4662178355180527,-0.20867267472517387,11.039308896352656,0.14371482026470703,0.652823331675506,-0.347176668324494,0.347176668324494,0.9379528854243891
53.0,Wenchuan earthquake,"Jingyu village, Pixian, CD-26",0.0,7.9,0.2,0.186547945072085,5.0,87.0,14.696334129370673,260.01439131251965,1.5,2.6,1.9,0.0,0.5259660073067759,-0.8608205181512788,0.03186217449073171,-0.8118117916666265,0.460093047575911,-0.2496127269807052,-0.5027149168279127,-0.3290792509479758,14.696334129370673,0.1924819236216582,1.0318094018525918,0.031809401852591845,-0.031809401852591845,0.4550465798940051
54.0,Wenchuan earthquake,"Business College, Dujiangyan",0.0,7.9,0.27,0.2366020485279339,5.0,50.0,24.431462576693267,255.57049546571784,2.3,3.5,2.1,0.2,0.13033440619845263,-0.560722074106514,-1.0689847735439233,-0.7282488852209694,0.3035965389157421,-0.5317736572256307,-0.42955289072874453,-0.5144527495047809,24.431462576693267,0.3595514603816797,1.5196464384763348,0.5196464384763348,-0.5196464384763348,0.06564055132439739
55.0,Wenchuan earthquake,"Ruikang garden, Dujiangyan",0.0,7.9,0.31,0.2447875424537845,5.0,40.0,44.86116514237046,345.88305842702067,5.4,6.9,0.0,5.4,-1.4027380480963008,-0.5116460978870537,-3.3791726504041213,-2.426484062139923,-3.76531268624865,-1.7128057831021033,-1.4269992066228436,-1.80902072070097,44.86116514237046,0.49107142857142855,2.0061128260403285,1.0061128260403285,-1.0061128260403285,0.006027033442475349
56.0,Wenchuan earthquake,"Zipingpu village, Dujiangyan, B-1",0.0,7.9,0.37,0.3116150005021832,5.0,60.0,28.56404491252431,290.4024497414858,3.0,4.2,1.0,2.0,-0.21584324477133043,-0.1109833191104655,-1.5362965996300715,-1.3832280829355499,-1.104872039025778,-0.6092437243942859,-0.5633231693859294,-0.7211613491073421,28.56404491252431,0.4468469577487667,1.4339712691258457,0.4339712691258457,-0.4339712691258457,0.09683344739599642
57.0,Wenchuan earthquake,"Yutang village, Dujiangyan, A-1",0.0,7.9,0.32,0.268099347805614,5.0,40.0,39.42610320125949,292.22649177829965,1.5,2.0,0.8,0.7,0.5259660073067759,-0.3718806035329444,-2.764576614755835,-1.41752732381108,-0.08764473273468017,-0.8959082911919541,-0.4917935039085278,-0.8657680341252921,39.42610320125949,0.49107142857142855,1.8316770726629328,0.8316770726629328,-0.8316770726629328,0.014535502109734588
58.0,Wenchuan earthquake,"Finance building, Dujiangyan",0.0,7.9,0.31,0.2627507458226493,5.0,75.0,30.54511290093961,299.5707251842867,2.7,3.8,0.0,2.7,-0.06748139435570924,-0.40394804700075654,-1.7603154875879317,-1.5556281052371879,-1.6526098193363694,-0.8059980372646802,-0.7445918225594571,-0.9006973048532491,30.54511290093961,0.49107142857142855,1.868963024382395,0.8689630243823949,-0.8689630243823949,0.012060656800978564
59.0,Wenchuan earthquake,"Pilu Elementary School, Guanghan, DY-17",1.0,7.9,0.22,0.2522784151999729,10.0,26.1,9.666174968651776,182.77743163473357,1.4,5.2,2.3,0.0,0.5754199574453164,-0.466734709999518,0.6006718609955763,0.6405500678820766,0.460093047575911,0.10825958266674864,0.1202230447326987,0.22297588114355815,10.744542762508333,0.14011687521868238,0.5554057215224548,-0.4445942784775452,0.4445942784775452,0.9830216555093083
60.0,Wenchuan earthquake,"Xinyi kindergarten, Pengzhou, B-2",0.0,7.9,0.26,0.2289492513873385,5.0,65.0,38.3747404492259,335.0229814960771,1.4,2.1,1.0,0.4,0.5754199574453164,-0.6066042766817465,-2.6456886634446426,-2.222271446935138,0.14710003025557317,-0.9442395305383368,-0.8172143655854854,-1.0634645259127256,38.3747404492259,0.49107142857142855,2.144892047454784,1.1448920474547841,-1.1448920474547841,0.0029637056621996116
61.0,Wenchuan earthquake,"Lichun village, Pengzhou, CD-25",1.0,7.9,0.24,0.2195664815929135,5.0,59.0,11.599409962382133,160.3853185404632,2.4,4.1,3.1,0.0,0.08088045605991216,-0.6628584980488487,0.38206192131191796,1.0616108029044158,0.460093047575911,-0.14448700413762855,0.059377660340120805,0.09591481411694773,11.599409962382133,0.15068827358936732,0.6862990766903594,-0.3137009233096406,0.3137009233096406,0.912686224565806
62.0,Wenchuan earthquake,"Sandaoyan village, Pixian",0.0,7.9,0.18,0.1743270685264429,5.0,90.0,28.30649203849576,209.44516329776133,2.1,4.2,3.6,0.0,0.22924230647553334,-0.9340905556307296,-1.5071725570592867,0.13909070814500246,0.460093047575911,-0.803639403477712,-0.30976042391642533,-0.5316949505797101,28.30649203849576,0.44112133388040825,2.53042363190715,1.53042363190715,-1.53042363190715,0.0004072080646852494
63.0,Wenchuan earthquake,"Majiamiao village, Pixian",0.0,7.9,0.2,0.1661145536313708,5.0,80.0,29.450995194127625,309.8464696026217,2.4,3.2,2.2,0.2,0.08088045605991216,-0.9833285355673697,-1.636592812037009,-1.7488529464779616,0.3035965389157421,-0.9021197664586496,-0.9357978067909353,-0.9898982209938042,29.450995194127625,0.466854665657593,2.8104380709086008,1.8104380709086008,-1.8104380709086008,9.71475950714007e-05
64.0,Wenchuan earthquake,"Shidimiao village, Pixian",0.0,7.9,0.18,0.1619950188636109,5.0,80.0,30.647720143593062,322.0140199774207,4.0,7.0,1.6,2.4,-0.7103827461567347,-1.008027129461545,-1.7719183000759753,-1.9776512596458744,-1.417865056346116,-1.1981575003291407,-1.2598773882001104,-1.3156932093045635,30.647720143593062,0.49107142857142855,3.031398323332881,2.031398323332881,-2.031398323332881,3.17727249136146e-05
65.0,Wenchuan earthquake,"Yongsheng village, Pixian",0.0,7.9,0.17,0.1628971197778086,5.0,75.0,27.454215133043387,346.3060328913989,3.4,7.1,1.6,1.8,-0.4136590453254921,-1.0026186002495319,-1.4107972051238222,-2.434437663397517,-0.9483755303656094,-1.004568117232815,-1.3116602547149234,-1.2501140693749828,27.454215133043387,0.42244473083414985,2.593322284705609,1.593322284705609,-1.593322284705609,0.00029476218397084253
68.0,"Borah Peak, Idaho earthquake","Andersen Bar, SA-1",1.0,6.9,0.29,0.2149956781028051,2.0,70.0,6.7351289450052585,159.85736110092773,0.8,1.9,,,0.8721436582765589,-0.6902626651542657,0.9321141308269298,1.0715385014032324,0.460093047575911,0.16644942396276674,0.20827673513565748,0.35657197767614685,6.7351289450052585,0.09610820691197006,0.44702390187589597,-0.5529760981241041,0.5529760981241041,0.9981544477557833
69.0,"Borah Peak, Idaho earthquake","Andersen Bar, X1-X2",1.0,6.9,0.29,0.2165319519853465,2.0,70.0,6.661133080836677,159.7173691274688,0.8,2.0,,,0.8721436582765589,-0.6810519637342722,0.9404815726822627,1.0741709069736083,0.460093047575911,0.17310447215836366,0.21321127244576732,0.3619956926582863,6.661133080836677,0.09538233365732418,0.440500040676579,-0.559499959323421,0.559499959323421,0.9984439146849495
70.0,"Borah Peak, Idaho earthquake","Goddard Ranch, SA-2",1.0,6.9,0.3,0.2099200251212583,3.0,63.0,7.782228322306794,168.8155155392093,1.2,2.4,,,0.6743278577223972,-0.7206936479730256,0.8137082813274912,0.9030895892194326,0.460093047575911,0.07767056673366081,0.10448495910124324,0.24898702124210081,7.782228322306794,0.10671528090251785,0.508361605048755,-0.49163839495124495,0.49163839495124495,0.9926512024560202
71.0,"Borah Peak, Idaho earthquake","Goddard Ranch, SA-4",1.0,6.9,0.3,0.2097799865846104,3.0,63.0,5.325557435467441,145.16567150374203,1.2,2.4,,,0.6743278577223972,-0.7215332464085746,1.0915082777770988,1.3478006654280266,0.460093047575911,0.16063274637254604,0.23752046266782434,0.393195376321299,5.325557435467441,0.08281869165816058,0.39478833518161843,-0.6052116648183816,0.6052116648183816,0.9995981567596346
72.0,"Borah Peak, Idaho earthquake","Mackay Dam, downstream toe,",0.0,6.9,0.23,0.13140363445792,6.0,23.0,45.91411508654128,318.54258131069315,2.3,2.8,,,0.13033440619845263,-1.191437204310271,-3.4982400811777237,-1.9123744137116123,0.460093047575911,-1.5365472326744531,-1.0607875324346199,-1.450054386867976,46.15943614857532,0.49107142857142855,3.737122116882442,2.737122116882442,-2.737122116882442,9.973108237026906e-07
73.0,"Borah Peak, Idaho earthquake","North Gravel Bar, Bar Site",0.0,6.9,0.46,0.3422240803013601,5.0,62.0,29.639686562242836,303.66693935021846,1.0,2.4,,,0.7732357579994781,0.07253284813998709,-1.6579300052578383,-1.6326532140446937,0.460093047575911,-0.2870874159356661,-0.2795043785717227,-0.4550783430328197,29.639686562242836,0.4711691305442736,1.3767854387375822,0.3767854387375822,-0.3767854387375822,0.12444431521649113
74.0,"Borah Peak, Idaho earthquake","North Gravel Bar, Tarrace",0.0,6.9,0.46,0.2580047828882695,5.0,62.0,37.54913009852912,316.12184433175446,3.0,3.65,,,-0.21584324477133043,-0.43240237928857367,-2.552328761749629,-1.8668549360563975,0.460093047575911,-0.9804436957802173,-0.774801548072248,-1.0553415688876766,37.54913009852912,0.49107142857142855,1.9033423453397371,0.9033423453397371,-0.9033423453397371,0.010145518328256165
75.0,"Borah Peak, Idaho earthquake","Pence Ranch, SA1",1.0,6.9,0.36,0.2332385585010739,1.0,66.0,7.404697526202232,132.94943060685176,1.7,2.8,,,0.4270581070296951,-0.5808878158525651,0.8563994103587781,1.5775145539565172,0.460093047575911,0.10393657975871369,0.3202711228380355,0.3918883310993959,7.404697526202232,0.10281868568840133,0.4408305657056611,-0.559169434294339,0.559169434294339,0.9984302121373917
76.0,"Borah Peak, Idaho earthquake","Pence Ranch, SA2",1.0,6.9,0.36,0.2526415761458503,4.0,70.0,7.527912266176347,122.64103517761416,1.5,3.1,,,0.5259660073067759,-0.46455738531939933,0.8424663049881249,1.7713533639903203,0.460093047575911,0.17188692194285848,0.45055303964351706,0.4883667027740501,7.527912266176347,0.10408146461723301,0.4119728280872767,-0.5880271719127232,0.5880271719127232,0.9993077785076254
77.0,"Borah Peak, Idaho earthquake","Pence Ranch, SA3",1.0,6.9,0.36,0.2352909472371076,1.0,55.0,8.296681172508732,141.761248601046,1.4,2.4,,,0.5754199574453164,-0.5685827574510695,0.7555340257830468,1.4118173486102348,0.460093047575911,0.10888661074979163,0.305771607597948,0.3725549536386409,8.296681172508732,0.11215619443647498,0.4766702491254491,-0.5233297508745509,0.5233297508745509,0.9962284292557111
78.0,"Borah Peak, Idaho earthquake","Pence Ranch, SA4",1.0,6.9,0.36,0.2354288516848892,1.0,41.0,7.160854279211187,130.4439417461065,1.8,3.1,,,0.3776041568911546,-0.5677559539055298,0.8839731702430431,1.6246277038791845,0.460093047575911,0.10822725557245101,0.3304236156632935,0.40153107471453664,7.160854279211187,0.10034520585116612,0.42622306116275677,-0.5737769388372432,0.5737769388372432,0.9989483629091267
79.0,"Borah Peak, Idaho earthquake","Pence Ranch, SA5",1.0,6.9,0.36,0.248822422508968,2.0,58.0,7.453253440082745,159.4407896550127,1.5,3.0,,,0.5259660073067759,-0.4874550497438005,0.85090871448418,1.0793717004616623,0.460093047575911,0.16411569580069452,0.2326545915939392,0.3436446694189891,7.453253440082745,0.10331528021252505,0.4152169212515459,-0.584783078748454,0.584783078748454,0.9992367288358655
80.0,"Borah Peak, Idaho earthquake","Pence Ranch, SA-A",1.0,6.9,0.36,0.2335471413982348,4.0,54.0,8.876036124228975,172.84183774824837,2.0,2.8,,,0.2786962566140738,-0.5790377128459555,0.6900206497776794,0.8273787270226639,0.460093047575911,0.02518312785423417,0.06639055102772949,0.17956057956559462,8.876036124228975,0.1184645781799034,0.5072405402637858,-0.49275945973621416,0.49275945973621416,0.9928115750558066
81.0,"Borah Peak, Idaho earthquake","Pence Ranch, SA-B",1.0,6.9,0.36,0.2238099743491498,4.0,54.0,10.529593554621751,184.4927064404484,1.5,2.1,,,0.5259660073067759,-0.6374167163458756,0.5030366094028914,0.6082960833019262,0.460093047575911,-0.007728685694625856,0.02384915647508458,0.1273685416600578,10.529593554621751,0.13752448727869282,0.6144698764146713,-0.3855301235853287,0.3855301235853287,0.9604686197403121
82.0,"Borah Peak, Idaho earthquake","Pence Ranch, SA-C",1.0,6.9,0.36,0.2249209058751288,4.0,54.0,10.610529361598005,154.99387935690942,1.5,2.1,,,0.5259660073067759,-0.6307561470944324,0.493884399796347,1.1629912905742583,0.460093047575911,-0.0074770924134397315,0.19325497481993364,0.2388083404312205,10.610529361598005,0.1384975119547976,0.6157609556831876,-0.38423904431681244,0.38423904431681244,0.9598182911718078
83.0,"Borah Peak, Idaho earthquake","Pence Ranch, SA-D",1.0,6.9,0.36,0.2212193599019619,4.0,54.0,10.388460826474502,187.1678566665742,1.5,2.1,,,0.5259660073067759,-0.6529486969637429,0.5189958783421148,0.5579926253046578,0.460093047575911,-0.00993029629089913,0.0017687277978637589,0.11506351063219526,10.388460826474502,0.1358367191135729,0.6140363084576859,-0.38596369154231414,0.38596369154231414,0.9606853851976076
84.0,"Borah Peak, Idaho earthquake","Pence Ranch, SA-E",1.0,6.9,0.36,0.214010609587711,4.0,54.0,9.759109020668054,167.37019733172897,1.7,2.3,,,0.4270581070296951,-0.6961686250705785,0.5901628915367552,0.9302673166728791,0.460093047575911,-0.027810740035999246,0.07422058750483791,0.16884329665195896,9.759109020668054,0.1284490154278634,0.6001992876676486,-0.39980071233235137,0.39980071233235137,0.9671809226304158
85.0,"Borah Peak, Idaho earthquake","Pence Ranch, XDXE",1.0,6.9,0.36,0.2578123056945823,4.0,54.0,9.600204571973055,187.6639497147225,1.5,3.4,,,0.5259660073067759,-0.4335563727147187,0.608131784122156,0.5486641040251614,0.460093047575911,0.11553702135517409,0.09769671732607572,0.2078123010194627,9.600204571973055,0.12661948887126234,0.49113050880225356,-0.5088694911977465,0.5088694911977465,0.9948277421930822
86.0,"Borah Peak, Idaho earthquake","Pence Ranch, HY1-C",1.0,6.9,0.35,0.2271884052213453,2.0,49.0,8.100925873009825,136.19654938366793,1.65,2.7,,,0.45178508209896534,-0.6171613970401773,0.7776700073657294,1.5164558136261597,0.460093047575911,0.06894004234022767,0.2905757842183567,0.35618034403290444,8.100925873009825,0.11006803870461232,0.48447912030270707,-0.515520879697293,0.515520879697293,0.9955159305810718
87.0,"Borah Peak, Idaho earthquake","Pence Ranch, HY2-C",1.0,6.9,0.35,0.2393587494326959,3.0,57.0,8.774661295518126,135.48683129220427,1.45,2.5,,,0.5506929823760461,-0.5441943252288303,0.7014841010713875,1.529801334881445,0.460093047575911,0.0987010328224474,0.3471962029654646,0.38893232221448076,8.774661295518126,0.11734690049313559,0.4902553208155518,-0.5097446791844482,0.5097446791844482,0.9949228041058094
88.0,"Borah Peak, Idaho earthquake","Pence Ranch, HY3-C",1.0,6.9,0.35,0.222477778563087,7.0,72.0,9.5115061898734,154.92864073323176,1.35,1.95,,,0.6001469325145865,-0.645403871343329,0.6181617846258342,1.1642180360235117,0.460093047575911,0.038050832164965034,0.20186770758426825,0.27361864804141695,9.712872641059874,0.12791519024675443,0.5749571533522037,-0.42504284664779635,0.42504284664779635,0.977023617714174
89.0,"Borah Peak, Idaho earthquake","Pence Ranch, PH1-C",1.0,6.9,0.35,0.2355454513206437,1.0,49.0,10.360299468873752,146.8254444394176,1.1,1.75,,,0.7237818078609376,-0.5670568829632847,0.5221803606768932,1.3165903366250447,0.460093047575911,0.06923952482057293,0.30756251760501835,0.337045244374221,10.360299468873752,0.13550130720408282,0.5752660747399762,-0.42473392526002385,0.42473392526002385,0.9769179568492452
90.0,"Borah Peak, Idaho earthquake","Pence Ranch, HY1-D",0.0,6.9,0.35,0.2689893300958533,2.0,61.0,24.4754945012574,277.7946138108716,1.65,4.3,,,0.45178508209896534,-0.3665447313049303,-1.0739638973464296,-1.1461506511792847,0.460093047575911,-0.37377262949255885,-0.39542865564241536,-0.45895189686327986,24.4754945012574,0.3604301420574737,1.3399421528319946,0.3399421528319946,-0.3399421528319946,0.14565825718505127
91.0,"Borah Peak, Idaho earthquake","Pence Ranch, HY2-D",0.0,6.9,0.35,0.2877386978258383,5.0,44.0,25.13944055636007,260.0869213341065,1.45,4.55,,,0.5506929823760461,-0.2541332466490378,-1.1490428233590022,-0.8131756443799442,0.460093047575911,-0.3259295591457629,-0.22516940545204545,-0.3482470810209477,25.13944055636007,0.37381385946730017,1.2991435016973671,0.29914350169736714,-0.29914350169736714,0.17265302819024247
92.0,"Borah Peak, Idaho earthquake","Pence Ranch, HY3-D",0.0,6.9,0.35,0.2849960616634742,17.0,54.0,25.888438695667844,300.46844980639054,1.35,4.15,,,0.6001469325145865,-0.2705766706259024,-1.2337394270250137,-1.5725088965961518,0.460093047575911,-0.34884729100744727,-0.4504781318787887,-0.512917460561586,30.456015567274843,0.49006906004968703,1.7195643237637608,0.7195643237637608,-0.7195643237637608,0.025305827890117483
93.0,"Borah Peak, Idaho earthquake","Pence Ranch, BR1-D",0.0,6.9,0.35,0.281874284229938,17.0,54.0,21.50478449866053,250.93500247863184,1.85,6.15,,,0.3528771818218844,-0.2892932290252478,-0.7380364303848405,-0.6410831909376212,0.460093047575911,-0.25801279343364114,-0.22892682159947542,-0.28349646568015663,25.808935334470064,0.3875644933326641,1.374955130764996,0.3749551307649961,-0.3749551307649961,0.12543147990219938
94.0,"Borah Peak, Idaho earthquake","Pence Ranch, PH1-D",0.0,6.9,0.35,0.2995205000977005,3.0,61.0,27.27899256299247,322.2587282896164,1.1,3.9,,,0.7237818078609376,-0.18349567079179263,-1.3909830616832815,-1.982252748632886,0.460093047575911,-0.332106956410308,-0.5094878624951894,-0.5711096328893779,27.27899256299247,0.4186563834398438,1.3977553566559966,0.3977553566559966,-0.3977553566559966,0.11360758947664495
95.0,"Borah Peak, Idaho earthquake","Whiskey Springs, B.H.1",1.0,6.9,0.6,0.3406143158594608,12.0,67.0,27.395360870066728,275.09501488434194,1.0,1.13,,,0.7732357579994781,0.06288153544154493,-1.404141973389874,-1.0953874604306206,0.460093047575911,-0.2152940970895758,-0.12266774320179975,-0.300245545380867,29.813781114940905,0.47516788184676634,1.3950320339525102,0.3950320339525102,-0.3950320339525102,0.11496663461986312
96.0,"Borah Peak, Idaho earthquake","Whiskey Springs, B.H.2",1.0,6.9,0.35,0.2701708009863527,2.0,48.0,13.107149066667697,202.51562384796307,1.52,3.35,,,0.5160752172790678,-0.35946124460866374,0.21156699663100614,0.269393594782572,0.460093047575911,0.02793223475001226,0.04528021419548203,0.09660037850429246,13.107149066667697,0.17035094006834364,0.6305305364103676,-0.3694694635896324,0.3694694635896324,0.9518544896974098
97.0,"Borah Peak, Idaho earthquake","Whiskey Springs, B.H.3",1.0,6.9,0.6,0.3116105832089174,24.0,39.0,4.9916182990928535,147.8392542042078,7.0,8.08,,,-2.194001250312948,-0.11100980290988338,1.129270068091062,1.2975266831440957,0.460093047575911,-0.12696898856592298,-0.07649200405001284,0.030710321544778305,9.70787378114079,0.1278575487551989,0.4103119587227806,-0.5896880412772194,0.5896880412772194,0.9993419421064831
98.0,"Borah Peak, Idaho earthquake","Whiskey Springs, B.H.4",1.0,6.9,0.6,0.2963560686520955,20.0,42.0,4.928896434859365,151.54042647285135,9.36,11.43,,,-3.3611144735825014,-0.20246796052524121,1.1363626476281579,1.2279299323006876,0.460093047575911,-0.39942003028561596,-0.371949844883857,-0.24722351253577013,8.935129331316714,0.1191188018690857,0.401944871285643,-0.598055128714357,0.598055128714357,0.9994932244162906
99.0,"Borah Peak, Idaho earthquake","Whiskey Springs, WS1B-C1",1.0,6.9,0.5,0.4065940369792722,21.0,59.0,19.57149818813651,250.2379670683553,0.8,2.9,,,0.8721436582765589,0.4584617232682677,-0.519420687805412,-0.6279761545024246,0.460093047575911,0.24791495316320422,0.21534831315410047,0.12841561871643375,25.037100934079167,0.3717344925687287,0.9142644966720931,-0.08573550332790691,0.08573550332790691,0.626740754508576
100.0,"Borah Peak, Idaho earthquake","Whiskey Springs, WS1B-D",0.0,6.9,0.5,0.4295353427082864,15.0,78.0,15.76414905503484,240.34259402495056,0.8,6.050000000000001,,,0.8721436582765589,0.5960058940415018,-0.08888618628786116,-0.4419038070899617,0.460093047575911,0.4389701804664249,0.3330648942257947,0.2998774482730684,19.020484609862773,0.260005780375151,0.6053187119266474,-0.39468128807335257,0.39468128807335257,0.9648721753045952
101.0,"Borah Peak, Idaho earthquake","Whiskey Springs, WS2B-C1",1.0,6.9,0.5,0.3022336007010356,30.0,33.0,11.837956096653135,190.59738414804505,2.4,3.35,,,0.08088045605991216,-0.1672293267084157,0.35508715818489206,0.4935038762505579,0.460093047575911,0.07045369402745853,0.11197870944715829,0.1503686861299225,18.370989336417622,0.24918166812286108,0.8244671259081726,-0.17553287409182738,0.17553287409182738,0.7567983428823788
102.0,"Borah Peak, Idaho earthquake","Whiskey Springs, WS3B-C1",1.0,6.9,0.5,0.2522475080810607,21.0,63.0,5.546049240842955,148.1053012955034,6.7,7.25,,,-2.045639399897326,-0.46692001305471376,1.066575095608245,1.292523940288168,0.460093047575911,-0.2762647047928174,-0.2084800513888404,-0.07772542499053682,9.802180165667604,0.12894739520539222,0.511193930859188,-0.48880606914081204,0.48880606914081204,0.9922335644031519
103.0,"Borah Peak, Idaho earthquake",Whiskey Springs Site 1 Unit C1,1.0,6.9,0.5,0.3970221618704311,20.0,40.0,16.899603496756573,215.83058745559555,0.8,2.4000000000000004,0.8,0.0,0.8721436582765589,0.4010737245143239,-0.21728321397633846,0.019019351859514453,0.460093047575911,0.3127315958726516,0.38362236562340746,0.2981564151907559,21.856821911760505,0.3100993922456856,0.7810631799110678,-0.21893682008893223,0.21893682008893223,0.8135522157474374
104.0,"Borah Peak, Idaho earthquake",Whiskey Springs Site 2 Unit C1,1.0,6.9,0.5,0.3049341243111714,30.0,35.0,13.367051251612937,200.6426770422176,2.4,3.35,1.0,1.4,0.08088045605991216,-0.1510383877532759,0.1821772943140127,0.30461243971091073,-0.6353825130452714,-0.028907120635051495,0.00782342298401792,0.02890147665105698,20.13604951251083,0.2791597218967095,0.9154755064796871,-0.08452449352031288,0.08452449352031288,0.6249319936207826
105.0,"Borah Peak, Idaho earthquake",Whiskey Springs Site 3 Unit C1,1.0,6.9,0.5,0.2521557725181423,20.0,63.0,6.424705864398524,158.2641523201232,6.8,7.3,4.6,2.2,-2.0950933500358664,-0.46747001191184384,0.9672167288804175,1.1014971595015273,-1.261368547685947,-0.4022835840876751,-0.3619994549013423,-0.231958823884227,10.549769929193872,0.13776670098611998,0.5463555309891144,-0.4536444690108856,0.4536444690108856,0.9853649658016979
106.0,"Borah Peak, Idaho earthquake","Larter Ranch, X3X4",1.0,6.9,0.5,0.400887623132484,10.0,61.0,19.342261422157364,240.03499881674983,0.8,2.85,,,0.8721436582765589,0.424249025442061,-0.4934986267282538,-0.43611979448208116,0.460093047575911,0.24029585746455867,0.2575095071384105,0.15999685869676172,20.629853071776655,0.28786525327240464,0.7180696950009652,-0.2819303049990348,0.2819303049990348,0.8838190563894956
107.0,"Borah Peak, Idaho earthquake","Larter Ranch, SA1, 85",1.0,6.9,0.5,0.3765641514242682,10.0,61.0,14.619590345662903,209.72088510149817,0.8,2.85,,,0.8721436582765589,0.27841810431006997,0.04054035069893208,0.13390604223811106,0.460093047575911,0.3348836361833185,0.3628933436450722,0.3297689991300405,15.80506473363192,0.20877674688420392,0.5544254440964531,-0.4455745559035469,0.4455745559035469,0.9832881266975769
108.0,"Borah Peak, Idaho earthquake","Larter Ranch, SA1, 90",1.0,6.9,0.5,0.3860399333868365,10.0,61.0,20.562416272485173,246.5392702916571,0.8,2.85,,,0.8721436582765589,0.3352299783971267,-0.631473564643168,-0.5584259527476918,0.460093047575911,0.15884480491986397,0.18075908848850686,0.07678397299492973,21.87639105785256,0.31046097813996554,0.8042198521178998,-0.1957801478821002,0.1957801478821002,0.7839797595982794
109.0,Hyogoken-Nambu earthquake,Hanshin Expressway 5.3,1.0,6.9,0.5,0.3846859964901116,18.0,40.0,8.676613685939275,180.32636355142284,2.1,5.6,,,0.22924230647553334,0.32711247497604673,0.7125713108962004,0.6866398908658972,0.460093047575911,0.42982512068198336,0.42204569467289244,0.4631847202679381,12.486007973854989,0.16209319630735974,0.4213649516392687,-0.5786350483607313,0.5786350483607313,0.9990852105547305
110.0,Hyogoken-Nambu earthquake,Hanshin Expressway 5.10,1.0,6.9,0.58,0.4534476559149376,16.0,30.0,3.5069543127680967,125.33981411214644,1.8,5.5,,,0.3776041568911546,0.7393717220431332,1.2971556616963595,1.7206055923506827,0.460093047575911,0.8203894571853444,0.9474244363816412,0.9608578372815316,6.463464884347785,0.09345862123635106,0.20610674686977098,-0.793893253130229,0.793893253130229,0.9999999938430219
111.0,Hyogoken-Nambu earthquake,Hanshin Expressway 5.14,1.0,6.9,0.63,0.3808301702317817,12.0,50.0,8.401729966220916,178.21919435331262,4.3,6.5,,,-0.8587445965723558,0.3039949405334926,0.7436551230465777,0.7262630478068002,0.460093047575911,0.21114999321836936,0.2059323706464361,0.2516375964217224,10.22053611023744,0.13384338091107537,0.3514516216759174,-0.6485483783240826,0.6485483783240826,0.999918647289374
112.0,Hyogoken-Nambu earthquake,Hanshin Expressway 5.25,1.0,6.9,0.65,0.4792786718290914,9.0,50.0,7.096561294833737,174.02072813415498,3.2,8.8,,,-0.31475114504841134,0.8942410963546874,0.8912434118238228,0.8052109016677794,0.460093047575911,0.6298359402758694,0.6040261872290564,0.6123296697915743,7.7739305614222705,0.10662876214388399,0.2224775864466327,-0.7775224135533673,0.7775224135533673,0.9999999701504837
113.0,Hyogoken-Nambu earthquake,Hanshin Expressway 5.29,1.0,6.9,0.65,0.4995303472980701,12.0,40.0,7.911687591463164,178.40241334076146,2.5,7.2,,,0.031426505921371695,1.015659639050209,0.7990690454800399,0.7228178025456463,0.460093047575911,0.7260575047796759,0.7031821318993577,0.6891481968357803,9.715023480244655,0.12793999581123638,0.2561205670551473,-0.7438794329448527,0.7438794329448527,0.9999995489715295
