site_id,borehole_id,depth_m,qc_mpa,fs_mpa,u2_mpa,ic_proxy,latitude,longitude,data_source
Canterbury_100_Osbourne_CPT01,CPT01,1.6399293639135157,1.97914,0.0849,-0.048799999999999996,1.8605406884787024,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,1.6599293270548192,1.9922600000000001,0.0823,-0.0497,1.8439675733757535,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,1.6799292170880316,2.03674,0.0772,-0.0498,1.8058786306774877,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,1.6999291290536618,2.04086,0.0608,-0.0512,1.7016468414325034,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,1.7199289816190118,2.0070400000000004,0.052899999999999996,-0.0513,1.6494208454992196,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,1.7399288341843617,1.94626,0.0368,-0.053200000000000004,1.507527929410574,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,1.7599286587249845,1.89446,0.0277,-0.054700000000000006,1.398310104224684,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,1.7799285243888527,1.85232,0.022600000000000002,-0.0564,1.321960655087669,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,1.7999283769542027,1.85746,0.0256,-0.0572,1.374112654851168,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,1.8199281865686174,1.95674,0.040799999999999996,-0.0588,1.549439405611171,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,1.8399280391339674,2.1973199999999995,0.040799999999999996,-0.0599,1.4942684066634564,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,1.8599279876536456,3.0933200000000003,0.041299999999999996,-0.0634,1.3456802161060428,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,1.879927968158134,3.43614,0.041100000000000005,-0.0643,1.2994517506602716,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,1.899927943484128,3.97994,0.041299999999999996,-0.0648,1.2428779808700077,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,1.9199279188101221,4.498879999999999,0.0378,-0.06509999999999999,1.158943365493083,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,1.9399278993146105,5.60448,0.0325,-0.06459999999999999,1.022034876597061,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,1.9599278798190989,6.738540000000001,0.0258,-0.0643,0.8794685891567757,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,1.979927781123136,8.236840000000003,0.0256,-0.0648,0.8404340203388394,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,1.9999275907375507,8.55854,0.0223,-0.0648,0.7862498739186629,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.0199266692769315,5.90108,0.0193,-0.06609999999999999,0.7938733179311224,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.0399257810191105,4.755559999999999,0.0167,-0.0702,0.7930608097115698,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.059925049637143,3.38652,0.0161,-0.0724,0.8990601126327422,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.0799246326173444,3.0809399999999996,0.0111,-0.0673,0.7768644323566063,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.0999241692960378,2.77364,0.0111,-0.0663,0.8227144085995072,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.1199237745131607,2.509,0.0126,-0.0655,0.9235645617120334,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.139923334647219,2.39338,0.017,-0.06609999999999999,1.0752937685662585,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
Canterbury_100_Osbourne_CPT01,CPT01,2.159922939864342,2.22008,0.017,-0.06609999999999999,1.1109806565186622,-43.54312348,172.66165055,DesignSafe PRJ-2937 CANTERBURYDATASET.mat
