case_id,source_dataset,validation_split,earthquake,site,mw,pga,csr75,groundwater_table_m,critical_layer_depth_m,unsaturated_cap_or_cover_m,n120,vs1_ms,fc_pct,gc_pct,observed_liquefaction,n1_60cs_proxy,crr_static_benchmark,fs_static_proxy,g_static_proxy,pf_static_proxy,combined_instrument_score,dpt_screening_score,vs_screening_score
HU-068,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Andersen Bar, SA-1",6.9,0.29,0.2149956781028051,0.8,1.9,,6.7351289450052585,159.85736110092773,2.0,70.0,1,6.7351289450052585,0.09610820691197006,0.44702390187589597,-0.5529760981241041,0.9981544477557833,0.35657197767614685,0.16644942396276674,0.20827673513565748
HU-069,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Andersen Bar, X1-X2",6.9,0.29,0.2165319519853465,0.8,2.0,,6.661133080836677,159.7173691274688,2.0,70.0,1,6.661133080836677,0.09538233365732418,0.440500040676579,-0.559499959323421,0.9984439146849495,0.3619956926582863,0.17310447215836366,0.21321127244576732
HU-070,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Goddard Ranch, SA-2",6.9,0.3,0.2099200251212583,1.2,2.4,,7.782228322306794,168.8155155392093,3.0,63.0,1,7.782228322306794,0.10671528090251785,0.508361605048755,-0.49163839495124495,0.9926512024560202,0.24898702124210081,0.07767056673366081,0.10448495910124324
HU-071,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Goddard Ranch, SA-4",6.9,0.3,0.2097799865846104,1.2,2.4,,5.325557435467441,145.16567150374203,3.0,63.0,1,5.325557435467441,0.08281869165816058,0.39478833518161843,-0.6052116648183816,0.9995981567596346,0.393195376321299,0.16063274637254604,0.23752046266782434
HU-072,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Mackay Dam, downstream toe,",6.9,0.23,0.13140363445792,2.3,2.8,,45.91411508654128,318.54258131069315,6.0,23.0,0,46.15943614857532,0.49107142857142855,3.737122116882442,2.737122116882442,9.973108237026906e-07,-1.450054386867976,-1.5365472326744531,-1.0607875324346199
HU-073,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","North Gravel Bar, Bar Site",6.9,0.46,0.3422240803013601,1.0,2.4,,29.639686562242836,303.66693935021846,5.0,62.0,0,29.639686562242836,0.4711691305442736,1.3767854387375822,0.3767854387375822,0.12444431521649113,-0.4550783430328197,-0.2870874159356661,-0.2795043785717227
HU-074,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","North Gravel Bar, Tarrace",6.9,0.46,0.2580047828882695,3.0,3.65,,37.54913009852912,316.12184433175446,5.0,62.0,0,37.54913009852912,0.49107142857142855,1.9033423453397371,0.9033423453397371,0.010145518328256165,-1.0553415688876766,-0.9804436957802173,-0.774801548072248
HU-075,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Pence Ranch, SA1",6.9,0.36,0.2332385585010739,1.7,2.8,,7.404697526202232,132.94943060685176,1.0,66.0,1,7.404697526202232,0.10281868568840133,0.4408305657056611,-0.559169434294339,0.9984302121373917,0.3918883310993959,0.10393657975871369,0.3202711228380355
HU-076,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Pence Ranch, SA2",6.9,0.36,0.2526415761458503,1.5,3.1,,7.527912266176347,122.64103517761416,4.0,70.0,1,7.527912266176347,0.10408146461723301,0.4119728280872767,-0.5880271719127232,0.9993077785076254,0.4883667027740501,0.17188692194285848,0.45055303964351706
HU-077,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Pence Ranch, SA3",6.9,0.36,0.2352909472371076,1.4,2.4,,8.296681172508732,141.761248601046,1.0,55.0,1,8.296681172508732,0.11215619443647498,0.4766702491254491,-0.5233297508745509,0.9962284292557111,0.3725549536386409,0.10888661074979163,0.305771607597948
HU-078,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Pence Ranch, SA4",6.9,0.36,0.2354288516848892,1.8,3.1,,7.160854279211187,130.4439417461065,1.0,41.0,1,7.160854279211187,0.10034520585116612,0.42622306116275677,-0.5737769388372432,0.9989483629091267,0.40153107471453664,0.10822725557245101,0.3304236156632935
HU-079,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Pence Ranch, SA5",6.9,0.36,0.248822422508968,1.5,3.0,,7.453253440082745,159.4407896550127,2.0,58.0,1,7.453253440082745,0.10331528021252505,0.4152169212515459,-0.584783078748454,0.9992367288358655,0.3436446694189891,0.16411569580069452,0.2326545915939392
HU-080,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Pence Ranch, SA-A",6.9,0.36,0.2335471413982348,2.0,2.8,,8.876036124228975,172.84183774824837,4.0,54.0,1,8.876036124228975,0.1184645781799034,0.5072405402637858,-0.49275945973621416,0.9928115750558066,0.17956057956559462,0.02518312785423417,0.06639055102772949
HU-081,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Pence Ranch, SA-B",6.9,0.36,0.2238099743491498,1.5,2.1,,10.529593554621751,184.4927064404484,4.0,54.0,1,10.529593554621751,0.13752448727869282,0.6144698764146713,-0.3855301235853287,0.9604686197403121,0.1273685416600578,-0.007728685694625856,0.02384915647508458
HU-082,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Pence Ranch, SA-C",6.9,0.36,0.2249209058751288,1.5,2.1,,10.610529361598005,154.99387935690942,4.0,54.0,1,10.610529361598005,0.1384975119547976,0.6157609556831876,-0.38423904431681244,0.9598182911718078,0.2388083404312205,-0.0074770924134397315,0.19325497481993364
HU-083,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Pence Ranch, SA-D",6.9,0.36,0.2212193599019619,1.5,2.1,,10.388460826474502,187.1678566665742,4.0,54.0,1,10.388460826474502,0.1358367191135729,0.6140363084576859,-0.38596369154231414,0.9606853851976076,0.11506351063219526,-0.00993029629089913,0.0017687277978637589
HU-084,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Pence Ranch, SA-E",6.9,0.36,0.214010609587711,1.7,2.3,,9.759109020668054,167.37019733172897,4.0,54.0,1,9.759109020668054,0.1284490154278634,0.6001992876676486,-0.39980071233235137,0.9671809226304158,0.16884329665195896,-0.027810740035999246,0.07422058750483791
HU-085,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Pence Ranch, XDXE",6.9,0.36,0.2578123056945823,1.5,3.4,,9.600204571973055,187.6639497147225,4.0,54.0,1,9.600204571973055,0.12661948887126234,0.49113050880225356,-0.5088694911977465,0.9948277421930822,0.2078123010194627,0.11553702135517409,0.09769671732607572
HU-086,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Pence Ranch, HY1-C",6.9,0.35,0.2271884052213453,1.65,2.7,,8.100925873009825,136.19654938366793,2.0,49.0,1,8.100925873009825,0.11006803870461232,0.48447912030270707,-0.515520879697293,0.9955159305810718,0.35618034403290444,0.06894004234022767,0.2905757842183567
HU-087,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Pence Ranch, HY2-C",6.9,0.35,0.2393587494326959,1.45,2.5,,8.774661295518126,135.48683129220427,3.0,57.0,1,8.774661295518126,0.11734690049313559,0.4902553208155518,-0.5097446791844482,0.9949228041058094,0.38893232221448076,0.0987010328224474,0.3471962029654646
HU-088,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Pence Ranch, HY3-C",6.9,0.35,0.222477778563087,1.35,1.95,,9.5115061898734,154.92864073323176,7.0,72.0,1,9.712872641059874,0.12791519024675443,0.5749571533522037,-0.42504284664779635,0.977023617714174,0.27361864804141695,0.038050832164965034,0.20186770758426825
HU-089,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Pence Ranch, PH1-C",6.9,0.35,0.2355454513206437,1.1,1.75,,10.360299468873752,146.8254444394176,1.0,49.0,1,10.360299468873752,0.13550130720408282,0.5752660747399762,-0.42473392526002385,0.9769179568492452,0.337045244374221,0.06923952482057293,0.30756251760501835
HU-090,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Pence Ranch, HY1-D",6.9,0.35,0.2689893300958533,1.65,4.3,,24.4754945012574,277.7946138108716,2.0,61.0,0,24.4754945012574,0.3604301420574737,1.3399421528319946,0.3399421528319946,0.14565825718505127,-0.45895189686327986,-0.37377262949255885,-0.39542865564241536
HU-091,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Pence Ranch, HY2-D",6.9,0.35,0.2877386978258383,1.45,4.55,,25.13944055636007,260.0869213341065,5.0,44.0,0,25.13944055636007,0.37381385946730017,1.2991435016973671,0.29914350169736714,0.17265302819024247,-0.3482470810209477,-0.3259295591457629,-0.22516940545204545
HU-092,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Pence Ranch, HY3-D",6.9,0.35,0.2849960616634742,1.35,4.15,,25.888438695667844,300.46844980639054,17.0,54.0,0,30.456015567274843,0.49006906004968703,1.7195643237637608,0.7195643237637608,0.025305827890117483,-0.512917460561586,-0.34884729100744727,-0.4504781318787887
HU-093,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Pence Ranch, BR1-D",6.9,0.35,0.281874284229938,1.85,6.15,,21.50478449866053,250.93500247863184,17.0,54.0,0,25.808935334470064,0.3875644933326641,1.374955130764996,0.3749551307649961,0.12543147990219938,-0.28349646568015663,-0.25801279343364114,-0.22892682159947542
HU-094,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Pence Ranch, PH1-D",6.9,0.35,0.2995205000977005,1.1,3.9,,27.27899256299247,322.2587282896164,3.0,61.0,0,27.27899256299247,0.4186563834398438,1.3977553566559966,0.3977553566559966,0.11360758947664495,-0.5711096328893779,-0.332106956410308,-0.5094878624951894
HU-095,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Whiskey Springs, B.H.1",6.9,0.6,0.3406143158594608,1.0,1.13,,27.395360870066728,275.09501488434194,12.0,67.0,1,29.813781114940905,0.47516788184676634,1.3950320339525102,0.3950320339525102,0.11496663461986312,-0.300245545380867,-0.2152940970895758,-0.12266774320179975
HU-096,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Whiskey Springs, B.H.2",6.9,0.35,0.2701708009863527,1.52,3.35,,13.107149066667697,202.51562384796307,2.0,48.0,1,13.107149066667697,0.17035094006834364,0.6305305364103676,-0.3694694635896324,0.9518544896974098,0.09660037850429246,0.02793223475001226,0.04528021419548203
HU-097,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Whiskey Springs, B.H.3",6.9,0.6,0.3116105832089174,7.0,8.08,,4.9916182990928535,147.8392542042078,24.0,39.0,1,9.70787378114079,0.1278575487551989,0.4103119587227806,-0.5896880412772194,0.9993419421064831,0.030710321544778305,-0.12696898856592298,-0.07649200405001284
HU-098,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Whiskey Springs, B.H.4",6.9,0.6,0.2963560686520955,9.36,11.43,,4.928896434859365,151.54042647285135,20.0,42.0,1,8.935129331316714,0.1191188018690857,0.401944871285643,-0.598055128714357,0.9994932244162906,-0.24722351253577013,-0.39942003028561596,-0.371949844883857
HU-099,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Whiskey Springs, WS1B-C1",6.9,0.5,0.4065940369792722,0.8,2.9,,19.57149818813651,250.2379670683553,21.0,59.0,1,25.037100934079167,0.3717344925687287,0.9142644966720931,-0.08573550332790691,0.626740754508576,0.12841561871643375,0.24791495316320422,0.21534831315410047
HU-100,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Whiskey Springs, WS1B-D",6.9,0.5,0.4295353427082864,0.8,6.050000000000001,,15.76414905503484,240.34259402495056,15.0,78.0,0,19.020484609862773,0.260005780375151,0.6053187119266474,-0.39468128807335257,0.9648721753045952,0.2998774482730684,0.4389701804664249,0.3330648942257947
HU-101,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Whiskey Springs, WS2B-C1",6.9,0.5,0.3022336007010356,2.4,3.35,,11.837956096653135,190.59738414804505,30.0,33.0,1,18.370989336417622,0.24918166812286108,0.8244671259081726,-0.17553287409182738,0.7567983428823788,0.1503686861299225,0.07045369402745853,0.11197870944715829
HU-102,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Whiskey Springs, WS3B-C1",6.9,0.5,0.2522475080810607,6.7,7.25,,5.546049240842955,148.1053012955034,21.0,63.0,1,9.802180165667604,0.12894739520539222,0.511193930859188,-0.48880606914081204,0.9922335644031519,-0.07772542499053682,-0.2762647047928174,-0.2084800513888404
HU-103,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake",Whiskey Springs Site 1 Unit C1,6.9,0.5,0.3970221618704311,0.8,2.4000000000000004,0.0,16.899603496756573,215.83058745559555,20.0,40.0,1,21.856821911760505,0.3100993922456856,0.7810631799110678,-0.21893682008893223,0.8135522157474374,0.2981564151907559,0.3127315958726516,0.38362236562340746
HU-104,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake",Whiskey Springs Site 2 Unit C1,6.9,0.5,0.3049341243111714,2.4,3.35,1.4,13.367051251612937,200.6426770422176,30.0,35.0,1,20.13604951251083,0.2791597218967095,0.9154755064796871,-0.08452449352031288,0.6249319936207826,0.02890147665105698,-0.028907120635051495,0.00782342298401792
HU-105,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake",Whiskey Springs Site 3 Unit C1,6.9,0.5,0.2521557725181423,6.8,7.3,2.2,6.424705864398524,158.2641523201232,20.0,63.0,1,10.549769929193872,0.13776670098611998,0.5463555309891144,-0.4536444690108856,0.9853649658016979,-0.231958823884227,-0.4022835840876751,-0.3619994549013423
HU-106,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Larter Ranch, X3X4",6.9,0.5,0.400887623132484,0.8,2.85,,19.342261422157364,240.03499881674983,10.0,61.0,1,20.629853071776655,0.28786525327240464,0.7180696950009652,-0.2819303049990348,0.8838190563894956,0.15999685869676172,0.24029585746455867,0.2575095071384105
HU-107,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Larter Ranch, SA1, 85",6.9,0.5,0.3765641514242682,0.8,2.85,,14.619590345662903,209.72088510149817,10.0,61.0,1,15.80506473363192,0.20877674688420392,0.5544254440964531,-0.4455745559035469,0.9832881266975769,0.3297689991300405,0.3348836361833185,0.3628933436450722
HU-108,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"Borah Peak, Idaho earthquake","Larter Ranch, SA1, 90",6.9,0.5,0.3860399333868365,0.8,2.85,,20.562416272485173,246.5392702916571,10.0,61.0,1,21.87639105785256,0.31046097813996554,0.8042198521178998,-0.1957801478821002,0.7839797595982794,0.07678397299492973,0.15884480491986397,0.18075908848850686
HU-109,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,Hyogoken-Nambu earthquake,Hanshin Expressway 5.3,6.9,0.5,0.3846859964901116,2.1,5.6,,8.676613685939275,180.32636355142284,18.0,40.0,1,12.486007973854989,0.16209319630735974,0.4213649516392687,-0.5786350483607313,0.9990852105547305,0.4631847202679381,0.42982512068198336,0.42204569467289244
HU-110,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,Hyogoken-Nambu earthquake,Hanshin Expressway 5.10,6.9,0.58,0.4534476559149376,1.8,5.5,,3.5069543127680967,125.33981411214644,16.0,30.0,1,6.463464884347785,0.09345862123635106,0.20610674686977098,-0.793893253130229,0.9999999938430219,0.9608578372815316,0.8203894571853444,0.9474244363816412
HU-111,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,Hyogoken-Nambu earthquake,Hanshin Expressway 5.14,6.9,0.63,0.3808301702317817,4.3,6.5,,8.401729966220916,178.21919435331262,12.0,50.0,1,10.22053611023744,0.13384338091107537,0.3514516216759174,-0.6485483783240826,0.999918647289374,0.2516375964217224,0.21114999321836936,0.2059323706464361
HU-112,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,Hyogoken-Nambu earthquake,Hanshin Expressway 5.25,6.9,0.65,0.4792786718290914,3.2,8.8,,7.096561294833737,174.02072813415498,9.0,50.0,1,7.7739305614222705,0.10662876214388399,0.2224775864466327,-0.7775224135533673,0.9999999701504837,0.6123296697915743,0.6298359402758694,0.6040261872290564
HU-113,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,Hyogoken-Nambu earthquake,Hanshin Expressway 5.29,6.9,0.65,0.4995303472980701,2.5,7.2,,7.911687591463164,178.40241334076146,12.0,40.0,1,9.715023480244655,0.12793999581123638,0.2561205670551473,-0.7438794329448527,0.9999995489715295,0.6891481968357803,0.7260575047796759,0.7031821318993577
HU-114,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,Hyogoken-Nambu earthquake,KNK Kainan Port Sub-station (KPS) 1,6.9,0.12,0.090828425592717,2.0,6.6,0.0,5.06116117188896,146.98251562773342,10.0,50.0,0,6.039955781170444,0.08941218285907154,0.98440749441154,-0.015592505588460037,0.5225963589916677,0.06360570306321832,-0.230451545991248,-0.17278236477475944
HU-115,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,Hyogoken-Nambu earthquake,KNK Kainan Port Sub-station (KPS) 2,6.9,0.12,0.0990121363940175,2.0,10.4,0.0,6.1761608825450764,168.4,10.0,50.0,0,7.179064881481019,0.1005287552938637,1.0153175050562573,0.015317505056257286,0.478141903111594,-0.024985017098099818,-0.24619737038070366,-0.2715231385537312
HU-116,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,Hyogoken-Nambu earthquake,Nishinomiya Expressway 3,6.9,0.63,0.4129399230513459,3.7,7.0,,8.191727572200698,178.40889041143822,7.0,50.0,0,8.381849167507742,0.11307153211758388,0.2738207807132378,-0.7261792192867622,0.9999985006179295,0.382398035331769,0.3642498866538157,0.3508380397961172
HU-117,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,Hyogoken-Nambu earthquake,Nishinomiya Expressway 17,6.9,0.53,0.341713942195281,2.0,3.3,,20.959500066813543,239.83365650648796,8.0,50.0,0,21.52273468716876,0.30396010455052946,0.8895162503402446,-0.11048374965975538,0.6635576597445751,-0.1186819832077299,-0.0929053733966111,-0.019692777825615307
HU-118,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,Hyogoken-Nambu earthquake,Nishinomiya Expressway 23,6.9,0.63,0.3854521956739417,2.9,4.0,,5.959600606460966,148.19538959441442,11.0,40.0,0,7.326377787188634,0.10202052754282087,0.26467751043535676,-0.7353224895646433,0.9999991799999334,0.5679521037838253,0.4449378167072576,0.5262435636561378
HU-119,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,Hyogoken-Nambu earthquake,Nishinomiya Expressway 28,6.9,0.65,0.4829309501599276,2.2,6.0,,7.791472258981788,173.07773607729476,2.0,30.0,0,7.791472258981788,0.10681171153854684,0.2211738790052181,-0.7788261209947819,0.9999999734930689,0.7067318914965773,0.7150234354757101,0.7181074122146152
HU-120,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,Hyogoken-Nambu earthquake,"LPG Tank Yard, Kobe",6.9,0.5,0.3728427752582409,1.5,4.0,,4.10156111494118,128.38777651376813,10.0,30.0,1,5.059606506564319,0.08043860835213096,0.2157440446483562,-0.7842559553516438,0.9999999840366394,0.796477064275592,0.6124211347199165,0.7424333871969909
HU-121,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,Hyogoken-Nambu earthquake,"Port Island 1C, Instrumented array",6.9,0.5,0.3480241996807482,3.0,8.6,0.0,6.336850939516328,164.2415919182074,13.0,30.0,1,8.45892275971294,0.11390344843893693,0.3272860006385291,-0.6727139993614709,0.9999718397812057,0.4106433551420365,0.321269718915818,0.32485357391193403
HU-122,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,Hyogoken-Nambu earthquake,"Port Island Common Factory, 1",6.9,0.5,0.3395979099564377,3.2,9.0,3.2,10.672832025302966,202.4912018042085,6.0,30.0,0,10.752626949663258,0.14021488945062827,0.41288501884070633,-0.5871149811592937,0.9992883877953409,0.006071318856783414,0.006463445219773184,-0.05863247391404604
HU-123,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,Hyogoken-Nambu earthquake,"Port Island Common Factory, 2",6.9,0.5,0.3401376267356133,3.2,9.2,3.2,8.069208944680488,181.58786851223485,5.0,30.0,0,8.069208944680488,0.10973177007775979,0.32260991273115913,-0.6773900872688409,0.9999774446505495,0.14470048783040346,0.09624478199085142,0.06074339098289118
HU-124,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,Hyogoken-Nambu earthquake,Port Island Dhole Array 91,6.9,0.5,0.3668879473056111,2.4,7.2,,10.015414196484125,194.1163054392217,10.0,30.0,1,11.101333512144647,0.14447822175954125,0.39379386218755635,-0.6062061378124437,0.9996111574071236,0.31402517596103463,0.30671679645710564,0.26656306537592955
HU-125,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,Hyogoken-Nambu earthquake,Port Island Dhole Array 95,6.9,0.5,0.4056859484228657,2.4,7.8,,6.912305647571342,169.77392518840037,10.0,30.0,1,7.9311271403079475,0.10827450063312198,0.26689241038307376,-0.7331075896169262,0.9999990478422953,0.5571661354285653,0.5166622307647212,0.508558829895651
HU-126,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,Hyogoken-Nambu earthquake,SGK Technical Research Center (TRC) 1,6.9,0.45,0.2358379045071989,7.0,8.5,7.0,7.762769886127884,176.23083218455614,10.0,30.0,0,8.799980777102519,0.11762550262798795,0.49875571475151675,-0.5012442852484833,0.9939384012315693,-0.5716085479315403,-0.6992784646786285,-0.7149554081391833
HU-127,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,Hyogoken-Nambu earthquake,SGK Technical Research Center (TRC) 2,6.9,0.4,0.2192443369456206,7.0,9.0,7.0,5.454384875626908,155.84884100727112,10.0,30.0,0,6.441682073208804,0.093247996097174,0.42531541473886464,-0.5746845852611353,0.9989751525836825,-0.47756993600942266,-0.6657378007440976,-0.6447455635429031
HU-128,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"San Francisco, California earthquake","Coyote creek, SR1",7.9,0.36,0.3467194354963478,2.4,4.6,,6.242111480815118,159.62369013077972,5.0,60.0,1,6.242111480815118,0.09133090424814011,0.2634144351250311,-0.7365855648749688,0.9999992476981443,0.4867597609180933,0.3803081862559851,0.40672857681605273
HU-129,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"San Francisco, California earthquake","Coyote creek, R1-R2",7.9,0.36,0.3351450016197631,2.4,4.2,,9.12150066917335,184.61395314623527,5.0,60.0,1,9.12150066917335,0.1211951984910134,0.36162018799407525,-0.6383798120059248,0.9998777608120091,0.3033683143572659,0.2514004734659108,0.23452625632378526
HU-130,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"San Francisco, California earthquake","Coyote creek, R1-R3",7.9,0.36,0.3351450016197631,2.4,4.2,,10.202201321612858,193.0054964710641,5.0,60.0,1,10.202201321612858,0.1336267148508538,0.3987131367170418,-0.6012868632829582,0.9995431740291837,0.24736834477594077,0.21473883038391472,0.1871879450337936
HU-131,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,"San Francisco, California earthquake","Coyote creek, R2-R3",7.9,0.36,0.3467194354963478,2.4,4.6,,11.443893957381508,203.05072347518305,5.0,60.0,1,11.443893957381508,0.14873406818299095,0.4289752836326294,-0.5710247163673706,0.9988635322698508,0.20579622561603872,0.20384313821925926,0.16174832189969668
HU-132,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,Loma Prieta earthquake,"Coyote creek, SR1",7.0,0.18,0.1277357662777852,2.4,4.6,,6.242111480815118,163.60578072429607,5.0,60.0,0,6.242111480815118,0.09133090424814011,0.7149986797708956,-0.2850013202291044,0.8868130200300771,0.01226455741800207,-0.21050244144313623,-0.20654579048423072
HU-133,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,Loma Prieta earthquake,"Coyote creek, R1-R2",7.0,0.18,0.1238119244687013,2.4,4.2,,9.12150066917335,189.8361654651428,5.0,60.0,0,9.12150066917335,0.1211951984910134,0.9788653153650851,-0.021134684634914858,0.5307003703653452,-0.15973658899407672,-0.3187691122879379,-0.3651028344109207
HU-134,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,Loma Prieta earthquake,"Coyote creek, R1-R3",7.0,0.18,0.1238119244687013,2.4,4.2,,10.202201321612858,198.46508207719472,5.0,60.0,0,10.202201321612858,0.1336267148508538,1.079271769857948,0.07927176985794793,0.39162114605063075,-0.21662927084754907,-0.355430755369934,-0.4137802141091332
HU-135,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,Loma Prieta earthquake,"Coyote creek, R2-R3",7.0,0.18,0.1277357662777852,2.4,4.6,,10.789054834637488,203.3042422235738,5.0,60.0,0,10.789054834637488,0.14065701137858197,1.1011560464020478,0.10115604640204778,0.3641134417130567,-0.23986676044720556,-0.3647527548630413,-0.430492453862137
HU-136,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,Guatemala earthquake,Lake Amatitlan B-1,7.5,0.12,0.1706696223613948,1.6,8.73,0.4,5.988109752072867,168.0630870102725,10.0,22.0,1,6.986947563424915,0.09860190024664528,0.5777355037316171,-0.4222644962683829,0.9760606388586245,0.15481590427154354,-0.022574918063772285,-0.05237953377670276
HU-137,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,Guatemala earthquake,Lake Amatitlan B-2,7.5,0.12,0.1506009571250677,2.51,9.0,1.0,10.0111368587464,205.71315808920528,10.0,22.0,1,11.09696368648857,0.1444243657843144,0.9589870379401113,-0.04101296205988869,0.5600180276555297,-0.23335608555393136,-0.3266771732109863,-0.4323960867399457
HU-138,Hu et al. (2021) gravelly-soil case histories,Hu multi-earthquake external set,Guatemala earthquake,Lake Amatitlan B-4,7.5,0.12,0.140905564237644,3.35,10.8,0.0,8.782300363634159,198.4270195363455,10.0,19.0,0,9.841556334362519,0.1294039476666132,0.9183735813893569,-0.08162641861064313,0.6206020734192185,-0.24246658130620447,-0.35510653143652937,-0.4614099319113639
