case_no,earthquake,site,liquefied,mw,pga,csr75,fc_pct,gc_pct,n120,vs1_ms,dw_m,ds_m,hn_m,dn_m,shallow_groundwater_index,demand_index,dpt_resistance_index,vs_resistance_index,capping_index,dpt_screening_score,vs_screening_score,combined_instrument_score
82.0,"Borah Peak, Idaho earthquake","Pence Ranch, SA-C",1.0,6.9,0.36,0.2249209058751288,4.0,54.0,10.610529361598005,154.99387935690942,1.5,2.1,,,0.5259660073067759,-0.6307561470944324,0.493884399796347,1.1629912905742583,0.460093047575911,-0.0074770924134397315,0.19325497481993364,0.2388083404312205
83.0,"Borah Peak, Idaho earthquake","Pence Ranch, SA-D",1.0,6.9,0.36,0.2212193599019619,4.0,54.0,10.388460826474502,187.1678566665742,1.5,2.1,,,0.5259660073067759,-0.6529486969637429,0.5189958783421148,0.5579926253046578,0.460093047575911,-0.00993029629089913,0.0017687277978637589,0.11506351063219526
84.0,"Borah Peak, Idaho earthquake","Pence Ranch, SA-E",1.0,6.9,0.36,0.214010609587711,4.0,54.0,9.759109020668054,167.37019733172897,1.7,2.3,,,0.4270581070296951,-0.6961686250705785,0.5901628915367552,0.9302673166728791,0.460093047575911,-0.027810740035999246,0.07422058750483791,0.16884329665195896
85.0,"Borah Peak, Idaho earthquake","Pence Ranch, XDXE",1.0,6.9,0.36,0.2578123056945823,4.0,54.0,9.600204571973055,187.6639497147225,1.5,3.4,,,0.5259660073067759,-0.4335563727147187,0.608131784122156,0.5486641040251614,0.460093047575911,0.11553702135517409,0.09769671732607572,0.2078123010194627
86.0,"Borah Peak, Idaho earthquake","Pence Ranch, HY1-C",1.0,6.9,0.35,0.2271884052213453,2.0,49.0,8.100925873009825,136.19654938366793,1.65,2.7,,,0.45178508209896534,-0.6171613970401773,0.7776700073657294,1.5164558136261597,0.460093047575911,0.06894004234022767,0.2905757842183567,0.35618034403290444
87.0,"Borah Peak, Idaho earthquake","Pence Ranch, HY2-C",1.0,6.9,0.35,0.2393587494326959,3.0,57.0,8.774661295518126,135.48683129220427,1.45,2.5,,,0.5506929823760461,-0.5441943252288303,0.7014841010713875,1.529801334881445,0.460093047575911,0.0987010328224474,0.3471962029654646,0.38893232221448076
88.0,"Borah Peak, Idaho earthquake","Pence Ranch, HY3-C",1.0,6.9,0.35,0.222477778563087,7.0,72.0,9.5115061898734,154.92864073323176,1.35,1.95,,,0.6001469325145865,-0.645403871343329,0.6181617846258342,1.1642180360235117,0.460093047575911,0.038050832164965034,0.20186770758426825,0.27361864804141695
89.0,"Borah Peak, Idaho earthquake","Pence Ranch, PH1-C",1.0,6.9,0.35,0.2355454513206437,1.0,49.0,10.360299468873752,146.8254444394176,1.1,1.75,,,0.7237818078609376,-0.5670568829632847,0.5221803606768932,1.3165903366250447,0.460093047575911,0.06923952482057293,0.30756251760501835,0.337045244374221
90.0,"Borah Peak, Idaho earthquake","Pence Ranch, HY1-D",0.0,6.9,0.35,0.2689893300958533,2.0,61.0,24.4754945012574,277.7946138108716,1.65,4.3,,,0.45178508209896534,-0.3665447313049303,-1.0739638973464296,-1.1461506511792847,0.460093047575911,-0.37377262949255885,-0.39542865564241536,-0.45895189686327986
91.0,"Borah Peak, Idaho earthquake","Pence Ranch, HY2-D",0.0,6.9,0.35,0.2877386978258383,5.0,44.0,25.13944055636007,260.0869213341065,1.45,4.55,,,0.5506929823760461,-0.2541332466490378,-1.1490428233590022,-0.8131756443799442,0.460093047575911,-0.3259295591457629,-0.22516940545204545,-0.3482470810209477
92.0,"Borah Peak, Idaho earthquake","Pence Ranch, HY3-D",0.0,6.9,0.35,0.2849960616634742,17.0,54.0,25.888438695667844,300.46844980639054,1.35,4.15,,,0.6001469325145865,-0.2705766706259024,-1.2337394270250137,-1.5725088965961518,0.460093047575911,-0.34884729100744727,-0.4504781318787887,-0.512917460561586
93.0,"Borah Peak, Idaho earthquake","Pence Ranch, BR1-D",0.0,6.9,0.35,0.281874284229938,17.0,54.0,21.50478449866053,250.93500247863184,1.85,6.15,,,0.3528771818218844,-0.2892932290252478,-0.7380364303848405,-0.6410831909376212,0.460093047575911,-0.25801279343364114,-0.22892682159947542,-0.28349646568015663
94.0,"Borah Peak, Idaho earthquake","Pence Ranch, PH1-D",0.0,6.9,0.35,0.2995205000977005,3.0,61.0,27.27899256299247,322.2587282896164,1.1,3.9,,,0.7237818078609376,-0.18349567079179263,-1.3909830616832815,-1.982252748632886,0.460093047575911,-0.332106956410308,-0.5094878624951894,-0.5711096328893779
95.0,"Borah Peak, Idaho earthquake","Whiskey Springs, B.H.1",1.0,6.9,0.6,0.3406143158594608,12.0,67.0,27.395360870066728,275.09501488434194,1.0,1.13,,,0.7732357579994781,0.06288153544154493,-1.404141973389874,-1.0953874604306206,0.460093047575911,-0.2152940970895758,-0.12266774320179975,-0.300245545380867
96.0,"Borah Peak, Idaho earthquake","Whiskey Springs, B.H.2",1.0,6.9,0.35,0.2701708009863527,2.0,48.0,13.107149066667697,202.51562384796307,1.52,3.35,,,0.5160752172790678,-0.35946124460866374,0.21156699663100614,0.269393594782572,0.460093047575911,0.02793223475001226,0.04528021419548203,0.09660037850429246
97.0,"Borah Peak, Idaho earthquake","Whiskey Springs, B.H.3",1.0,6.9,0.6,0.3116105832089174,24.0,39.0,4.9916182990928535,147.8392542042078,7.0,8.08,,,-2.194001250312948,-0.11100980290988338,1.129270068091062,1.2975266831440957,0.460093047575911,-0.12696898856592298,-0.07649200405001284,0.030710321544778305
98.0,"Borah Peak, Idaho earthquake","Whiskey Springs, B.H.4",1.0,6.9,0.6,0.2963560686520955,20.0,42.0,4.928896434859365,151.54042647285135,9.36,11.43,,,-3.3611144735825014,-0.20246796052524121,1.1363626476281579,1.2279299323006876,0.460093047575911,-0.39942003028561596,-0.371949844883857,-0.24722351253577013
99.0,"Borah Peak, Idaho earthquake","Whiskey Springs, WS1B-C1",1.0,6.9,0.5,0.4065940369792722,21.0,59.0,19.57149818813651,250.2379670683553,0.8,2.9,,,0.8721436582765589,0.4584617232682677,-0.519420687805412,-0.6279761545024246,0.460093047575911,0.24791495316320422,0.21534831315410047,0.12841561871643375
100.0,"Borah Peak, Idaho earthquake","Whiskey Springs, WS1B-D",0.0,6.9,0.5,0.4295353427082864,15.0,78.0,15.76414905503484,240.34259402495056,0.8,6.050000000000001,,,0.8721436582765589,0.5960058940415018,-0.08888618628786116,-0.4419038070899617,0.460093047575911,0.4389701804664249,0.3330648942257947,0.2998774482730684
101.0,"Borah Peak, Idaho earthquake","Whiskey Springs, WS2B-C1",1.0,6.9,0.5,0.3022336007010356,30.0,33.0,11.837956096653135,190.59738414804505,2.4,3.35,,,0.08088045605991216,-0.1672293267084157,0.35508715818489206,0.4935038762505579,0.460093047575911,0.07045369402745853,0.11197870944715829,0.1503686861299225
102.0,"Borah Peak, Idaho earthquake","Whiskey Springs, WS3B-C1",1.0,6.9,0.5,0.2522475080810607,21.0,63.0,5.546049240842955,148.1053012955034,6.7,7.25,,,-2.045639399897326,-0.46692001305471376,1.066575095608245,1.292523940288168,0.460093047575911,-0.2762647047928174,-0.2084800513888404,-0.07772542499053682
103.0,"Borah Peak, Idaho earthquake",Whiskey Springs Site 1 Unit C1,1.0,6.9,0.5,0.3970221618704311,20.0,40.0,16.899603496756573,215.83058745559555,0.8,2.4000000000000004,0.8,0.0,0.8721436582765589,0.4010737245143239,-0.21728321397633846,0.019019351859514453,0.460093047575911,0.3127315958726516,0.38362236562340746,0.2981564151907559
104.0,"Borah Peak, Idaho earthquake",Whiskey Springs Site 2 Unit C1,1.0,6.9,0.5,0.3049341243111714,30.0,35.0,13.367051251612937,200.6426770422176,2.4,3.35,1.0,1.4,0.08088045605991216,-0.1510383877532759,0.1821772943140127,0.30461243971091073,-0.6353825130452714,-0.028907120635051495,0.00782342298401792,0.02890147665105698
105.0,"Borah Peak, Idaho earthquake",Whiskey Springs Site 3 Unit C1,1.0,6.9,0.5,0.2521557725181423,20.0,63.0,6.424705864398524,158.2641523201232,6.8,7.3,4.6,2.2,-2.0950933500358664,-0.46747001191184384,0.9672167288804175,1.1014971595015273,-1.261368547685947,-0.4022835840876751,-0.3619994549013423,-0.231958823884227
106.0,"Borah Peak, Idaho earthquake","Larter Ranch, X3X4",1.0,6.9,0.5,0.400887623132484,10.0,61.0,19.342261422157364,240.03499881674983,0.8,2.85,,,0.8721436582765589,0.424249025442061,-0.4934986267282538,-0.43611979448208116,0.460093047575911,0.24029585746455867,0.2575095071384105,0.15999685869676172
107.0,"Borah Peak, Idaho earthquake","Larter Ranch, SA1, 85",1.0,6.9,0.5,0.3765641514242682,10.0,61.0,14.619590345662903,209.72088510149817,0.8,2.85,,,0.8721436582765589,0.27841810431006997,0.04054035069893208,0.13390604223811106,0.460093047575911,0.3348836361833185,0.3628933436450722,0.3297689991300405
108.0,"Borah Peak, Idaho earthquake","Larter Ranch, SA1, 90",1.0,6.9,0.5,0.3860399333868365,10.0,61.0,20.562416272485173,246.5392702916571,0.8,2.85,,,0.8721436582765589,0.3352299783971267,-0.631473564643168,-0.5584259527476918,0.460093047575911,0.15884480491986397,0.18075908848850686,0.07678397299492973
109.0,Hyogoken-Nambu earthquake,Hanshin Expressway 5.3,1.0,6.9,0.5,0.3846859964901116,18.0,40.0,8.676613685939275,180.32636355142284,2.1,5.6,,,0.22924230647553334,0.32711247497604673,0.7125713108962004,0.6866398908658972,0.460093047575911,0.42982512068198336,0.42204569467289244,0.4631847202679381
110.0,Hyogoken-Nambu earthquake,Hanshin Expressway 5.10,1.0,6.9,0.58,0.4534476559149376,16.0,30.0,3.5069543127680967,125.33981411214644,1.8,5.5,,,0.3776041568911546,0.7393717220431332,1.2971556616963595,1.7206055923506827,0.460093047575911,0.8203894571853444,0.9474244363816412,0.9608578372815316
111.0,Hyogoken-Nambu earthquake,Hanshin Expressway 5.14,1.0,6.9,0.63,0.3808301702317817,12.0,50.0,8.401729966220916,178.21919435331262,4.3,6.5,,,-0.8587445965723558,0.3039949405334926,0.7436551230465777,0.7262630478068002,0.460093047575911,0.21114999321836936,0.2059323706464361,0.2516375964217224
112.0,Hyogoken-Nambu earthquake,Hanshin Expressway 5.25,1.0,6.9,0.65,0.4792786718290914,9.0,50.0,7.096561294833737,174.02072813415498,3.2,8.8,,,-0.31475114504841134,0.8942410963546874,0.8912434118238228,0.8052109016677794,0.460093047575911,0.6298359402758694,0.6040261872290564,0.6123296697915743
113.0,Hyogoken-Nambu earthquake,Hanshin Expressway 5.29,1.0,6.9,0.65,0.4995303472980701,12.0,40.0,7.911687591463164,178.40241334076146,2.5,7.2,,,0.031426505921371695,1.015659639050209,0.7990690454800399,0.7228178025456463,0.460093047575911,0.7260575047796759,0.7031821318993577,0.6891481968357803
114.0,Hyogoken-Nambu earthquake,KNK Kainan Port Sub-station (KPS) 1,0.0,6.9,0.12,0.090828425592717,10.0,50.0,5.06116117188896,146.98251562773342,2.0,6.6,2.0,0.0,0.2786962566140738,-1.4347051125643728,1.121406169870365,1.313636773925327,0.460093047575911,-0.230451545991248,-0.17278236477475944,0.06360570306321832
115.0,Hyogoken-Nambu earthquake,KNK Kainan Port Sub-station (KPS) 2,0.0,6.9,0.12,0.0990121363940175,10.0,50.0,6.1761608825450764,168.4,2.0,10.4,2.0,0.0,0.2786962566140738,-1.3856398270349075,0.9953221602779813,0.910902933034556,0.460093047575911,-0.24619737038070366,-0.2715231385537312,-0.024985017098099818
116.0,Hyogoken-Nambu earthquake,Nishinomiya Expressway 3,0.0,6.9,0.63,0.4129399230513459,7.0,50.0,8.191727572200698,178.40889041143822,3.7,7.0,,,-0.5620208957411135,0.49650836489864797,0.7674021640628376,0.7226960078705091,0.460093047575911,0.3642498866538157,0.3508380397961172,0.382398035331769
117.0,Hyogoken-Nambu earthquake,Nishinomiya Expressway 17,0.0,6.9,0.53,0.341713942195281,8.0,50.0,20.959500066813543,239.83365650648796,2.0,3.3,,,0.2786962566140738,0.0694743246361686,-0.6763757439483243,-0.4323337587116717,0.460093047575911,-0.0929053733966111,-0.019692777825615307,-0.1186819832077299
118.0,Hyogoken-Nambu earthquake,Nishinomiya Expressway 23,0.0,6.9,0.63,0.3854521956739417,11.0,40.0,5.959600606460966,148.19538959441442,2.9,4.0,,,-0.16638929463278995,0.33170620789743643,1.0198107656705788,1.2908299221668462,0.460093047575911,0.4449378167072576,0.5262435636561378,0.5679521037838253
119.0,Hyogoken-Nambu earthquake,Nishinomiya Expressway 28,0.0,6.9,0.65,0.4829309501599276,2.0,30.0,7.791472258981788,173.07773607729476,2.2,6.0,,,0.1797883563369929,0.9161382629929659,0.8126629782756046,0.8229429007386214,0.460093047575911,0.7150234354757101,0.7181074122146152,0.7067318914965773
120.0,Hyogoken-Nambu earthquake,"LPG Tank Yard, Kobe",1.0,6.9,0.5,0.3728427752582409,10.0,30.0,4.10156111494118,128.38777651376813,1.5,4.0,,,0.5259660073067759,0.25610666288918543,1.2299176085987746,1.663291783522356,0.460093047575911,0.6124211347199165,0.7424333871969909,0.796477064275592
121.0,Hyogoken-Nambu earthquake,"Port Island 1C, Instrumented array",1.0,6.9,0.5,0.3480241996807482,13.0,30.0,6.336850939516328,164.2415919182074,3.0,8.6,4.0,0.0,-0.21584324477133043,0.10730735573982045,0.9771513513612311,0.9890975346816179,0.460093047575911,0.321269718915818,0.32485357391193403,0.4106433551420365
122.0,Hyogoken-Nambu earthquake,"Port Island Common Factory, 1",0.0,6.9,0.5,0.3395979099564377,6.0,30.0,10.672832025302966,202.4912018042085,3.2,9.0,0.0,3.2,-0.31475114504841134,0.05678769280016797,0.4868392233957316,0.26985282628300084,-2.043851090986792,0.006463445219773184,-0.05863247391404604,0.006071318856783414
123.0,Hyogoken-Nambu earthquake,"Port Island Common Factory, 2",0.0,6.9,0.5,0.3401376267356133,5.0,30.0,8.069208944680488,181.58786851223485,3.2,9.2,0.0,3.2,-0.31475114504841134,0.06002355468706256,0.7812565531356506,0.6629185831091163,-2.043851090986792,0.09624478199085142,0.06074339098289118,0.14470048783040346
124.0,Hyogoken-Nambu earthquake,Port Island Dhole Array 91,1.0,6.9,0.5,0.3668879473056111,10.0,30.0,10.015414196484125,194.1163054392217,2.4,7.2,,,0.08088045605991216,0.2204046029229179,0.5611799385033819,0.4273341682327951,0.460093047575911,0.30671679645710564,0.26656306537592955,0.31402517596103463
125.0,Hyogoken-Nambu earthquake,Port Island Dhole Array 95,1.0,6.9,0.5,0.4056859484228657,10.0,30.0,6.912305647571342,169.77392518840037,2.4,7.8,,,0.08088045605991216,0.4530172952590271,0.9120790143579366,0.8850676781277028,0.460093047575911,0.5166622307647212,0.508558829895651,0.5571661354285653
126.0,Hyogoken-Nambu earthquake,SGK Technical Research Center (TRC) 1,0.0,6.9,0.45,0.2358379045071989,10.0,30.0,7.762769886127884,176.23083218455614,7.0,8.5,0.0,7.0,-2.194001250312948,-0.5653034853358841,0.8159086385386968,0.7636521603368474,-5.017284755530001,-0.6992784646786285,-0.7149554081391833,-0.5716085479315403
127.0,Hyogoken-Nambu earthquake,SGK Technical Research Center (TRC) 2,0.0,6.9,0.4,0.2192443369456206,10.0,30.0,5.454384875626908,155.84884100727112,7.0,9.0,0.0,7.0,-2.194001250312948,-0.664789910275525,1.0769404890632612,1.1469146130672425,-5.017284755530001,-0.6657378007440976,-0.6447455635429031,-0.47756993600942266
128.0,"San Francisco, California earthquake","Coyote creek, SR1",1.0,7.9,0.36,0.3467194354963478,5.0,60.0,6.242111480815118,159.62369013077972,2.4,4.6,,,0.08088045605991216,0.09948466639869029,0.987864475952655,1.0759324444862137,0.460093047575911,0.3803081862559851,0.40672857681605273,0.4867597609180933
129.0,"San Francisco, California earthquake","Coyote creek, R1-R2",1.0,7.9,0.36,0.3351450016197631,5.0,60.0,9.12150066917335,184.61395314623527,2.4,4.2,,,0.08088045605991216,0.030090363889088534,0.6622635537501433,0.6060161632763915,0.460093047575911,0.2514004734659108,0.23452625632378526,0.3033683143572659
130.0,"San Francisco, California earthquake","Coyote creek, R1-R3",1.0,7.9,0.36,0.3351450016197631,5.0,60.0,10.202201321612858,193.0054964710641,2.4,4.2,,,0.08088045605991216,0.030090363889088534,0.5400580768101564,0.4482217923097526,0.460093047575911,0.21473883038391472,0.1871879450337936,0.24736834477594077
131.0,"San Francisco, California earthquake","Coyote creek, R2-R3",1.0,7.9,0.36,0.3467194354963478,5.0,60.0,11.443893957381508,203.05072347518305,2.4,4.6,,,0.08088045605991216,0.09948466639869029,0.3996476491635688,0.2593315947650268,0.460093047575911,0.20384313821925926,0.16174832189969668,0.20579622561603872
132.0,Loma Prieta earthquake,"Coyote creek, SR1",0.0,7.0,0.18,0.1277357662777852,5.0,60.0,6.242111480815118,163.60578072429607,2.4,4.6,,,0.08088045605991216,-1.2134278395993572,0.987864475952655,1.0010533124823402,0.460093047575911,-0.21050244144313623,-0.20654579048423072,0.01226455741800207
133.0,Loma Prieta earthquake,"Coyote creek, R1-R2",0.0,7.0,0.18,0.1238119244687013,5.0,60.0,9.12150066917335,189.8361654651428,2.4,4.2,,,0.08088045605991216,-1.236953160008353,0.6622635537501433,0.5078178133402007,0.460093047575911,-0.3187691122879379,-0.3651028344109207,-0.15973658899407672
134.0,Loma Prieta earthquake,"Coyote creek, R1-R3",0.0,7.0,0.18,0.1238119244687013,5.0,60.0,10.202201321612858,198.46508207719472,2.4,4.2,,,0.08088045605991216,-1.236953160008353,0.5400580768101564,0.3455598810128257,0.460093047575911,-0.355430755369934,-0.4137802141091332,-0.21662927084754907
135.0,Loma Prieta earthquake,"Coyote creek, R2-R3",0.0,7.0,0.18,0.1277357662777852,5.0,60.0,10.789054834637488,203.3042422235738,2.4,4.6,,,0.08088045605991216,-1.2134278395993572,0.47369676455297133,0.2545644345559858,0.460093047575911,-0.3647527548630413,-0.430492453862137,-0.23986676044720556
136.0,Guatemala earthquake,Lake Amatitlan B-1,1.0,7.5,0.12,0.1706696223613948,10.0,22.0,5.988109752072867,168.0630870102725,1.6,8.73,0.5,0.4,0.47651205716823547,-0.9560187059226748,1.0165869555166855,0.9172382364735839,0.14710003025557317,-0.022574918063772285,-0.05237953377670276,0.15481590427154354
137.0,Guatemala earthquake,Lake Amatitlan B-2,1.0,7.5,0.12,0.1506009571250677,10.0,22.0,10.0111368587464,205.71315808920528,2.51,9.0,0.5,1.0,0.026481110907517754,-1.0763400141804351,0.5616636192498421,0.20926724081997777,-0.3223894957249336,-0.3266771732109863,-0.4323960867399457,-0.23335608555393136
138.0,Guatemala earthquake,Lake Amatitlan B-4,0.0,7.5,0.12,0.140905564237644,10.0,19.0,8.782300363634159,198.4270195363455,3.35,10.8,3.6,0.0,-0.38893207025622195,-1.1344685614729657,0.7006202763291801,0.34627560807973157,0.460093047575911,-0.35510653143652937,-0.4614099319113639,-0.24246658130620447
139.0,Chi-Chi earthquake,"NanTou, B-1",0.0,7.6,0.428,0.4088068754440023,15.3,41.0,10.612683296400403,190.8039727142075,1.5,5.0,0.0,1.5,0.5259660073067759,0.471728755026686,0.49364083315351154,0.48961919001530346,-0.7136307673753559,0.42988185280064956,0.42867535985918714,0.4312687319856905
140.0,Chi-Chi earthquake,"NanTou, B-2",0.0,7.6,0.428,0.4416732242790947,20.5,45.0,13.98570841446936,223.2562272438651,1.8,7.3,5.8,0.0,0.3776041568911546,0.6687783366967216,0.11221962983167315,-0.12061219314460339,0.460093047575911,0.4331416242200532,0.36329207732717017,0.330919388938293
141.0,Chi-Chi earthquake,"NanTou, BH-2",0.0,7.6,0.428,0.4182674755173138,19.0,13.0,14.153537983582453,222.1474788600151,1.7,7.2,0.0,1.7,0.4270581070296951,0.5284496063797596,0.09324148589162778,-0.09976331624346924,-0.8701272760355249,0.3076800262425429,0.24977858560201383,0.2255582537667103
142.0,Chi-Chi earthquake,"NanTou, BH-3",0.0,7.6,0.428,0.3677561897979204,16.0,45.0,18.540287312031467,269.7576224395867,4.0,17.2,1.4,0.0,-0.7103827461567347,0.22561013459776663,-0.4028115077742447,-0.9950232662864619,0.460093047575911,-0.13839078861582976,-0.3160543161694949,-0.3196753045554744
143.0,Chi-Chi earthquake,"NanTou, BH-4",0.0,7.6,0.428,0.3139407843082483,19.0,46.0,8.466390846060602,178.47472291230758,5.0,7.2,0.0,5.0,-1.2049222475421388,-0.09703912566386244,0.7363432798989579,0.7214580951693847,-3.452319668928312,-0.23636505553389414,-0.2408306109527661,-0.15600385192352673
144.0,Chi-Chi earthquake,"NanTou, BH-5",0.0,7.6,0.428,0.3916593575999714,22.0,9.0,18.75810561399868,273.2833339170392,2.8,17.8,4.6,0.0,-0.11693534449424949,0.3689211314966275,-0.42744237055578754,-1.061320656797262,0.460093047575911,0.037399381486691766,-0.15276410438575055,-0.16901262596684463
145.0,Chi-Chi earthquake,"NanTou, BH-6",1.0,7.6,0.428,0.4121732152971303,14.0,53.0,7.105907793466519,164.1855606686489,1.2,3.3,1.2,0.0,0.6743278577223972,0.4919115828529938,0.8901865110802545,0.9901511448980367,0.460093047575911,0.6462863895311985,0.6762757796765332,0.7061068091174811
146.0,Chi-Chi earthquake,"NanTou, BH-7",0.0,7.6,0.428,0.4311931724967988,20.0,42.0,17.514658851430415,263.8170383100094,0.65,16.2,1.8,0.0,0.9463245834843695,0.6059453816294168,-0.2868335864987766,-0.8833166707752995,0.460093047575911,0.3988949148592741,0.21994998957631717,0.19032040119115012
147.0,Chi-Chi earthquake,"NanTou, BH-8",0.0,7.6,0.428,0.3345767174179833,11.0,57.0,11.67431253698141,200.23943464902536,5.0,8.8,4.3,0.7000000000000002,-1.2049222475421388,0.02668322655259061,0.37359194876931334,0.31219499959504865,-0.08764473273468033,-0.12128164956570203,-0.13970073431798144,-0.0988701671788827
148.0,Chi-Chi earthquake,"NanTou, BH-9",0.0,7.6,0.428,0.2888142208769889,26.0,2.0,15.859577884583391,248.1366946529488,9.6,16.2,1.4,0.0,-3.4798039539149985,-0.24768496824826144,-0.09967726483720825,-0.5884638805161158,0.460093047575911,-0.8143175535670844,-0.9609535382707566,-0.8972741063617605
149.0,Chi-Chi earthquake,"NanTou, BH-10",0.0,7.6,0.428,0.3812479804202934,16.0,46.0,12.10803776562107,203.68183047332235,2.4,5.8,0.0,2.4,0.08088045605991216,0.3064999137289273,0.3245463612542438,0.2474642745440392,-1.417865056346116,0.1805717079489671,0.1574470819359057,0.1669599353594578
150.0,Chi-Chi earthquake,"NanTou, BH-14",0.0,7.6,0.428,0.4135822002969292,16.0,55.0,6.4640108573165,165.92512000065707,1.5,18.8,9.0,0.0,0.5259660073067759,0.5003591261497194,0.9627721258399536,0.9574405146923615,0.460093047575911,0.6421910983595106,0.640591615015233,0.6873660760990156
151.0,Chi-Chi earthquake,"WuFeng, BH-2",0.0,7.6,0.789,0.50914779660298,,31.0,17.352612018682944,236.9123230985558,5.1,5.1,0.0,5.1,-1.254376197680679,1.0733208770469835,-0.26850935356913336,-0.37740107831609176,-3.530567923258396,-0.024962047098653073,-0.057629564522740595,-0.18092341510965648
152.0,Chi-Chi earthquake,"WuFeng, BH-3",0.0,7.6,0.789,0.8212623697697617,16.0,5.0,16.05892721413021,247.73391500357343,1.3,11.0,0.0,1.3,0.6248739075838567,2.944597981304101,-0.12221965882942376,-0.5808900220551461,-0.557134258715187,1.3855212625190303,1.2479201535513136,0.9871054258605333
153.0,Chi-Chi earthquake,"WuFeng, BH-14",1.0,7.6,0.79,0.6813170288019774,21.0,18.0,10.778703317446816,198.98435791979117,3.5,7.0,,,-0.46311299546403256,2.1055582987176233,0.4748673126529313,0.3357954310458885,0.460093047575911,1.020343481504799,0.9786219170226863,0.8294600065769212
154.0,Chi-Chi earthquake,WuFeng -Fu Tin Bridge,1.0,7.6,0.79,0.5651973378304992,3.0,53.0,10.03047863463204,189.71013921878995,4.5,5.5,0.5,0.0,-0.9576524968494368,1.4093648564709302,0.5594764539681009,0.5101876077270924,0.460093047575911,0.633531274611257,0.6187446207389545,0.5386846651127725
155.0,Chi-Chi earthquake,"YuanLin, BH-02",0.0,7.6,0.19,0.1416456942110079,28.0,47.0,13.62386374629818,234.91514275990477,7.0,16.2,3.6,0.0,-2.194001250312948,-1.1300311260168834,0.15313697373466076,-0.33984614913972305,0.460093047575911,-0.8783685122709933,-1.0262634491333087,-0.8486483268707157
156.0,Chi-Chi earthquake,"YuanLin, BH-14",0.0,7.6,0.19,0.1964303063223503,15.0,45.0,16.46605502473132,251.9868778319351,1.6,12.8,0.5,0.0,0.47651205716823547,-0.8015710055252295,-0.1682576140742286,-0.6608626287936704,0.460093047575911,-0.29287717289617926,-0.44065867731201175,-0.32806683669496745
157.0,Chi-Chi earthquake,"YuanLin, BH-40",0.0,7.6,0.19,0.1893241002638528,10.0,55.0,14.555395965169508,225.18149448559137,1.2,12.2,0.0,1.2,0.6743278577223972,-0.8441761314585637,0.047799442166447895,-0.15681487024358243,-0.4788860043851025,-0.25461815518119496,-0.3160024489042041,-0.2063434603006999
158.0,Tohoku earthquake,"Chiba-ken, CH350",0.0,9.0,0.143,0.2944883066326166,0.0,33.0,16.366468259941012,264.1037674511702,0.32,19.75,2.9,0.0,1.109522618941553,-0.21366609288987223,-0.15699635679577856,-0.8887083183800257,0.460093047575911,0.10166052732793009,-0.11785306114734408,-0.03901489137950999
159.0,Tohoku earthquake,"Chiba-ken, CH344",0.0,9.0,0.196,0.3656098431980661,0.0,33.0,17.190179987393886,256.75822106634706,1.75,12.6,1.6,0.0,0.40233113196042486,0.2127417535755154,-0.2501415624428841,-0.7505828477326966,0.460093047575911,0.12416219914699723,-0.025970186439946516,-0.02221438951280523
160.0,Tohoku earthquake,"Gunma-ken, GU001",0.0,9.0,0.177,0.1969905978202299,4.0,55.0,9.513590420144675,178.43014859144245,11.7,12.25,2.0,0.0,-4.518336906824347,-0.798211788295947,0.6179261001615202,0.722296269584974,0.460093047575911,-1.054480203670794,-1.0231691528437579,-0.8919923809403565
161.0,Tohoku earthquake,"Gunma-ken, GU002",0.0,9.0,0.177,0.1930195018820316,8.0,37.0,11.592563804645094,207.7108651585342,8.5,9.25,2.95,1.25,-2.935810502391054,-0.8220204199550272,0.38283608386060586,0.17170240701310527,-0.5180101315501447,-0.8681209708772984,-0.9314610739315486,-0.7898620558652353
162.0,Tohoku earthquake,"Gunma-ken, GU003",0.0,9.0,0.201,0.2741855922835556,17.0,,14.974252356659893,245.54918395432608,9.0,16.25,1.2,0.0,-3.183080253083756,-0.3353906382393419,0.0004352206533961464,-0.5398083940038123,0.460093047575911,-0.7644066192496407,-0.9264797036468033,-0.8388727562918087
163.0,Tohoku earthquake,"Ibaraki-ken, IB014",0.0,9.0,0.201,0.3904415844644386,0.0,33.0,15.608237864661518,246.48669959126312,1.15,12.25,3.9,0.0,0.6990548327916675,0.36161999536709405,-0.07125577093015464,-0.5574374146112803,0.460093047575911,0.304167885573275,0.15831339246893728,0.16364398020732496
164.0,Tohoku earthquake,"Ibaraki-ken, IB021",1.0,9.0,0.356,0.4730832635504608,7.0,13.0,8.538158845330939,181.7330596428128,4.5,7.25,5.55,0.0,-0.9576524968494368,0.8570966415293391,0.7282277646912431,0.6601884127182066,0.460093047575911,0.43563597110448365,0.41522416551257274,0.4091412130260668
165.0,Tohoku earthquake,"Ibaraki-ken, IB022",1.0,9.0,0.38,0.6178458179231237,7.3,33.0,12.748997244355133,223.88570577179627,3.61,11.25,4.7,0.0,-0.5175123406164269,1.725017837271092,0.2520667540465614,-0.1324488916524942,0.460093047575911,0.7713802372414701,0.6560255435317534,0.5471819997792059
