site_id,calibration_period,validation_period,beta0,beta1,beta2,beta3,beta4,sigma_residual,ar1_phi,rmse_m,n_obs,t0_decimal_year,event_decimal_year,period_years
Nisqually_PRJ3758,CPT report dates 1987-2003,2001-02-28 event via spatial CV,2.3320761307854623,-0.05260790740915367,-0.10645702943319732,0.1483212540722711,0.2946918321376284,1.1545324065422857,-0.22540706109189312,1.0272527374298341,24,1993.8896655188764,2001.158904109589,1.0
