holdout_family,site_id,site_family,model_name,pf,observed_liquefaction,validation_protocol,holdout_family_pair,validation_split,wtd_event_site_adjusted_m,qc10_mpa,ic_median,theta_z_m,year,layer_id,csr,crr,fs,beta_equivalent,critical_layer_rank,notes
,Boeing_Field_01,Boeing Field,M1_nonstationary_groundwater_only,0.8818181995763993,1,exhaustive paired-family spatial holdout,Boeing Field+UW,,1.9223068068509113,1.398507877,1.2964777449343137,0.5819327731092436,2001,site_screening_profile,,,,-1.184124960469509,,spatial cross-fitted site-calibrated probability
,UW_01,UW,M1_nonstationary_groundwater_only,0.024907020620780176,0,exhaustive paired-family spatial holdout,Boeing Field+UW,,0.5507068068509109,0.7959499179999999,1.5380189688870525,0.25,2001,site_screening_profile,,,,1.9615573555367392,,spatial cross-fitted site-calibrated probability
,UW_02,UW,M1_nonstationary_groundwater_only,0.024907020620780176,0,exhaustive paired-family spatial holdout,Boeing Field+UW,,0.5507068068509109,1.719556334,1.5967717826547696,0.4159663865546218,2001,site_screening_profile,,,,1.9615573555367392,,spatial cross-fitted site-calibrated probability
,UW_03,UW,M1_nonstationary_groundwater_only,0.016722367497003832,0,exhaustive paired-family spatial holdout,Boeing Field+UW,,2.2271068068509114,1.1952670170000002,1.6888814994498453,0.4159663865546218,2001,site_screening_profile,,,,2.1267033982399055,,spatial cross-fitted site-calibrated probability
,UW_04,UW,M1_nonstationary_groundwater_only,0.015431981347225749,0,exhaustive paired-family spatial holdout,Boeing Field+UW,,2.2271068068509114,0.6443501810000001,1.9662055309267457,0.5819327731092436,2001,site_screening_profile,,,,2.158822210326839,,spatial cross-fitted site-calibrated probability
,Boeing_Field_01,Boeing Field,M2_nonstationary_groundwater_gradation,0.894683380973069,1,exhaustive paired-family spatial holdout,Boeing Field+UW,,1.9223068068509113,1.398507877,1.2964777449343137,0.5819327731092436,2001,site_screening_profile,,,,-1.2518260984026004,,spatial cross-fitted site-calibrated probability
,UW_01,UW,M2_nonstationary_groundwater_gradation,0.0029241888630267138,0,exhaustive paired-family spatial holdout,Boeing Field+UW,,0.5507068068509109,0.7959499179999999,1.5380189688870525,0.25,2001,site_screening_profile,,,,2.7561633742071376,,spatial cross-fitted site-calibrated probability
,UW_02,UW,M2_nonstationary_groundwater_gradation,0.009210715067828112,0,exhaustive paired-family spatial holdout,Boeing Field+UW,,0.5507068068509109,1.719556334,1.5967717826547696,0.4159663865546218,2001,site_screening_profile,,,,2.357036619965908,,spatial cross-fitted site-calibrated probability
,UW_03,UW,M2_nonstationary_groundwater_gradation,0.0020797065226702306,0,exhaustive paired-family spatial holdout,Boeing Field+UW,,2.2271068068509114,1.1952670170000002,1.6888814994498453,0.4159663865546218,2001,site_screening_profile,,,,2.865811903315619,,spatial cross-fitted site-calibrated probability
,UW_04,UW,M2_nonstationary_groundwater_gradation,0.0001365903089980114,0,exhaustive paired-family spatial holdout,Boeing Field+UW,,2.2271068068509114,0.6443501810000001,1.9662055309267457,0.5819327731092436,2001,site_screening_profile,,,,3.6394880461828967,,spatial cross-fitted site-calibrated probability
,Boeing_Field_01,Boeing Field,M3_full_nonstationary_random_field,0.9395238378544514,1,exhaustive paired-family spatial holdout,Boeing Field+UW,,1.9223068068509113,1.398507877,1.2964777449343137,0.5819327731092436,2001,site_screening_profile,,,,-1.5507887216804586,,spatial cross-fitted site-calibrated probability
,UW_01,UW,M3_full_nonstationary_random_field,0.01245996124069782,0,exhaustive paired-family spatial holdout,Boeing Field+UW,,0.5507068068509109,0.7959499179999999,1.5380189688870525,0.25,2001,site_screening_profile,,,,2.2426417998122234,,spatial cross-fitted site-calibrated probability
,UW_02,UW,M3_full_nonstationary_random_field,0.02315297443452328,0,exhaustive paired-family spatial holdout,Boeing Field+UW,,0.5507068068509109,1.719556334,1.5967717826547696,0.4159663865546218,2001,site_screening_profile,,,,1.9925937615236393,,spatial cross-fitted site-calibrated probability
,UW_03,UW,M3_full_nonstationary_random_field,0.005111011113009843,0,exhaustive paired-family spatial holdout,Boeing Field+UW,,2.2271068068509114,1.1952670170000002,1.6888814994498453,0.4159663865546218,2001,site_screening_profile,,,,2.5682269009827396,,spatial cross-fitted site-calibrated probability
,UW_04,UW,M3_full_nonstationary_random_field,0.0003083484011540085,0,exhaustive paired-family spatial holdout,Boeing Field+UW,,2.2271068068509114,0.6443501810000001,1.9662055309267457,0.5819327731092436,2001,site_screening_profile,,,,3.4241627316009153,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_01,Capitol Lake,M0_static_stationary,0.9818219217538597,1,exhaustive paired-family spatial holdout,Capitol Lake+Blair Waterway,,0.3983068068509108,0.613018245,0.9370306449834089,0.9138655462184874,2001,site_screening_profile,,,,-2.0929215688979967,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_02,Capitol Lake,M0_static_stationary,0.9739765342744522,1,exhaustive paired-family spatial holdout,Capitol Lake+Blair Waterway,,1.312706806850911,2.862798169,1.4626195182998374,0.4159663865546218,2001,site_screening_profile,,,,-1.9427453702462052,,spatial cross-fitted site-calibrated probability
,Blair_Waterway_01,Blair Waterway,M0_static_stationary,0.0011814232614492676,0,exhaustive paired-family spatial holdout,Capitol Lake+Blair Waterway,,2.836706806850911,0.379904905,1.6811157274605733,0.9138655462184874,2001,site_screening_profile,,,,3.0403738499547797,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_01,Capitol Lake,M1_nonstationary_groundwater_only,0.9843314533587305,1,exhaustive paired-family spatial holdout,Capitol Lake+Blair Waterway,,0.3983068068509108,0.613018245,0.9370306449834089,0.9138655462184874,2001,site_screening_profile,,,,-2.1527657484854554,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_02,Capitol Lake,M1_nonstationary_groundwater_only,0.9757962544726405,1,exhaustive paired-family spatial holdout,Capitol Lake+Blair Waterway,,1.312706806850911,2.862798169,1.4626195182998374,0.4159663865546218,2001,site_screening_profile,,,,-1.9737736081998272,,spatial cross-fitted site-calibrated probability
,Blair_Waterway_01,Blair Waterway,M1_nonstationary_groundwater_only,0.0011842939361228098,0,exhaustive paired-family spatial holdout,Capitol Lake+Blair Waterway,,2.836706806850911,0.379904905,1.6811157274605733,0.9138655462184874,2001,site_screening_profile,,,,3.039642924901944,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_01,Capitol Lake,M2_nonstationary_groundwater_gradation,0.9928344240779869,1,exhaustive paired-family spatial holdout,Capitol Lake+Blair Waterway,,0.3983068068509108,0.613018245,0.9370306449834089,0.9138655462184874,2001,site_screening_profile,,,,-2.448854018140466,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_02,Capitol Lake,M2_nonstationary_groundwater_gradation,0.9950037565819273,1,exhaustive paired-family spatial holdout,Capitol Lake+Blair Waterway,,1.312706806850911,2.862798169,1.4626195182998374,0.4159663865546218,2001,site_screening_profile,,,,-2.5760891864152122,,spatial cross-fitted site-calibrated probability
,Blair_Waterway_01,Blair Waterway,M2_nonstationary_groundwater_gradation,4.9500262035653365e-05,0,exhaustive paired-family spatial holdout,Capitol Lake+Blair Waterway,,2.836706806850911,0.379904905,1.6811157274605733,0.9138655462184874,2001,site_screening_profile,,,,3.893028481526896,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_01,Capitol Lake,M3_full_nonstationary_random_field,0.9919497974890042,1,exhaustive paired-family spatial holdout,Capitol Lake+Blair Waterway,,0.3983068068509108,0.613018245,0.9370306449834089,0.9138655462184874,2001,site_screening_profile,,,,-2.406631532857597,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_02,Capitol Lake,M3_full_nonstationary_random_field,0.9979919904506095,1,exhaustive paired-family spatial holdout,Capitol Lake+Blair Waterway,,1.312706806850911,2.862798169,1.4626195182998374,0.4159663865546218,2001,site_screening_profile,,,,-2.8769007325067117,,spatial cross-fitted site-calibrated probability
,Blair_Waterway_01,Blair Waterway,M3_full_nonstationary_random_field,3.1881424792234966e-05,0,exhaustive paired-family spatial holdout,Capitol Lake+Blair Waterway,,2.836706806850911,0.379904905,1.6811157274605733,0.9138655462184874,2001,site_screening_profile,,,,3.998434392510882,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_01,Capitol Lake,M0_static_stationary,0.9810842689270748,1,exhaustive paired-family spatial holdout,Capitol Lake+Bush School,,0.3983068068509108,0.613018245,0.9370306449834089,0.9138655462184874,2001,site_screening_profile,,,,-2.076676119115231,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_02,Capitol Lake,M0_static_stationary,0.9730403258813788,1,exhaustive paired-family spatial holdout,Capitol Lake+Bush School,,1.312706806850911,2.862798169,1.4626195182998374,0.4159663865546218,2001,site_screening_profile,,,,-1.9274839350344923,,spatial cross-fitted site-calibrated probability
,Bush_School_01,Bush School,M0_static_stationary,0.004980886078250808,0,exhaustive paired-family spatial holdout,Capitol Lake+Bush School,,2.836706806850911,2.440316754,1.809845139010806,0.5819327731092436,2001,site_screening_profile,,,,2.577153430956271,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_01,Capitol Lake,M1_nonstationary_groundwater_only,0.983730738783282,1,exhaustive paired-family spatial holdout,Capitol Lake+Bush School,,0.3983068068509108,0.613018245,0.9370306449834089,0.9138655462184874,2001,site_screening_profile,,,,-2.1377317332270023,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_02,Capitol Lake,M1_nonstationary_groundwater_only,0.9749604536635076,1,exhaustive paired-family spatial holdout,Capitol Lake+Bush School,,1.312706806850911,2.862798169,1.4626195182998374,0.4159663865546218,2001,site_screening_profile,,,,-1.959287791667412,,spatial cross-fitted site-calibrated probability
,Bush_School_01,Bush School,M1_nonstationary_groundwater_only,0.004940206399738719,0,exhaustive paired-family spatial holdout,Capitol Lake+Bush School,,2.836706806850911,2.440316754,1.809845139010806,0.5819327731092436,2001,site_screening_profile,,,,2.5799866733842585,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_01,Capitol Lake,M2_nonstationary_groundwater_gradation,0.9925422390539463,1,exhaustive paired-family spatial holdout,Capitol Lake+Bush School,,0.3983068068509108,0.613018245,0.9370306449834089,0.9138655462184874,2001,site_screening_profile,,,,-2.4344237540075344,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_02,Capitol Lake,M2_nonstationary_groundwater_gradation,0.9949483817355573,1,exhaustive paired-family spatial holdout,Capitol Lake+Bush School,,1.312706806850911,2.862798169,1.4626195182998374,0.4159663865546218,2001,site_screening_profile,,,,-2.5722758173190527,,spatial cross-fitted site-calibrated probability
,Bush_School_01,Bush School,M2_nonstationary_groundwater_gradation,0.0034879443247149834,0,exhaustive paired-family spatial holdout,Capitol Lake+Bush School,,2.836706806850911,2.440316754,1.809845139010806,0.5819327731092436,2001,site_screening_profile,,,,2.6979931002665487,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_01,Capitol Lake,M3_full_nonstationary_random_field,0.9915999897443273,1,exhaustive paired-family spatial holdout,Capitol Lake+Bush School,,0.3983068068509108,0.613018245,0.9370306449834089,0.9138655462184874,2001,site_screening_profile,,,,-2.391055337532007,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_02,Capitol Lake,M3_full_nonstationary_random_field,0.9978696041000348,1,exhaustive paired-family spatial holdout,Capitol Lake+Bush School,,1.312706806850911,2.862798169,1.4626195182998374,0.4159663865546218,2001,site_screening_profile,,,,-2.858179582381973,,spatial cross-fitted site-calibrated probability
,Bush_School_01,Bush School,M3_full_nonstationary_random_field,0.003720588012612849,0,exhaustive paired-family spatial holdout,Capitol Lake+Bush School,,2.836706806850911,2.440316754,1.809845139010806,0.5819327731092436,2001,site_screening_profile,,,,2.6764270623386626,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_01,Capitol Lake,M0_static_stationary,0.9829685324754744,1,exhaustive paired-family spatial holdout,Capitol Lake+Discovery Park,,0.3983068068509108,0.613018245,0.9370306449834089,0.9138655462184874,2001,site_screening_profile,,,,-2.119325890851995,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_02,Capitol Lake,M0_static_stationary,0.9754479568557113,1,exhaustive paired-family spatial holdout,Capitol Lake+Discovery Park,,1.312706806850911,2.862798169,1.4626195182998374,0.4159663865546218,2001,site_screening_profile,,,,-1.9676867935423181,,spatial cross-fitted site-calibrated probability
,Discovery_Park_01,Discovery Park,M0_static_stationary,0.00016101196072194218,0,exhaustive paired-family spatial holdout,Capitol Lake+Discovery Park,,3.7511068068509106,1.15928218,1.4801561127306821,0.7478991596638656,2001,site_screening_profile,,,,3.5969067013534746,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_01,Capitol Lake,M1_nonstationary_groundwater_only,0.9852511352249105,1,exhaustive paired-family spatial holdout,Capitol Lake+Discovery Park,,0.3983068068509108,0.613018245,0.9370306449834089,0.9138655462184874,2001,site_screening_profile,,,,-2.176770039035975,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_02,Capitol Lake,M1_nonstationary_groundwater_only,0.9771025216891744,1,exhaustive paired-family spatial holdout,Capitol Lake+Discovery Park,,1.312706806850911,2.862798169,1.4626195182998374,0.4159663865546218,2001,site_screening_profile,,,,-1.9972783247148522,,spatial cross-fitted site-calibrated probability
,Discovery_Park_01,Discovery Park,M1_nonstationary_groundwater_only,0.00015183460737484004,0,exhaustive paired-family spatial holdout,Capitol Lake+Discovery Park,,3.7511068068509106,1.15928218,1.4801561127306821,0.7478991596638656,2001,site_screening_profile,,,,3.6121496607335066,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_01,Capitol Lake,M2_nonstationary_groundwater_gradation,0.9932452993987766,1,exhaustive paired-family spatial holdout,Capitol Lake+Discovery Park,,0.3983068068509108,0.613018245,0.9370306449834089,0.9138655462184874,2001,site_screening_profile,,,,-2.4700504138916726,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_02,Capitol Lake,M2_nonstationary_groundwater_gradation,0.9949996285558519,1,exhaustive paired-family spatial holdout,Capitol Lake+Discovery Park,,1.312706806850911,2.862798169,1.4626195182998374,0.4159663865546218,2001,site_screening_profile,,,,-2.5758036162417968,,spatial cross-fitted site-calibrated probability
,Discovery_Park_01,Discovery Park,M2_nonstationary_groundwater_gradation,0.00014870589959343775,0,exhaustive paired-family spatial holdout,Capitol Lake+Discovery Park,,3.7511068068509106,1.15928218,1.4801561127306821,0.7478991596638656,2001,site_screening_profile,,,,3.617543985712481,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_01,Capitol Lake,M3_full_nonstationary_random_field,0.992379396481828,1,exhaustive paired-family spatial holdout,Capitol Lake+Discovery Park,,0.3983068068509108,0.613018245,0.9370306449834089,0.9138655462184874,2001,site_screening_profile,,,,-2.426596246946603,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_02,Capitol Lake,M3_full_nonstationary_random_field,0.9981713804271268,1,exhaustive paired-family spatial holdout,Capitol Lake+Discovery Park,,1.312706806850911,2.862798169,1.4626195182998374,0.4159663865546218,2001,site_screening_profile,,,,-2.9063057339078835,,spatial cross-fitted site-calibrated probability
,Discovery_Park_01,Discovery Park,M3_full_nonstationary_random_field,7.509848572369948e-05,0,exhaustive paired-family spatial holdout,Capitol Lake+Discovery Park,,3.7511068068509106,1.15928218,1.4801561127306821,0.7478991596638656,2001,site_screening_profile,,,,3.7907435518122328,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_01,Capitol Lake,M0_static_stationary,0.9963711382621011,1,exhaustive paired-family spatial holdout,Capitol Lake+Duwamish,,0.3983068068509108,0.613018245,0.9370306449834089,0.9138655462184874,2001,site_screening_profile,,,,-2.684781507895932,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_02,Capitol Lake,M0_static_stationary,0.9943170549445484,1,exhaustive paired-family spatial holdout,Capitol Lake+Duwamish,,1.312706806850911,2.862798169,1.4626195182998374,0.4159663865546218,2001,site_screening_profile,,,,-2.5312435391836217,,spatial cross-fitted site-calibrated probability
,Duwamish_01,Duwamish,M0_static_stationary,0.9127948220809275,0,exhaustive paired-family spatial holdout,Capitol Lake+Duwamish,,2.0747068068509114,0.6128752270000001,1.519316410569255,1.245798319327731,2001,site_screening_profile,,,,-1.3581680825079192,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_01,Capitol Lake,M1_nonstationary_groundwater_only,0.9979486692645015,1,exhaustive paired-family spatial holdout,Capitol Lake+Duwamish,,0.3983068068509108,0.613018245,0.9370306449834089,0.9138655462184874,2001,site_screening_profile,,,,-2.8701584570255836,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_02,Capitol Lake,M1_nonstationary_groundwater_only,0.9959819273063096,1,exhaustive paired-family spatial holdout,Capitol Lake+Duwamish,,1.312706806850911,2.862798169,1.4626195182998374,0.4159663865546218,2001,site_screening_profile,,,,-2.65054738440499,,spatial cross-fitted site-calibrated probability
,Duwamish_01,Duwamish,M1_nonstationary_groundwater_only,0.9237421515470922,0,exhaustive paired-family spatial holdout,Capitol Lake+Duwamish,,2.0747068068509114,0.6128752270000001,1.519316410569255,1.245798319327731,2001,site_screening_profile,,,,-1.4307018008184968,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_01,Capitol Lake,M2_nonstationary_groundwater_gradation,0.9956371646682279,1,exhaustive paired-family spatial holdout,Capitol Lake+Duwamish,,0.3983068068509108,0.613018245,0.9370306449834089,0.9138655462184874,2001,site_screening_profile,,,,-2.622619324445832,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_02,Capitol Lake,M2_nonstationary_groundwater_gradation,0.9959253362839637,1,exhaustive paired-family spatial holdout,Capitol Lake+Duwamish,,1.312706806850911,2.862798169,1.4626195182998374,0.4159663865546218,2001,site_screening_profile,,,,-2.6458195566068996,,spatial cross-fitted site-calibrated probability
,Duwamish_01,Duwamish,M2_nonstationary_groundwater_gradation,0.5189748467750952,0,exhaustive paired-family spatial holdout,Capitol Lake+Duwamish,,2.0747068068509114,0.6128752270000001,1.519316410569255,1.245798319327731,2001,site_screening_profile,,,,-0.04758083466415908,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_01,Capitol Lake,M3_full_nonstationary_random_field,0.9964076505523608,1,exhaustive paired-family spatial holdout,Capitol Lake+Duwamish,,0.3983068068509108,0.613018245,0.9370306449834089,0.9138655462184874,2001,site_screening_profile,,,,-2.688159872018704,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_02,Capitol Lake,M3_full_nonstationary_random_field,0.9942061894276036,1,exhaustive paired-family spatial holdout,Capitol Lake+Duwamish,,1.312706806850911,2.862798169,1.4626195182998374,0.4159663865546218,2001,site_screening_profile,,,,-2.5244599385084476,,spatial cross-fitted site-calibrated probability
,Duwamish_01,Duwamish,M3_full_nonstationary_random_field,0.7104583449681607,0,exhaustive paired-family spatial holdout,Capitol Lake+Duwamish,,2.0747068068509114,0.6128752270000001,1.519316410569255,1.245798319327731,2001,site_screening_profile,,,,-0.5547242157766668,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_01,Capitol Lake,M0_static_stationary,0.9797416507614047,1,exhaustive paired-family spatial holdout,Capitol Lake+Elliott Ave,,0.3983068068509108,0.613018245,0.9370306449834089,0.9138655462184874,2001,site_screening_profile,,,,-2.048442114968107,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_02,Capitol Lake,M0_static_stationary,0.9714003460329658,1,exhaustive paired-family spatial holdout,Capitol Lake+Elliott Ave,,1.312706806850911,2.862798169,1.4626195182998374,0.4159663865546218,2001,site_screening_profile,,,,-1.9017846952407396,,spatial cross-fitted site-calibrated probability
,Elliott_Ave_01,Elliott Ave,M0_static_stationary,0.04308703645428414,0,exhaustive paired-family spatial holdout,Capitol Lake+Elliott Ave,,1.617506806850911,1.323173428,1.3192901143148807,0.5819327731092436,2001,site_screening_profile,,,,1.7159342731855316,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_01,Capitol Lake,M1_nonstationary_groundwater_only,0.9831258637697352,1,exhaustive paired-family spatial holdout,Capitol Lake+Elliott Ave,,0.3983068068509108,0.613018245,0.9370306449834089,0.9138655462184874,2001,site_screening_profile,,,,-2.1230665868596237,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_02,Capitol Lake,M1_nonstationary_groundwater_only,0.9738310874758781,1,exhaustive paired-family spatial holdout,Capitol Lake+Elliott Ave,,1.312706806850911,2.862798169,1.4626195182998374,0.4159663865546218,2001,site_screening_profile,,,,-1.9403445956739438,,spatial cross-fitted site-calibrated probability
,Elliott_Ave_01,Elliott Ave,M1_nonstationary_groundwater_only,0.04790306099523763,0,exhaustive paired-family spatial holdout,Capitol Lake+Elliott Ave,,1.617506806850911,1.323173428,1.3192901143148807,0.5819327731092436,2001,site_screening_profile,,,,1.6655347235416125,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_01,Capitol Lake,M2_nonstationary_groundwater_gradation,0.9931946794100383,1,exhaustive paired-family spatial holdout,Capitol Lake+Elliott Ave,,0.3983068068509108,0.613018245,0.9370306449834089,0.9138655462184874,2001,site_screening_profile,,,,-2.4673784766245914,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_02,Capitol Lake,M2_nonstationary_groundwater_gradation,0.9950622394266683,1,exhaustive paired-family spatial holdout,Capitol Lake+Elliott Ave,,1.312706806850911,2.862798169,1.4626195182998374,0.4159663865546218,2001,site_screening_profile,,,,-2.580157680951876,,spatial cross-fitted site-calibrated probability
,Elliott_Ave_01,Elliott Ave,M2_nonstationary_groundwater_gradation,0.09227519530362949,0,exhaustive paired-family spatial holdout,Capitol Lake+Elliott Ave,,1.617506806850911,1.323173428,1.3192901143148807,0.5819327731092436,2001,site_screening_profile,,,,1.3268739266642042,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_01,Capitol Lake,M3_full_nonstationary_random_field,0.9935316342875348,1,exhaustive paired-family spatial holdout,Capitol Lake+Elliott Ave,,0.3983068068509108,0.613018245,0.9370306449834089,0.9138655462184874,2001,site_screening_profile,,,,-2.4855062535258132,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_02,Capitol Lake,M3_full_nonstationary_random_field,0.9979358371199417,1,exhaustive paired-family spatial holdout,Capitol Lake+Elliott Ave,,1.312706806850911,2.862798169,1.4626195182998374,0.4159663865546218,2001,site_screening_profile,,,,-2.868186137578595,,spatial cross-fitted site-calibrated probability
,Elliott_Ave_01,Elliott Ave,M3_full_nonstationary_random_field,0.1214842356200328,0,exhaustive paired-family spatial holdout,Capitol Lake+Elliott Ave,,1.617506806850911,1.323173428,1.3192901143148807,0.5819327731092436,2001,site_screening_profile,,,,1.1675992044914434,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_01,Capitol Lake,M0_static_stationary,0.9793054405282444,1,exhaustive paired-family spatial holdout,Capitol Lake+Emerald Downs,,0.3983068068509108,0.613018245,0.9370306449834089,0.9138655462184874,2001,site_screening_profile,,,,-2.0396106652564483,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_02,Capitol Lake,M0_static_stationary,0.9710728158283329,1,exhaustive paired-family spatial holdout,Capitol Lake+Emerald Downs,,1.312706806850911,2.862798169,1.4626195182998374,0.4159663865546218,2001,site_screening_profile,,,,-1.8967997803230614,,spatial cross-fitted site-calibrated probability
,Emerald_Downs_01,Emerald Downs,M0_static_stationary,0.17496524435345825,0,exhaustive paired-family spatial holdout,Capitol Lake+Emerald Downs,,0.7887068068509109,0.70361952,1.5005550643149501,0.7478991596638656,2001,site_screening_profile,,,,0.9347241288182834,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_01,Capitol Lake,M1_nonstationary_groundwater_only,0.9872176445369854,1,exhaustive paired-family spatial holdout,Capitol Lake+Emerald Downs,,0.3983068068509108,0.613018245,0.9370306449834089,0.9138655462184874,2001,site_screening_profile,,,,-2.2327609769468744,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_02,Capitol Lake,M1_nonstationary_groundwater_only,0.977409658175262,1,exhaustive paired-family spatial holdout,Capitol Lake+Emerald Downs,,1.312706806850911,2.862798169,1.4626195182998374,0.4159663865546218,2001,site_screening_profile,,,,-2.0029683696043517,,spatial cross-fitted site-calibrated probability
,Emerald_Downs_01,Emerald Downs,M1_nonstationary_groundwater_only,0.25963298821094566,0,exhaustive paired-family spatial holdout,Capitol Lake+Emerald Downs,,0.7887068068509109,0.70361952,1.5005550643149501,0.7478991596638656,2001,site_screening_profile,,,,0.6444772946766698,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_01,Capitol Lake,M2_nonstationary_groundwater_gradation,0.9924171434231949,1,exhaustive paired-family spatial holdout,Capitol Lake+Emerald Downs,,0.3983068068509108,0.613018245,0.9370306449834089,0.9138655462184874,2001,site_screening_profile,,,,-2.428397454895322,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_02,Capitol Lake,M2_nonstationary_groundwater_gradation,0.9946938474412109,1,exhaustive paired-family spatial holdout,Capitol Lake+Emerald Downs,,1.312706806850911,2.862798169,1.4626195182998374,0.4159663865546218,2001,site_screening_profile,,,,-2.5552122944590225,,spatial cross-fitted site-calibrated probability
,Emerald_Downs_01,Emerald Downs,M2_nonstationary_groundwater_gradation,0.026429932464300452,0,exhaustive paired-family spatial holdout,Capitol Lake+Emerald Downs,,0.7887068068509109,0.70361952,1.5005550643149501,0.7478991596638656,2001,site_screening_profile,,,,1.936063984111484,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_01,Capitol Lake,M3_full_nonstationary_random_field,0.9917810264604765,1,exhaustive paired-family spatial holdout,Capitol Lake+Emerald Downs,,0.3983068068509108,0.613018245,0.9370306449834089,0.9138655462184874,2001,site_screening_profile,,,,-2.399043827682327,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_02,Capitol Lake,M3_full_nonstationary_random_field,0.9978619927022166,1,exhaustive paired-family spatial holdout,Capitol Lake+Emerald Downs,,1.312706806850911,2.862798169,1.4626195182998374,0.4159663865546218,2001,site_screening_profile,,,,-2.857047784188065,,spatial cross-fitted site-calibrated probability
,Emerald_Downs_01,Emerald Downs,M3_full_nonstationary_random_field,0.03660357614193941,0,exhaustive paired-family spatial holdout,Capitol Lake+Emerald Downs,,0.7887068068509109,0.70361952,1.5005550643149501,0.7478991596638656,2001,site_screening_profile,,,,1.791537064512313,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_01,Capitol Lake,M0_static_stationary,0.9819248964790395,1,exhaustive paired-family spatial holdout,Capitol Lake+Factoria,,0.3983068068509108,0.613018245,0.9370306449834089,0.9138655462184874,2001,site_screening_profile,,,,-2.095233878442705,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_02,Capitol Lake,M0_static_stationary,0.9741080838628623,1,exhaustive paired-family spatial holdout,Capitol Lake+Factoria,,1.312706806850911,2.862798169,1.4626195182998374,0.4159663865546218,2001,site_screening_profile,,,,-1.944926440275476,,spatial cross-fitted site-calibrated probability
,Factoria_01,Factoria,M0_static_stationary,0.0009723619051644299,0,exhaustive paired-family spatial holdout,Capitol Lake+Factoria,,1.312706806850911,0.772008714,1.4636322984428032,0.9138655462184874,2001,site_screening_profile,,,,3.098546604088082,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_01,Capitol Lake,M1_nonstationary_groundwater_only,0.9844297690658861,1,exhaustive paired-family spatial holdout,Capitol Lake+Factoria,,0.3983068068509108,0.613018245,0.9370306449834089,0.9138655462184874,2001,site_screening_profile,,,,-2.155273197853481,,spatial cross-fitted site-calibrated probability
,Capitol_Lake_02,Capitol Lake,M1_nonstationary_groundwater_only,0.9759203153411757,1,exhaustive paired-family spatial holdout,Capitol Lake+Factoria,,1.312706806850911,2.862798169,1.4626195182998374,0.4159663865546218,2001,site_screening_profile,,,,-1.975959456316756,,spatial cross-fitted site-calibrated probability
