regime,n_event_states,observed_liquefaction_rate,severe_manifestation_rate,m0_false_negative_rate_0p5,median_hydraulic_leverage,median_qc10_mpa,median_ic
inside_hydraulic_fabric_gate,492,0.0508130081300813,0.0,0.036585365853658534,1.0902344537982338,0.502632,1.4337584854933683
outside_hydraulic_fabric_gate,15398,0.4003117287959475,0.10053253669307702,0.11520976750227302,1.0,1.8254,1.2317358291625284
