site_id,event_key,pga_g,wtd_event_site_adjusted_m,manifestation_code,observed_liquefaction,severe_manifestation,critical_layer_depth_m,critical_layer_qc_mpa,critical_layer_saturated,critical_crossing_margin_m
Canterbury_01559,Yr2010,0.176,1.44465458393096,1,1,0,3.4,0.8704,1,1.95534541606904
Canterbury_01559,Yr2011,0.33,1.41799771785736,1,1,0,3.4,0.8704,1,1.98200228214264
Canterbury_01559,Yr2016,0.184160292,1.65939581394195,0,0,0,3.4,0.8704,1,1.74060418605805
Canterbury_01560,Yr2010,0.175,2.13860416412353,0,0,0,4.48,0.30960000000000004,1,2.3413958358764706
Canterbury_01560,Yr2011,0.342,2.07387065887451,1,1,0,4.48,0.30960000000000004,1,2.4061293411254905
Canterbury_01561,Yr2010,0.175,1.66528224945068,0,0,0,1.32,1.5212,0,-0.34528224945068
Canterbury_01561,Yr2011,0.346,1.58720409870147,3,1,1,1.32,1.5212,0,-0.2672040987014699
Canterbury_01562,Yr2010,0.175,1.65890955924987,0,0,0,3.14,0.6332000000000001,1,1.4810904407501302
Canterbury_01562,Yr2011,0.348,1.59248614311218,1,1,0,3.14,0.6332000000000001,1,1.5475138568878202
Canterbury_01562,Yr2016,0.192170352,1.96760714054107,0,0,0,3.14,0.6332000000000001,1,1.1723928594589301
Canterbury_01563,Yr2010,0.176,1.72271680831909,0,0,0,1.96,2.502,1,0.23728319168090994
Canterbury_01563,Yr2011,0.347,1.70690321922302,1,1,0,1.96,2.502,1,0.25309678077697995
Canterbury_01563,Yr2016,0.193555698,1.80874466896057,0,0,0,1.96,2.502,1,0.15125533103943
Canterbury_01564,Yr2010,0.176,1.57448303699493,0,0,0,3.26,1.6084,1,1.6855169630050697
Canterbury_01564,Yr2011,0.337,1.60555660724639,0,0,0,3.26,1.6084,1,1.6544433927536097
Canterbury_01564,Yr2016,0.188885376,1.82416057586669,0,0,0,3.26,1.6084,1,1.43583942413331
Canterbury_01565,Yr2010,0.204,2.9098949432373,0,0,0,1.245,1.9477,0,-1.6648949432372997
Canterbury_01565,Yr2011,0.437,2.92007541656494,1,1,0,1.245,1.9477,0,-1.67507541656494
Canterbury_01565,Yr2016,0.164792791,2.80506801605224,0,0,0,1.245,1.9477,0,-1.5600680160522398
Canterbury_01566,Yr2010,0.201,2.5938823223114,0,0,0,1.68,2.2,0,-0.9138823223114001
Canterbury_01566,Yr2011,0.428,2.60381340980529,1,1,0,1.68,2.2,0,-0.9238134098052899
Canterbury_01566,Yr2016,0.167155415,2.34787654876709,0,0,0,1.68,2.2,0,-0.6678765487670899
Canterbury_01567,Yr2010,0.196,1.0171320438385,4,1,1,1.38,0.8588,1,0.3628679561614998
Canterbury_01567,Yr2011,0.419,1.01141929626464,4,1,1,1.38,0.8588,1,0.3685807037353599
Canterbury_01567,Yr2016,0.172597378,0.454494655132294,0,0,0,1.38,0.8588,1,0.925505344867706
Canterbury_01568,Yr2010,0.197,2.606778383255,0,0,0,1.05,4.4392,0,-1.556778383255
Canterbury_01568,Yr2011,0.411,2.42688488960266,1,1,0,1.05,4.4392,0,-1.3768848896026598
Canterbury_01568,Yr2016,0.169592515,1.84805524349212,0,0,0,1.05,4.4392,0,-0.79805524349212
Canterbury_01569,Yr2010,0.198,2.46505951881408,0,0,0,2.06,3.0866,0,-0.40505951881407976
Canterbury_01569,Yr2011,0.415,2.36062049865722,2,1,0,2.06,3.0866,0,-0.30062049865721985
Canterbury_01569,Yr2016,0.1680803,1.91503179073333,0,0,0,2.06,3.0866,1,0.14496820926666998
Canterbury_01570,Yr2010,0.204,2.72249341011047,0,0,0,1.86,2.1258000000000004,0,-0.86249341011047
Canterbury_01570,Yr2011,0.436,2.73648071289062,1,1,0,1.86,2.1258000000000004,0,-0.87648071289062
Canterbury_01570,Yr2016,0.163738549,2.43038439750671,0,0,0,1.86,2.1258000000000004,0,-0.5703843975067098
Canterbury_01571,Yr2010,0.209,2.06420755386352,0,0,0,2.7,0.506,1,0.6357924461364801
Canterbury_01571,Yr2011,0.457,2.12377977371215,5,1,1,2.7,0.506,1,0.57622022628785
Canterbury_01571,Yr2016,0.162245855,1.50773870944976,0,0,0,2.7,0.506,1,1.19226129055024
Canterbury_01572,Yr2010,0.201,1.77619516849517,1,1,0,1.91,0.2562,1,0.1338048315048299
Canterbury_01572,Yr2011,0.389,1.65529346466064,2,1,0,1.91,0.2562,1,0.25470653533935983
Canterbury_01572,Yr2016,0.156938419,1.27061319351196,0,0,0,1.91,0.2562,1,0.6393868064880399
Canterbury_01573,Yr2010,0.201,2.02432632446289,1,1,0,2.36,1.5455999999999999,1,0.3356736755371097
Canterbury_01573,Yr2011,0.41,1.86306262016296,2,1,0,2.36,1.5455999999999999,1,0.4969373798370398
Canterbury_01573,Yr2016,0.161213934,1.44818985462188,0,0,0,2.36,1.5455999999999999,1,0.9118101453781198
Canterbury_01574,Yr2010,0.205,1.60426783561706,1,1,0,2.71,0.4702,1,1.1057321643829399
Canterbury_01574,Yr2011,0.413,1.50175464153289,2,1,0,2.71,0.4702,1,1.20824535846711
Canterbury_01574,Yr2016,0.157463908,1.14558136463165,0,0,0,2.71,0.4702,1,1.56441863536835
Canterbury_01575,Yr2010,0.204,1.31626594066619,1,1,0,1.68,0.3102,1,0.36373405933380987
Canterbury_01575,Yr2011,0.401,1.23485517501831,1,1,0,1.68,0.3102,1,0.44514482498168984
Canterbury_01575,Yr2016,0.155152544,0.76252818107605,0,0,0,1.68,0.3102,1,0.9174718189239499
Canterbury_01576,Yr2010,0.203,1.87602043151855,1,1,0,2.38,0.5224,1,0.5039795684814499
Canterbury_01576,Yr2011,0.403,1.81252717971801,2,1,0,2.38,0.5224,1,0.5674728202819899
Canterbury_01576,Yr2016,0.157724082,1.37358260154724,0,0,0,2.38,0.5224,1,1.0064173984527598
Canterbury_01577,Yr2010,0.203,2.2696840763092,0,0,0,3.17,0.4186,1,0.9003159236907998
Canterbury_01577,Yr2011,0.422,2.15825939178466,1,1,0,3.17,0.4186,1,1.01174060821534
Canterbury_01577,Yr2016,0.162433505,1.6834203004837,0,0,0,3.17,0.4186,1,1.4865796995162999
Canterbury_01578,Yr2010,0.205,1.58088541030883,2,1,0,1.06,0.7092,0,-0.5208854103088298
Canterbury_01578,Yr2011,0.45,1.66444015502929,4,1,1,1.06,0.7092,0,-0.6044401550292899
Canterbury_01578,Yr2016,0.16768378,1.0823448896408,0,0,0,1.06,0.7092,0,-0.022344889640799837
Canterbury_01579,Yr2010,0.204,1.46038269996643,1,1,0,2.66,1.9532,1,1.1996173000335701
Canterbury_01579,Yr2011,0.45,1.40785729885101,2,1,0,2.66,1.9532,1,1.25214270114899
Canterbury_01579,Yr2016,0.16930522,0.725865662097931,0,0,0,2.66,1.9532,1,1.9341343379020692
Canterbury_01580,Yr2010,0.196,1.28672206401825,1,1,0,1.07,1.1668,0,-0.2167220640182499
Canterbury_01580,Yr2011,0.42,1.29101121425628,4,1,1,1.07,1.1668,0,-0.2210112142562799
Canterbury_01580,Yr2016,0.173297957,0.754774868488312,0,0,0,1.07,1.1668,1,0.3152251315116881
Canterbury_01581,Yr2010,0.209,1.30448102951049,0,0,0,2.55,0.47809,1,1.2455189704895098
Canterbury_01581,Yr2011,0.424,1.27065968513488,1,1,0,2.55,0.47809,1,1.27934031486512
Canterbury_01581,Yr2016,0.15342088,0.7501180768013,0,0,0,2.55,0.47809,1,1.7998819231986998
Canterbury_01582,Yr2010,0.208,1.25536715984344,0,0,0,0.92,0.2054,0,-0.3353671598434399
Canterbury_01582,Yr2011,0.426,1.21929204463958,4,1,1,0.92,0.2054,0,-0.29929204463958003
Canterbury_01582,Yr2016,0.155669525,0.944962382316589,0,0,0,0.92,0.2054,0,-0.024962382316588982
Canterbury_01583,Yr2010,0.205,2.98378634452819,1,1,0,4.21,1.72188,1,1.2262136554718102
Canterbury_01583,Yr2011,0.431,2.94829297065734,2,1,0,4.21,1.72188,1,1.2617070293426598
Canterbury_01583,Yr2016,0.160583168,2.47732996940612,0,0,0,4.21,1.72188,1,1.73267003059388
Canterbury_01584,Yr2016,0.163951218,2.2524516582489,0,0,0,1.06,1.57106,0,-1.1924516582489
Canterbury_01585,Yr2010,0.207,3.16047954559326,0,0,0,1.11,2.3296,0,-2.0504795455932596
Canterbury_01585,Yr2011,0.446,3.12704896926879,2,1,0,1.11,2.3296,0,-2.0170489692687896
Canterbury_01585,Yr2016,0.162299082,2.9240446090698198,0,0,0,1.11,2.3296,0,-1.8140446090698197
Canterbury_01586,Yr2010,0.208,2.64977097511291,0,0,0,1.8050000000000002,0.3947,0,-0.84477097511291
Canterbury_01586,Yr2011,0.449,2.57333898544311,1,1,0,1.8050000000000002,0.3947,0,-0.7683389854431097
Canterbury_01586,Yr2016,0.161074907,2.18274712562561,0,0,0,1.8050000000000002,0.3947,0,-0.37774712562560975
Canterbury_01587,Yr2010,0.208,3.52353405952453,1,1,0,2.98,1.13658,0,-0.5435340595245299
Canterbury_01587,Yr2011,0.455,3.46687769889831,5,1,1,2.98,1.13658,0,-0.4868776988983101
Canterbury_01587,Yr2016,0.162171021,2.76109552383422,0,0,0,2.98,1.13658,1,0.2189044761657799
Canterbury_01588,Yr2010,0.21,1.4158980846405,0,0,0,2.5700000000000003,0.33143,1,1.1541019153595002
Canterbury_01588,Yr2011,0.467,1.57625603675842,4,1,1,2.5700000000000003,0.33143,1,0.9937439632415803
Canterbury_01588,Yr2016,0.162213206,1.05974209308624,0,0,0,2.5700000000000003,0.33143,1,1.5102579069137603
Canterbury_01589,Yr2010,0.211,1.71505916118621,0,0,0,1.05,1.592,0,-0.66505916118621
Canterbury_01589,Yr2011,0.468,1.65305411815643,4,1,1,1.05,1.592,0,-0.60305411815643
Canterbury_01589,Yr2016,0.160205737,1.23125743865966,0,0,0,1.05,1.592,0,-0.18125743865965993
Canterbury_01590,Yr2010,0.212,1.97580707073211,0,0,0,1.05,0.61,0,-0.92580707073211
Canterbury_01590,Yr2011,0.464,2.02299284934997,5,1,1,1.05,0.61,0,-0.9729928493499698
Canterbury_01590,Yr2016,0.158158749,1.28510177135467,0,0,0,1.05,0.61,0,-0.23510177135466992
Canterbury_01591,Yr2010,0.211,2.46688604354858,1,1,0,1.05,2.0738000000000003,0,-1.41688604354858
Canterbury_01591,Yr2011,0.463,2.41078734397888,1,1,0,1.05,2.0738000000000003,0,-1.36078734397888
Canterbury_01591,Yr2016,0.159926265,1.92509865760803,0,0,0,1.05,2.0738000000000003,0,-0.87509865760803
Canterbury_01592,Yr2010,0.209,3.33270025253295,0,0,0,1.145,1.5537999999999998,0,-2.18770025253295
Canterbury_01592,Yr2011,0.455,3.22348165512085,0,0,0,1.145,1.5537999999999998,0,-2.07848165512085
Canterbury_01592,Yr2016,0.1609018,2.86560106277465,0,0,0,1.145,1.5537999999999998,0,-1.7206010627746502
Canterbury_01593,Yr2011,0.459,1.7163096666336,4,1,1,1.81,0.29402,1,0.09369033336640009
Canterbury_01593,Yr2016,0.15479134,1.10266876220703,0,0,0,1.81,0.29402,1,0.7073312377929701
Canterbury_01594,Yr2010,0.211,3.17390060424804,0,0,0,1.13,0.72658,0,-2.0439006042480403
Canterbury_01594,Yr2011,0.454,3.19131922721862,1,1,0,1.13,0.72658,0,-2.06131922721862
Canterbury_01594,Yr2016,0.156656027,2.66574168205261,0,0,0,1.13,0.72658,0,-1.5357416820526102
Canterbury_01595,Yr2010,0.211,3.01205611228942,0,0,0,1.26,1.54656,0,-1.7520561122894198
Canterbury_01595,Yr2011,0.449,2.973961353302,1,1,0,1.26,1.54656,0,-1.7139613533020002
Canterbury_01595,Yr2016,0.156187415,2.55097651481628,0,0,0,1.26,1.54656,0,-1.2909765148162802
Canterbury_01596,Yr2010,0.208,2.18271827697753,0,0,0,1.28,1.05572,0,-0.9027182769775302
Canterbury_01596,Yr2011,0.435,2.17972755432128,2,1,0,1.28,1.05572,0,-0.8997275543212802
Canterbury_01596,Yr2016,0.157502919,1.75508415699005,0,0,0,1.28,1.05572,0,-0.4750841569900499
Canterbury_01597,Yr2010,0.212,2.72972655296325,1,1,0,2.55,0.65835,0,-0.17972655296325035
Canterbury_01597,Yr2011,0.446,2.56284260749816,1,1,0,2.55,0.65835,0,-0.012842607498160241
Canterbury_01597,Yr2016,0.153275341,2.26080179214477,0,0,0,2.55,0.65835,1,0.28919820785522976
Canterbury_01598,Yr2010,0.212,2.41657352447509,0,0,0,2.62,0.4402,1,0.20342647552491
Canterbury_01598,Yr2011,0.439,2.50340557098388,1,1,0,2.62,0.4402,1,0.11659442901612005
Canterbury_01598,Yr2016,0.151221454,1.6505331993103,0,0,0,2.62,0.4402,1,0.9694668006897
Canterbury_01599,Yr2010,0.21,1.55006539821624,0,0,0,3.03,0.49939999999999996,1,1.4799346017837598
Canterbury_01599,Yr2011,0.425,1.51533234119415,1,1,0,3.03,0.49939999999999996,1,1.5146676588058499
Canterbury_01599,Yr2016,0.152902201,1.00047588348388,0,0,0,3.03,0.49939999999999996,1,2.0295241165161197
Canterbury_01600,Yr2010,0.214,2.90077376365661,0,0,0,1.05,0.7496,0,-1.85077376365661
Canterbury_01600,Yr2011,0.451,3.0358076095581,4,1,1,1.05,0.7496,0,-1.9858076095581
Canterbury_01600,Yr2016,0.150548846,2.40404248237609,0,0,0,1.05,0.7496,0,-1.3540424823760902
Canterbury_01601,Yr2010,0.214,1.58703649044036,0,0,0,1.05,1.325,0,-0.53703649044036
Canterbury_01601,Yr2011,0.456,1.71957302093505,4,1,1,1.05,1.325,0,-0.6695730209350499
Canterbury_01601,Yr2016,0.149449989,1.18277442455291,0,0,0,1.05,1.325,0,-0.1327744245529099
Canterbury_01602,Yr2010,0.214,1.34388411045074,0,0,0,0.995,0.7062,0,-0.34888411045073997
Canterbury_01602,Yr2011,0.458,1.25318479537963,4,1,1,0.995,0.7062,0,-0.25818479537963
Canterbury_01602,Yr2016,0.151109055,0.531856596469879,0,0,0,0.995,0.7062,1,0.46314340353012096
Canterbury_01603,Yr2010,0.213,2.02723383903503,0,0,0,1.27,0.6497999999999999,0,-0.7572338390350302
Canterbury_01603,Yr2011,0.459,1.98703515529632,1,1,0,1.27,0.6497999999999999,0,-0.7170351552963199
Canterbury_01603,Yr2016,0.154047266,1.52945518493652,0,0,0,1.27,0.6497999999999999,0,-0.2594551849365201
Canterbury_01604,Yr2010,0.212,2.96515011787414,0,0,0,1.15,0.7622000000000001,0,-1.8151501178741403
Canterbury_01604,Yr2011,0.45,2.87057709693908,1,1,0,1.15,0.7622000000000001,0,-1.72057709693908
Canterbury_01604,Yr2016,0.153335735,2.64542388916015,0,0,0,1.15,0.7622000000000001,0,-1.4954238891601501
Canterbury_01605,Yr2010,0.213,4.02212381362915,0,0,0,2.525,1.8144,0,-1.4971238136291505
Canterbury_01605,Yr2011,0.454,3.97899580001831,1,1,0,2.525,1.8144,0,-1.4539958000183102
Canterbury_01605,Yr2016,0.152837053,3.4794864654541,0,0,0,2.525,1.8144,0,-0.9544864654540999
Canterbury_01606,Yr2010,0.198,1.59134972095489,1,1,0,2.17,0.43156,1,0.57865027904511
Canterbury_01606,Yr2011,0.367,1.56252145767211,2,1,0,2.17,0.43156,1,0.6074785423278899
Canterbury_01606,Yr2016,0.154987797,0.890686869621277,0,0,0,2.17,0.43156,1,1.279313130378723
Canterbury_01607,Yr2010,0.2,1.88288187980651,0,0,0,2.51,0.5506,1,0.6271181201934899
Canterbury_01607,Yr2011,0.376,1.9165266752243,3,1,1,2.51,0.5506,1,0.5934733247756998
Canterbury_01607,Yr2016,0.154977381,1.23705279827117,0,0,0,2.51,0.5506,1,1.2729472017288297
Canterbury_01608,Yr2010,0.202,1.82301986217498,0,0,0,2.17,0.5246000000000001,1,0.3469801378250199
Canterbury_01608,Yr2011,0.39,1.75890862941741,2,1,0,2.17,0.5246000000000001,1,0.4110913705825898
Canterbury_01608,Yr2016,0.155746132,1.16546154022216,0,0,0,2.17,0.5246000000000001,1,1.00453845977784
Canterbury_01609,Yr2010,0.197,1.99866187572479,1,1,0,2.58,1.2382,1,0.58133812427521
Canterbury_01609,Yr2011,0.377,1.93184638023376,2,1,0,2.58,1.2382,1,0.6481536197662401
Canterbury_01609,Yr2016,0.158163384,1.48180019855499,0,0,0,2.58,1.2382,1,1.09819980144501
Canterbury_01610,Yr2010,0.195,1.8472546339035,0,0,0,1.05,1.0404,0,-0.7972546339035
Canterbury_01610,Yr2011,0.365,1.80775070190429,2,1,0,1.05,1.0404,0,-0.75775070190429
Canterbury_01610,Yr2016,0.158140957,1.3136066198349,0,0,0,1.05,1.0404,0,-0.26360661983489986
Canterbury_01611,Yr2010,0.192,2.18672728538513,1,1,0,3.38,0.7016,1,1.1932727146148698
Canterbury_01611,Yr2011,0.365,2.17390346527099,1,1,0,3.38,0.7016,1,1.20609653472901
Canterbury_01611,Yr2016,0.161513835,1.49183237552642,0,0,0,3.38,0.7016,1,1.8881676244735799
Canterbury_01612,Yr2010,0.195,2.31791162490844,0,0,0,1.09,3.2698,0,-1.22791162490844
Canterbury_01612,Yr2011,0.378,2.2506353855133,2,1,0,1.09,3.2698,0,-1.1606353855132998
Canterbury_01612,Yr2016,0.161197662,1.74766063690185,0,0,0,1.09,3.2698,0,-0.6576606369018498
Canterbury_01613,Yr2010,0.199,2.49743175506591,1,1,0,1.05,4.38,0,-1.44743175506591
Canterbury_01613,Yr2011,0.397,2.36032247543335,2,1,0,1.05,4.38,0,-1.31032247543335
Canterbury_01613,Yr2016,0.1613594,1.85109996795654,0,0,0,1.05,4.38,0,-0.80109996795654
Canterbury_01614,Yr2010,0.199,1.58434998989105,0,0,0,4.53,0.3836,1,2.9456500101089502
Canterbury_01614,Yr2011,0.39,1.54662084579467,1,1,0,4.53,0.3836,1,2.9833791542053305
Canterbury_01614,Yr2016,0.158889666,1.06076061725616,0,0,0,4.53,0.3836,1,3.46923938274384
Canterbury_01615,Yr2010,0.19,2.02120232582092,0,0,0,1.225,7.1903999999999995,0,-0.7962023258209201
Canterbury_01615,Yr2011,0.365,2.01494026184082,2,1,0,1.225,7.1903999999999995,0,-0.7899402618408198
Canterbury_01615,Yr2016,0.164879769,1.63757634162902,0,0,0,1.225,7.1903999999999995,0,-0.41257634162902
Canterbury_01616,Yr2010,0.193,1.86177492141723,0,0,0,1.2149999999999999,2.6468000000000003,0,-0.6467749214172303
Canterbury_01616,Yr2011,0.378,1.80279910564422,2,1,0,1.2149999999999999,2.6468000000000003,0,-0.5877991056442202
Canterbury_01616,Yr2016,0.164432287,1.12706363201141,0,0,0,1.2149999999999999,2.6468000000000003,1,0.08793636798858984
Canterbury_01617,Yr2010,0.196,1.79564356803894,1,1,0,3.0700000000000003,5.81592,1,1.2743564319610603
Canterbury_01617,Yr2011,0.39,1.76144385337829,2,1,0,3.0700000000000003,5.81592,1,1.3085561466217104
Canterbury_01617,Yr2016,0.163671151,1.24025011062622,0,0,0,3.0700000000000003,5.81592,1,1.8297498893737802
Canterbury_01618,Yr2010,0.197,2.55751252174377,0,0,0,1.6949999999999998,1.2288999999999999,0,-0.8625125217437701
Canterbury_01618,Yr2011,0.399,2.48082208633422,1,1,0,1.6949999999999998,1.2288999999999999,0,-0.7858220863342202
Canterbury_01618,Yr2016,0.164837033,1.90349471569061,0,0,0,1.6949999999999998,1.2288999999999999,0,-0.20849471569061007
Canterbury_01619,Yr2010,0.216,1.20766687393188,4,1,1,2.39,0.4736,1,1.18233312606812
Canterbury_01619,Yr2011,0.579,1.20790648460388,4,1,1,2.39,0.4736,1,1.18209351539612
Canterbury_01620,Yr2010,0.218,1.26193916797637,1,1,0,2.68,0.2734,1,1.41806083202363
Canterbury_01620,Yr2011,0.577,1.26257944107055,1,1,0,2.68,0.2734,1,1.4174205589294502
Canterbury_01621,Yr2010,0.201,0.727610051631927,0,0,0,4.39,0.521,1,3.6623899483680726
Canterbury_01621,Yr2011,0.217,0.713511645793915,0,0,0,4.39,0.521,1,3.676488354206085
Canterbury_01621,Yr2016,0.10071449,0.4601539099335672,0,0,0,4.39,0.521,1,3.9298460900664325
Canterbury_01622,Yr2010,0.197,1.01847517490387,0,0,0,4.535,0.39559999999999995,1,3.51652482509613
Canterbury_01622,Yr2011,0.214,0.955574989318848,0,0,0,4.535,0.39559999999999995,1,3.579425010681152
Canterbury_01622,Yr2016,0.103313394,0.6890005949020389,0,0,0,4.535,0.39559999999999995,1,3.8459994050979613
Canterbury_01623,Yr2010,0.195,0.985422968864441,0,0,0,4.66,0.426,1,3.6745770311355592
Canterbury_01623,Yr2011,0.208,0.884403765201569,0,0,0,4.66,0.426,1,3.775596234798431
Canterbury_01623,Yr2016,0.103289329,0.6217153196215633,0,0,0,4.66,0.426,1,4.038284680378437
Canterbury_01624,Yr2010,0.193,1.16519653797149,0,0,0,5.45,0.38060000000000005,1,4.28480346202851
Canterbury_01624,Yr2011,0.2,1.02952587604522,0,0,0,5.45,0.38060000000000005,1,4.42047412395478
Canterbury_01624,Yr2016,0.101309232,0.758913763213151,0,0,0,5.45,0.38060000000000005,1,4.691086236786849
Canterbury_01625,Yr2010,0.188,1.002361536026,1,1,0,3.96,1.903,1,2.957638463974
Canterbury_01625,Yr2011,0.187,0.792220950126648,1,1,0,3.96,1.903,1,3.167779049873352
Canterbury_01625,Yr2016,0.099910192,0.534565686249733,0,0,0,3.96,1.903,1,3.4254343137502667
Canterbury_01626,Yr2010,0.187,2.94983959197998,0,0,0,0.97,2.2528,0,-1.97983959197998
Canterbury_01626,Yr2011,0.182,2.69855427742004,0,0,0,0.97,2.2528,0,-1.72855427742004
Canterbury_01626,Yr2016,0.097800374,2.336813213872906,0,0,0,0.97,2.2528,0,-1.3668132138729059
Canterbury_01627,Yr2010,0.182,1.64290261268615,0,0,0,0.92,5.7282,0,-0.7229026126861499
Canterbury_01627,Yr2011,0.175,1.36058330535888,0,0,0,0.92,5.7282,0,-0.44058330535888
Canterbury_01627,Yr2016,0.101112813,1.0718954568862853,0,0,0,0.92,5.7282,0,-0.15189545688628525
Canterbury_01628,Yr2010,0.185,0.8590047955513,0,0,0,1.05,2.8128,1,0.1909952044487
Canterbury_01628,Yr2011,0.184,0.600293755531311,0,0,0,1.05,2.8128,1,0.449706244468689
Canterbury_01628,Yr2016,0.102054194,0.35311771647930146,0,0,0,1.05,2.8128,1,0.6968822835206986
Canterbury_01629,Yr2010,0.188,2.60006308555603,0,0,0,1.8,0.6106,0,-0.8000630855560298
Canterbury_01629,Yr2011,0.193,2.37668061256408,0,0,0,1.8,0.6106,0,-0.5766806125640798
Canterbury_01629,Yr2016,0.103222415,2.032513851118081,0,0,0,1.8,0.6106,0,-0.2325138511180811
Canterbury_01630,Yr2010,0.191,2.37039065361023,1,1,0,3.3,0.4894,1,0.9296093463897699
Canterbury_01630,Yr2011,0.2,2.19800209999084,1,1,0,3.3,0.4894,1,1.10199790000916
Canterbury_01630,Yr2016,0.104146913,1.86359118533134,0,0,0,3.3,0.4894,1,1.4364088146686598
Canterbury_01631,Yr2010,0.192,1.85432386398315,1,1,0,3.4,3.0944000000000003,1,1.5456761360168498
Canterbury_01631,Yr2011,0.209,1.7278778553009,1,1,0,3.4,3.0944000000000003,1,1.6721221446991
Canterbury_01631,Yr2016,0.107075222,1.419135724401471,0,0,0,3.4,3.0944000000000003,1,1.9808642755985288
Canterbury_01632,Yr2010,0.191,1.81456315517425,0,0,0,1.975,0.6174000000000001,1,0.16043684482575005
Canterbury_01632,Yr2011,0.213,1.69799983501434,1,1,0,1.975,0.6174000000000001,1,0.27700016498566016
Canterbury_01632,Yr2016,0.109705806,1.390889044022557,0,0,0,1.975,0.6174000000000001,1,0.5841109559774431
Canterbury_01633,Yr2010,0.191,1.33444213867187,0,0,0,4.97,0.4172,1,3.63555786132813
Canterbury_01633,Yr2011,0.222,1.33012449741363,0,0,0,4.97,0.4172,1,3.63987550258637
Canterbury_01633,Yr2016,0.114493512,1.0430996998548459,0,0,0,4.97,0.4172,1,3.926900300145154
Canterbury_01634,Yr2010,0.189,1.04297447204589,1,1,0,3.01,3.1938,1,1.9670255279541098
Canterbury_01634,Yr2011,0.207,0.863335311412811,0,0,0,3.01,3.1938,1,2.146664688587189
Canterbury_01634,Yr2016,0.109287426,0.6017972034096715,0,0,0,3.01,3.1938,1,2.408202796590328
Canterbury_01635,Yr2010,0.188,1.61426568031311,0,0,0,2.14,1.2795999999999998,1,0.5257343196868902
Canterbury_01635,Yr2011,0.211,1.4409487247467,0,0,0,2.14,1.2795999999999998,1,0.6990512752533
Canterbury_01635,Yr2016,0.112052061,1.1478729243755303,0,0,0,2.14,1.2795999999999998,1,0.9921270756244698
Canterbury_01636,Yr2010,0.188,1.49608504772186,1,1,0,3.4850000000000003,1.4184999999999999,1,1.9889149522781404
Canterbury_01636,Yr2011,0.214,1.27792966365814,2,1,0,3.4850000000000003,1.4184999999999999,1,2.20707033634186
Canterbury_01636,Yr2016,0.113767006,0.9937547040224056,0,0,0,3.4850000000000003,1.4184999999999999,1,2.4912452959775946
Canterbury_01637,Yr2010,0.183,1.53406703472137,0,0,0,1.05,2.8005999999999998,0,-0.48406703472137
Canterbury_01637,Yr2011,0.335,1.43532681465148,1,1,0,1.05,2.8005999999999998,0,-0.3853268146514799
Canterbury_01637,Yr2016,0.170306474,1.14084792137146,0,0,0,1.05,2.8005999999999998,0,-0.09084792137145992
Canterbury_01638,Yr2010,0.183,1.50107550621032,0,0,0,1.35,12.496799999999999,0,-0.15107550621031995
Canterbury_01638,Yr2011,0.339,1.28000831604003,1,1,0,1.35,12.496799999999999,1,0.06999168395997013
Canterbury_01638,Yr2016,0.170026749,1.09489357471466,0,0,0,1.35,12.496799999999999,1,0.2551064252853401
Canterbury_01639,Yr2010,0.181,1.99945151805877,0,0,0,0.92,3.0505999999999998,0,-1.0794515180587698
Canterbury_01639,Yr2011,0.35,1.80185759067535,1,1,0,0.92,3.0505999999999998,0,-0.88185759067535
Canterbury_01639,Yr2016,0.171196669,1.74375808238983,0,0,0,0.92,3.0505999999999998,0,-0.82375808238983
Canterbury_01640,Yr2010,0.185,1.59606444835662,0,0,0,1.105,0.9713999999999999,0,-0.49106444835662
Canterbury_01640,Yr2011,0.329,1.47551691532135,1,1,0,1.105,0.9713999999999999,0,-0.3705169153213501
Canterbury_01640,Yr2016,0.16655913,0.888857424259186,0,0,0,1.105,0.9713999999999999,1,0.21614257574081397
Canterbury_01641,Yr2010,0.185,1.59587812423706,0,0,0,1.225,0.8877999999999999,0,-0.37087812423706
Canterbury_01641,Yr2011,0.332,1.47228789329528,0,0,0,1.225,0.8877999999999999,0,-0.24728789329528
Canterbury_01641,Yr2016,0.166229069,1.00940430164337,0,0,0,1.225,0.8877999999999999,1,0.21559569835663006
Canterbury_01642,Yr2010,0.185,1.56055331230163,0,0,0,4.8,3.806,1,3.23944668769837
Canterbury_01642,Yr2011,0.346,1.45409297943115,2,1,0,4.8,3.806,1,3.34590702056885
Canterbury_01642,Yr2016,0.164808244,1.20447289943695,0,0,0,4.8,3.806,1,3.59552710056305
Canterbury_01643,Yr2010,0.189,1.87935411930084,0,0,0,1.045,1.5148,0,-0.8343541193008401
Canterbury_01643,Yr2011,0.338,1.78835594654083,2,1,0,1.045,1.5148,0,-0.7433559465408301
Canterbury_01643,Yr2016,0.160416156,0.186110600829124,0,0,0,1.045,1.5148,1,0.8588893991708759
Canterbury_01644,Yr2010,0.185,2.2663300037384,0,0,0,3.23,7.673,1,0.9636699962615998
Canterbury_01644,Yr2011,0.334,2.096773147583,1,1,0,3.23,7.673,1,1.1332268524170002
Canterbury_01644,Yr2016,0.164938644,1.77878665924072,0,0,0,3.23,7.673,1,1.45121334075928
Canterbury_01645,Yr2010,0.188,1.91355240345001,0,0,0,2.685,0.4579,1,0.7714475965499901
