domain,source_file,validation_protocol,threshold,n_test,tp,fp,tn,fn,sensitivity,specificity,false_negative_rate,false_positive_rate,balanced_accuracy,protocol,heldout_group
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.425,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Blair Waterway
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.42,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Blair Waterway
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.4,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Blair Waterway
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.375,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Blair Waterway
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.5,1,1,0,0,0,1.0,,0.0,,0.5,nested_family_cv_select_by_inner_brier,Boeing Field
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.45,1,1,0,0,0,1.0,,0.0,,0.5,nested_family_cv_select_by_inner_brier,Boeing Field
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.43,1,1,0,0,0,1.0,,0.0,,0.5,nested_family_cv_select_by_inner_brier,Boeing Field
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.425,1,1,0,0,0,1.0,,0.0,,0.5,nested_family_cv_select_by_inner_brier,Boeing Field
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.42,1,1,0,0,0,1.0,,0.0,,0.5,nested_family_cv_select_by_inner_brier,Boeing Field
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.4,1,1,0,0,0,1.0,,0.0,,0.5,nested_family_cv_select_by_inner_brier,Boeing Field
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.375,1,1,0,0,0,1.0,,0.0,,0.5,nested_family_cv_select_by_inner_brier,Boeing Field
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.5,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Bush School
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.45,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Bush School
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.43,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Bush School
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.425,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Bush School
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.42,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Bush School
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.4,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Bush School
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.375,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Bush School
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.5,2,2,0,0,0,1.0,,0.0,,0.5,nested_family_cv_select_by_inner_brier,Capitol Lake
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.45,2,2,0,0,0,1.0,,0.0,,0.5,nested_family_cv_select_by_inner_brier,Capitol Lake
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.43,2,2,0,0,0,1.0,,0.0,,0.5,nested_family_cv_select_by_inner_brier,Capitol Lake
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.425,2,2,0,0,0,1.0,,0.0,,0.5,nested_family_cv_select_by_inner_brier,Capitol Lake
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.42,2,2,0,0,0,1.0,,0.0,,0.5,nested_family_cv_select_by_inner_brier,Capitol Lake
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.4,2,2,0,0,0,1.0,,0.0,,0.5,nested_family_cv_select_by_inner_brier,Capitol Lake
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.375,2,2,0,0,0,1.0,,0.0,,0.5,nested_family_cv_select_by_inner_brier,Capitol Lake
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.5,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Discovery Park
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.45,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Discovery Park
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.43,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Discovery Park
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.425,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Discovery Park
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.42,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Discovery Park
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.4,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Discovery Park
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.375,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Discovery Park
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.5,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Duwamish
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.45,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Duwamish
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.43,1,0,1,0,0,,0.0,,1.0,0.0,nested_family_cv_select_by_inner_brier,Duwamish
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.425,1,0,1,0,0,,0.0,,1.0,0.0,nested_family_cv_select_by_inner_brier,Duwamish
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.42,1,0,1,0,0,,0.0,,1.0,0.0,nested_family_cv_select_by_inner_brier,Duwamish
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.4,1,0,1,0,0,,0.0,,1.0,0.0,nested_family_cv_select_by_inner_brier,Duwamish
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.375,1,0,1,0,0,,0.0,,1.0,0.0,nested_family_cv_select_by_inner_brier,Duwamish
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.5,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Elliott Ave
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.45,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Elliott Ave
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.43,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Elliott Ave
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.425,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Elliott Ave
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.42,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Elliott Ave
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.4,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Elliott Ave
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.375,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Elliott Ave
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.5,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Emerald Downs
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.45,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Emerald Downs
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.43,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Emerald Downs
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.425,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Emerald Downs
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.42,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Emerald Downs
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.4,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Emerald Downs
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.375,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Emerald Downs
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.5,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Factoria
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.45,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Factoria
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.43,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Factoria
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.425,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Factoria
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.42,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Factoria
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.4,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Factoria
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.375,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Factoria
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.5,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Green River
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.45,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Green River
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.43,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Green River
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.425,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Green River
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.42,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Green River
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.4,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Green River
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.375,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Green River
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.5,2,2,0,0,0,1.0,,0.0,,0.5,nested_family_cv_select_by_inner_brier,Harbor Island
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.45,2,2,0,0,0,1.0,,0.0,,0.5,nested_family_cv_select_by_inner_brier,Harbor Island
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.43,2,2,0,0,0,1.0,,0.0,,0.5,nested_family_cv_select_by_inner_brier,Harbor Island
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.425,2,2,0,0,0,1.0,,0.0,,0.5,nested_family_cv_select_by_inner_brier,Harbor Island
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.42,2,2,0,0,0,1.0,,0.0,,0.5,nested_family_cv_select_by_inner_brier,Harbor Island
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.4,2,2,0,0,0,1.0,,0.0,,0.5,nested_family_cv_select_by_inner_brier,Harbor Island
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.375,2,2,0,0,0,1.0,,0.0,,0.5,nested_family_cv_select_by_inner_brier,Harbor Island
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.5,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Issaquah
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.45,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Issaquah
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.43,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Issaquah
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.425,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Issaquah
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.42,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Issaquah
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.4,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Issaquah
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.375,1,0,0,1,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Issaquah
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.5,4,3,0,0,1,0.75,,0.25,,0.375,nested_family_cv_select_by_inner_brier,SODO
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.45,4,3,0,0,1,0.75,,0.25,,0.375,nested_family_cv_select_by_inner_brier,SODO
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.43,4,3,0,0,1,0.75,,0.25,,0.375,nested_family_cv_select_by_inner_brier,SODO
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.425,4,3,0,0,1,0.75,,0.25,,0.375,nested_family_cv_select_by_inner_brier,SODO
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.42,4,3,0,0,1,0.75,,0.25,,0.375,nested_family_cv_select_by_inner_brier,SODO
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.4,4,3,0,0,1,0.75,,0.25,,0.375,nested_family_cv_select_by_inner_brier,SODO
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.375,4,4,0,0,0,1.0,,0.0,,0.5,nested_family_cv_select_by_inner_brier,SODO
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.5,2,0,0,2,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Smith Cove
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.45,2,0,0,2,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Smith Cove
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.43,2,0,0,2,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Smith Cove
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.425,2,0,0,2,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Smith Cove
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.42,2,0,0,2,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Smith Cove
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.4,2,0,0,2,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Smith Cove
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.375,2,0,0,2,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,Smith Cove
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.5,4,0,0,4,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,UW
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.45,4,0,0,4,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,UW
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.43,4,0,0,4,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,UW
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.425,4,0,0,4,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,UW
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.42,4,0,0,4,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,UW
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.4,4,0,0,4,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,UW
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.375,4,0,0,4,0,,1.0,,0.0,0.5,nested_family_cv_select_by_inner_brier,UW
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.5,2,1,0,1,0,1.0,1.0,0.0,0.0,1.0,temporal_pre_train_post_test,post_event
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.45,2,1,0,1,0,1.0,1.0,0.0,0.0,1.0,temporal_pre_train_post_test,post_event
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.43,2,1,0,1,0,1.0,1.0,0.0,0.0,1.0,temporal_pre_train_post_test,post_event
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.425,2,1,0,1,0,1.0,1.0,0.0,0.0,1.0,temporal_pre_train_post_test,post_event
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.42,2,1,0,1,0,1.0,1.0,0.0,0.0,1.0,temporal_pre_train_post_test,post_event
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.4,2,1,0,1,0,1.0,1.0,0.0,0.0,1.0,temporal_pre_train_post_test,post_event
nisqually_protocol_exploration,outputs/conservative_max_guardrail_protocol_predictions.csv,,0.375,2,1,0,1,0,1.0,1.0,0.0,0.0,1.0,temporal_pre_train_post_test,post_event
canterbury_temporal_transfer,outputs/conservative_max_guardrail_canterbury_predictions.csv,Nisqually-trained temporal transfer to Canterbury 100 Osbourne CPT01,0.5,3,1,1,1,0,1.0,0.5,0.0,0.5,0.75,,
canterbury_temporal_transfer,outputs/conservative_max_guardrail_canterbury_predictions.csv,Nisqually-trained temporal transfer to Canterbury 100 Osbourne CPT01,0.45,3,1,1,1,0,1.0,0.5,0.0,0.5,0.75,,
canterbury_temporal_transfer,outputs/conservative_max_guardrail_canterbury_predictions.csv,Nisqually-trained temporal transfer to Canterbury 100 Osbourne CPT01,0.43,3,1,1,1,0,1.0,0.5,0.0,0.5,0.75,,
canterbury_temporal_transfer,outputs/conservative_max_guardrail_canterbury_predictions.csv,Nisqually-trained temporal transfer to Canterbury 100 Osbourne CPT01,0.425,3,1,1,1,0,1.0,0.5,0.0,0.5,0.75,,
canterbury_temporal_transfer,outputs/conservative_max_guardrail_canterbury_predictions.csv,Nisqually-trained temporal transfer to Canterbury 100 Osbourne CPT01,0.42,3,1,1,1,0,1.0,0.5,0.0,0.5,0.75,,
canterbury_temporal_transfer,outputs/conservative_max_guardrail_canterbury_predictions.csv,Nisqually-trained temporal transfer to Canterbury 100 Osbourne CPT01,0.4,3,1,1,1,0,1.0,0.5,0.0,0.5,0.75,,
canterbury_temporal_transfer,outputs/conservative_max_guardrail_canterbury_predictions.csv,Nisqually-trained temporal transfer to Canterbury 100 Osbourne CPT01,0.375,3,1,1,1,0,1.0,0.5,0.0,0.5,0.75,,
